sale_id,chassis_number,dealer_id,customer_id,sale_date,month,quarter,year,final_sale_price_inr,days_to_sell,discount_given_inr,finance_taken,exchange_vehicle,model_code,variant_id
SAL000573,VIN0000574,DLR002,CUST17536,2025-08-14,8,1,2025,1356183,66,28162,0,0,Ertiga,VXI
SAL000574,VIN0000575,DLR024,CUST14788,2025-04-16,4,1,2025,1463891,57,11403,1,0,Baleno,MT
SAL000575,VIN0000576,DLR001,CUST00189,2025-04-02,4,1,2025,882568,63,27660,1,0,Dzire,MT
SAL000576,VIN0000577,DLR010,CUST13133,2025-06-16,6,1,2025,1042687,23,7209,0,0,Brezza,Delta
SAL000577,VIN0000578,DLR016,CUST05068,2025-06-06,6,1,2025,581630,68,27810,1,0,Celerio,LXI
SAL000578,VIN0000579,DLR001,CUST13247,2025-07-22,7,1,2025,1317984,51,23561,0,1,Celerio,LXI
SAL000579,VIN0000580,DLR028,CUST23486,2025-12-01,12,1,2025,819818,27,11996,0,0,Dzire,VXI
SAL000580,VIN0000581,DLR001,CUST13941,2025-01-15,1,1,2025,733859,53,24548,1,0,Alto,Delta
SAL000581,VIN0000582,DLR023,CUST22938,2025-10-05,10,1,2025,1061187,20,22698,0,0,Brezza,MT
SAL000582,VIN0000583,DLR006,CUST16512,2025-10-10,10,1,2025,608293,9,16266,0,0,Brezza,Sigma
SAL000583,VIN0000584,DLR007,CUST02332,2025-08-18,8,1,2025,750515,79,42096,0,1,Alto,MT
SAL000584,VIN0000585,DLR023,CUST08055,2025-09-23,9,1,2025,689557,65,31053,0,1,Baleno,ZXI
SAL000585,VIN0000586,DLR018,CUST04887,2025-12-21,12,1,2025,1298101,31,38612,1,1,Ignis,MT
SAL000586,VIN0000587,DLR006,CUST12128,2025-11-26,11,1,2025,647498,54,8677,1,0,Baleno,ZXI
SAL000587,VIN0000588,DLR024,CUST07495,2025-07-14,7,1,2025,1469314,27,21765,0,1,Brezza,Alpha
SAL000588,VIN0000589,DLR017,CUST05334,2025-12-17,12,1,2025,1390264,44,19011,0,0,Ertiga,VXI
SAL000589,VIN0000590,DLR010,CUST10741,2025-03-11,3,1,2025,1347704,9,34385,1,1,Brezza,LXI
SAL000590,VIN0000591,DLR025,CUST22090,2025-10-09,10,1,2025,799990,36,6026,0,0,Baleno,Delta
SAL000591,VIN0000592,DLR001,CUST13971,2025-08-07,8,1,2025,554957,36,5396,1,0,Ertiga,Delta
SAL000592,VIN0000593,DLR020,CUST12965,2025-04-16,4,1,2025,1215726,83,32950,0,0,Alto,AGS
SAL000593,VIN0000594,DLR017,CUST23822,2025-06-19,6,1,2025,1416571,56,40525,0,0,Baleno,LXI
SAL000594,VIN0000595,DLR004,CUST19793,2025-06-01,6,1,2025,1345680,25,13233,1,0,Swift,LXI
SAL000595,VIN0000596,DLR022,CUST09032,2025-08-13,8,1,2025,708588,62,25675,0,1,Dzire,AGS
SAL000596,VIN0000597,DLR002,CUST20248,2025-10-14,10,1,2025,1249496,66,15882,1,0,Baleno,VXI
SAL000597,VIN0000598,DLR024,CUST04803,2025-03-15,3,1,2025,1223666,34,42269,0,1,Brezza,MT
SAL000598,VIN0000599,DLR025,CUST13531,2025-07-13,7,1,2025,929176,29,14565,1,0,Swift,AT
SAL000599,VIN0000600,DLR014,CUST17876,2025-01-27,1,1,2025,1310650,32,35809,0,1,Ertiga,VXI
SAL000600,VIN0000601,DLR012,CUST17920,2025-12-20,12,1,2025,1040816,81,37726,0,0,Alto,LXI
SAL000601,VIN0000602,DLR023,CUST06979,2025-04-10,4,1,2025,588085,24,18220,1,0,Swift,Delta
SAL000602,VIN0000603,DLR015,CUST24935,2025-04-16,4,1,2025,888881,32,42530,1,0,Baleno,VXI
SAL000603,VIN0000604,DLR027,CUST19845,2025-12-16,12,1,2025,984175,21,36110,1,0,Brezza,Alpha
SAL000604,VIN0000605,DLR003,CUST21867,2025-10-24,10,1,2025,1220999,29,27186,0,1,Baleno,LXI
SAL000605,VIN0000606,DLR016,CUST22543,2025-06-24,6,1,2025,652108,83,31600,1,0,Alto,LXI
SAL000606,VIN0000607,DLR003,CUST18121,2025-09-13,9,1,2025,775908,39,35244,0,0,Baleno,LXI
SAL000607,VIN0000608,DLR011,CUST15313,2025-12-17,12,1,2025,1006023,27,23021,0,1,Brezza,ZXI
SAL000608,VIN0000609,DLR014,CUST14995,2025-05-13,5,1,2025,578231,7,40195,1,1,Brezza,LXI
SAL000609,VIN0000610,DLR023,CUST16756,2025-10-22,10,1,2025,779362,49,6057,1,0,Ignis,Delta
SAL000610,VIN0000611,DLR028,CUST12126,2025-03-21,3,1,2025,847301,10,10354,0,0,Brezza,Alpha
SAL000611,VIN0000612,DLR010,CUST08987,2025-09-28,9,1,2025,670213,68,39365,1,0,Swift,MT
SAL000612,VIN0000613,DLR025,CUST11022,2025-10-06,10,1,2025,1150569,65,14941,1,0,Swift,LXI
SAL000613,VIN0000614,DLR004,CUST02986,2025-01-14,1,1,2025,611402,5,22601,0,0,Brezza,ZXI
SAL000614,VIN0000615,DLR017,CUST24281,2025-09-17,9,1,2025,1251977,30,29501,0,0,Brezza,Alpha
SAL000615,VIN0000616,DLR019,CUST18230,2025-02-04,2,1,2025,844031,23,9469,1,0,Dzire,VXI
SAL000616,VIN0000617,DLR022,CUST01854,2025-03-23,3,1,2025,607094,44,35442,1,0,Brezza,Delta
SAL000617,VIN0000618,DLR002,CUST23397,2025-03-11,3,1,2025,830232,36,37567,1,0,Ertiga,LXI
SAL000618,VIN0000619,DLR027,CUST04389,2025-11-18,11,1,2025,603632,17,25111,1,0,Grand Vitara,MT
SAL000619,VIN0000620,DLR008,CUST17151,2025-10-23,10,1,2025,1317303,5,27367,0,0,Brezza,AGS
SAL000620,VIN0000621,DLR005,CUST21516,2025-06-04,6,1,2025,1345029,64,26783,0,1,Baleno,VXI
SAL000621,VIN0000622,DLR018,CUST00320,2025-02-25,2,1,2025,1209608,16,34407,1,0,Grand Vitara,MT
SAL000622,VIN0000623,DLR023,CUST15803,2025-07-23,7,1,2025,873144,59,17062,0,1,Dzire,AT
SAL000623,VIN0000624,DLR022,CUST21029,2025-02-14,2,1,2025,1112529,67,26690,0,1,Celerio,MT
SAL000624,VIN0000625,DLR028,CUST15621,2025-05-01,5,1,2025,818891,13,30147,0,0,Brezza,LXI
SAL000625,VIN0000626,DLR017,CUST11720,2025-07-13,7,1,2025,1219913,42,35006,1,0,Brezza,LXI
SAL000626,VIN0000627,DLR028,CUST09861,2025-05-12,5,1,2025,1264568,43,37116,1,0,Dzire,LXI
SAL000627,VIN0000628,DLR003,CUST10358,2025-11-12,11,1,2025,518677,9,35549,1,0,Grand Vitara,Delta
SAL000628,VIN0000629,DLR022,CUST13008,2025-09-12,9,1,2025,997465,59,5420,0,1,Swift,AT
SAL000629,VIN0000630,DLR015,CUST16768,2025-10-09,10,1,2025,1261846,27,10286,1,0,Swift,Alpha
SAL000630,VIN0000631,DLR015,CUST01927,2025-07-19,7,1,2025,923712,44,34022,1,1,Celerio,AT
SAL000631,VIN0000632,DLR020,CUST08736,2025-12-10,12,1,2025,661857,23,9836,1,1,Swift,Delta
SAL000632,VIN0000633,DLR023,CUST18807,2025-10-28,10,1,2025,1014498,12,29713,1,0,Brezza,Sigma
SAL000633,VIN0000634,DLR024,CUST06938,2025-07-05,7,1,2025,981648,48,34637,1,0,Celerio,AGS
SAL000634,VIN0000635,DLR018,CUST05237,2025-01-26,1,1,2025,1477564,30,42564,1,0,Ertiga,ZXI
SAL000635,VIN0000636,DLR028,CUST24421,2025-12-08,12,1,2025,892229,84,20296,1,1,Celerio,VXI
SAL000636,VIN0000637,DLR030,CUST01036,2025-04-07,4,1,2025,836674,69,9119,1,1,Ertiga,ZXI
SAL000637,VIN0000638,DLR020,CUST24052,2025-08-22,8,1,2025,1299774,69,26494,1,0,Swift,AGS
SAL000638,VIN0000639,DLR030,CUST06704,2025-02-04,2,1,2025,926501,37,6580,0,0,Ignis,Delta
SAL000639,VIN0000640,DLR017,CUST04744,2025-07-08,7,1,2025,849682,14,6572,1,0,Brezza,LXI
SAL000640,VIN0000641,DLR003,CUST10690,2025-09-05,9,1,2025,892413,10,35957,0,1,Brezza,MT
SAL000641,VIN0000642,DLR028,CUST21205,2025-10-18,10,1,2025,1190055,11,28372,1,1,Grand Vitara,Sigma
SAL000642,VIN0000643,DLR018,CUST24041,2025-01-06,1,1,2025,986151,50,34342,0,0,Baleno,MT
SAL000643,VIN0000644,DLR007,CUST16008,2025-01-22,1,1,2025,939720,48,38609,0,0,Alto,Sigma
SAL000644,VIN0000645,DLR025,CUST21985,2025-10-12,10,1,2025,1000111,68,43305,1,0,Baleno,ZXI
SAL000645,VIN0000646,DLR002,CUST16786,2025-04-06,4,1,2025,691094,67,34165,1,0,Dzire,AGS
SAL000646,VIN0000647,DLR012,CUST02569,2025-02-05,2,1,2025,932985,64,44758,0,0,Ertiga,LXI
SAL000647,VIN0000648,DLR011,CUST09611,2025-02-02,2,1,2025,1062340,12,44224,0,1,Brezza,Alpha
SAL000648,VIN0000649,DLR002,CUST01526,2025-04-22,4,1,2025,684850,48,10427,1,0,Dzire,MT
SAL000649,VIN0000650,DLR012,CUST13756,2025-01-21,1,1,2025,1215912,33,24425,1,0,Dzire,MT
SAL000650,VIN0000651,DLR009,CUST18971,2025-09-02,9,1,2025,621898,39,22201,1,1,Baleno,Delta
SAL000651,VIN0000652,DLR009,CUST21559,2025-07-21,7,1,2025,630025,35,8966,1,0,Brezza,MT
SAL000652,VIN0000653,DLR019,CUST15887,2025-10-08,10,1,2025,569607,62,19653,0,1,Ignis,Sigma
SAL000653,VIN0000654,DLR019,CUST17645,2025-11-25,11,1,2025,927073,38,26436,1,1,Baleno,Delta
SAL000654,VIN0000655,DLR011,CUST19950,2025-01-08,1,1,2025,1282733,57,21533,0,0,Swift,AT
SAL000655,VIN0000656,DLR017,CUST10565,2025-12-10,12,1,2025,1170803,11,5422,1,0,Brezza,MT
SAL000656,VIN0000657,DLR007,CUST20232,2025-10-15,10,1,2025,675323,29,42703,1,0,Baleno,VXI
SAL000657,VIN0000658,DLR030,CUST07162,2025-06-08,6,1,2025,840861,26,33136,0,0,Brezza,Alpha
SAL000658,VIN0000659,DLR023,CUST07722,2025-02-15,2,1,2025,573310,40,8990,0,0,Brezza,Sigma
SAL000659,VIN0000660,DLR027,CUST13020,2025-08-17,8,1,2025,1430324,69,12874,0,1,Ignis,AGS
SAL000660,VIN0000661,DLR017,CUST08521,2025-04-19,4,1,2025,1257093,34,31278,0,0,Brezza,MT
SAL000661,VIN0000662,DLR004,CUST15610,2025-04-21,4,1,2025,1118834,57,18969,1,0,Alto,ZXI
SAL000662,VIN0000663,DLR024,CUST21058,2025-04-11,4,1,2025,982544,79,20776,1,0,Alto,VXI
SAL000663,VIN0000664,DLR002,CUST23643,2025-10-26,10,1,2025,718608,48,24223,1,0,Swift,LXI
SAL000664,VIN0000665,DLR016,CUST13583,2025-11-15,11,1,2025,1285927,44,40114,0,0,Ertiga,MT
SAL000665,VIN0000666,DLR006,CUST20567,2025-12-12,12,1,2025,650600,20,20590,0,0,Ignis,VXI
SAL000666,VIN0000667,DLR018,CUST08085,2025-10-25,10,1,2025,791074,27,28839,1,0,Swift,Delta
SAL000667,VIN0000668,DLR030,CUST15127,2025-03-05,3,1,2025,1300575,84,7729,0,1,Alto,Sigma
SAL000668,VIN0000669,DLR011,CUST11756,2025-05-09,5,1,2025,559948,55,16756,1,0,Ertiga,VXI
SAL000669,VIN0000670,DLR021,CUST17430,2025-12-16,12,1,2025,590369,44,16508,0,0,Brezza,VXI
SAL000670,VIN0000671,DLR027,CUST00635,2025-03-26,3,1,2025,720648,7,12138,1,0,Brezza,AGS
SAL000671,VIN0000672,DLR028,CUST11785,2025-08-27,8,1,2025,577957,7,13814,1,0,Brezza,Sigma
SAL000672,VIN0000673,DLR012,CUST03912,2025-07-25,7,1,2025,1030431,23,15415,1,0,Baleno,AT
SAL000673,VIN0000674,DLR022,CUST01094,2025-06-24,6,1,2025,761793,32,16955,0,0,Swift,Sigma
SAL000674,VIN0000675,DLR027,CUST06827,2025-03-20,3,1,2025,1132182,35,41176,1,0,Brezza,Sigma
SAL000675,VIN0000676,DLR004,CUST08292,2025-04-10,4,1,2025,664234,33,28313,1,1,Dzire,AGS
SAL000676,VIN0000677,DLR026,CUST07016,2025-06-13,6,1,2025,1487359,26,27892,0,0,Dzire,ZXI
SAL000677,VIN0000678,DLR019,CUST02439,2025-08-23,8,1,2025,697035,38,38680,1,0,Brezza,MT
SAL000678,VIN0000679,DLR009,CUST24932,2025-12-08,12,1,2025,1453669,23,18338,1,0,Brezza,Sigma
SAL000679,VIN0000680,DLR029,CUST17707,2025-03-21,3,1,2025,537979,33,34149,1,1,Swift,AT
SAL000680,VIN0000681,DLR011,CUST08359,2025-07-19,7,1,2025,887515,63,37362,1,0,Alto,AT
SAL000681,VIN0000682,DLR027,CUST06228,2025-08-09,8,1,2025,1220330,56,42233,0,0,Swift,Sigma
SAL000682,VIN0000683,DLR028,CUST01777,2025-04-18,4,1,2025,1001872,50,27239,0,0,Alto,AT
SAL000683,VIN0000684,DLR007,CUST11346,2025-02-08,2,1,2025,1183704,45,10617,0,0,Brezza,Delta
SAL000684,VIN0000685,DLR020,CUST22353,2025-01-11,1,1,2025,672838,75,29623,1,0,Alto,Sigma
SAL000685,VIN0000686,DLR003,CUST14974,2025-07-25,7,1,2025,1349564,44,18826,0,0,Brezza,AT
SAL000686,VIN0000687,DLR012,CUST20253,2025-05-23,5,1,2025,1487905,42,34888,0,1,Swift,MT
SAL000687,VIN0000688,DLR015,CUST02048,2025-02-14,2,1,2025,1171825,65,19442,1,0,Alto,Alpha
SAL000688,VIN0000689,DLR027,CUST04678,2025-08-17,8,1,2025,512815,8,27655,1,0,Brezza,ZXI
SAL000689,VIN0000690,DLR026,CUST23160,2025-09-17,9,1,2025,973195,37,11145,0,0,Swift,Alpha
SAL000690,VIN0000691,DLR001,CUST24956,2025-07-14,7,1,2025,970705,11,10344,1,0,Brezza,Alpha
SAL000691,VIN0000692,DLR003,CUST04471,2025-12-23,12,1,2025,945837,14,33874,1,0,Grand Vitara,AT
SAL000692,VIN0000693,DLR019,CUST18420,2025-02-08,2,1,2025,1263543,44,17848,1,0,Brezza,Sigma
SAL000693,VIN0000694,DLR005,CUST16269,2025-03-28,3,1,2025,571888,9,42690,0,1,Brezza,MT
SAL000694,VIN0000695,DLR030,CUST09076,2025-12-14,12,1,2025,996947,55,29595,0,0,Baleno,Alpha
SAL000695,VIN0000696,DLR005,CUST03461,2025-11-02,11,1,2025,1042880,25,42482,1,0,Brezza,LXI
SAL000696,VIN0000697,DLR001,CUST21744,2025-09-12,9,1,2025,1064328,45,29810,1,1,Dzire,Sigma
SAL000697,VIN0000698,DLR011,CUST12022,2025-08-14,8,1,2025,724536,53,7775,1,0,Swift,ZXI
SAL000698,VIN0000699,DLR008,CUST07401,2025-05-03,5,1,2025,738105,75,5580,0,1,Alto,VXI
SAL000699,VIN0000700,DLR019,CUST19677,2025-04-15,4,1,2025,1193148,37,8150,1,0,Grand Vitara,Alpha
SAL000700,VIN0000701,DLR028,CUST08737,2025-11-09,11,1,2025,1277916,45,40639,0,0,Brezza,Delta
SAL000701,VIN0000702,DLR015,CUST19571,2025-04-24,4,1,2025,790903,57,6010,0,1,Baleno,LXI
SAL000702,VIN0000703,DLR028,CUST04775,2025-02-27,2,1,2025,1270927,29,8817,0,1,Brezza,Sigma
SAL000703,VIN0000704,DLR023,CUST11056,2025-01-20,1,1,2025,1460973,57,32243,1,1,Ignis,MT
SAL000704,VIN0000705,DLR019,CUST16333,2025-05-07,5,1,2025,503379,52,27965,1,0,Dzire,Delta
SAL000705,VIN0000706,DLR011,CUST02288,2025-06-08,6,1,2025,1053231,43,24399,0,0,Swift,Alpha
SAL000706,VIN0000707,DLR005,CUST01414,2025-03-13,3,1,2025,682428,45,33330,1,0,Baleno,Alpha
SAL000707,VIN0000708,DLR023,CUST19165,2025-10-21,10,1,2025,798243,30,30005,0,0,Swift,MT
SAL000708,VIN0000709,DLR006,CUST13977,2025-05-04,5,1,2025,1164479,5,41233,1,1,Brezza,Sigma
SAL000709,VIN0000710,DLR023,CUST23284,2025-07-06,7,1,2025,1021084,25,29130,1,1,Swift,MT
SAL000710,VIN0000711,DLR017,CUST02743,2025-05-28,5,1,2025,704096,38,35808,1,1,Baleno,Alpha
SAL000711,VIN0000712,DLR012,CUST10919,2025-05-09,5,1,2025,1155468,39,31312,0,0,Baleno,LXI
SAL000712,VIN0000713,DLR008,CUST20866,2025-10-18,10,1,2025,1161286,28,15446,1,1,Ertiga,Sigma
SAL000713,VIN0000714,DLR025,CUST22219,2025-05-10,5,1,2025,961588,39,12336,1,0,Baleno,MT
SAL000714,VIN0000715,DLR019,CUST05997,2025-03-27,3,1,2025,1155454,76,5630,1,1,Celerio,Delta
SAL000715,VIN0000716,DLR017,CUST02450,2025-08-23,8,1,2025,1029989,20,35153,0,1,Ertiga,Delta
SAL000716,VIN0000717,DLR010,CUST11264,2025-10-23,10,1,2025,1454312,40,6830,1,0,Alto,VXI
SAL000717,VIN0000718,DLR006,CUST24471,2025-01-05,1,1,2025,673005,38,44016,1,0,Swift,Alpha
SAL000718,VIN0000719,DLR030,CUST01269,2025-06-19,6,1,2025,533336,27,38097,1,0,Swift,AGS
SAL000719,VIN0000720,DLR017,CUST21221,2025-07-09,7,1,2025,1030385,31,38608,1,1,Grand Vitara,VXI
SAL000720,VIN0000721,DLR007,CUST09272,2025-09-17,9,1,2025,704104,36,43459,1,0,Ertiga,VXI
SAL000721,VIN0000722,DLR029,CUST10536,2025-12-24,12,1,2025,925886,48,13412,1,0,Dzire,AGS
SAL000722,VIN0000723,DLR008,CUST00475,2025-02-21,2,1,2025,630671,33,44575,1,0,Grand Vitara,Alpha
SAL000723,VIN0000724,DLR021,CUST22952,2025-02-03,2,1,2025,1442364,71,40551,1,0,Alto,LXI
SAL000724,VIN0000725,DLR030,CUST13420,2025-07-19,7,1,2025,1258031,54,5144,1,1,Celerio,VXI
SAL000725,VIN0000726,DLR006,CUST22900,2025-02-05,2,1,2025,1368537,48,13616,0,0,Ertiga,Alpha
SAL000726,VIN0000727,DLR027,CUST22116,2025-10-06,10,1,2025,604212,63,12239,1,0,Ertiga,MT
SAL000727,VIN0000728,DLR016,CUST16493,2025-03-07,3,1,2025,1105692,9,22464,1,0,Brezza,Delta
SAL000728,VIN0000729,DLR028,CUST09887,2025-04-24,4,1,2025,1077091,75,38066,0,0,Alto,MT
SAL000729,VIN0000730,DLR006,CUST10525,2025-05-19,5,1,2025,594311,33,22265,0,0,Brezza,Sigma
SAL000730,VIN0000731,DLR010,CUST14919,2025-08-07,8,1,2025,1078777,42,44108,0,1,Baleno,VXI
SAL000731,VIN0000732,DLR006,CUST18472,2025-01-09,1,1,2025,1200897,38,5104,1,0,Baleno,ZXI
SAL000732,VIN0000733,DLR015,CUST04192,2025-06-20,6,1,2025,1387247,70,12976,0,0,Swift,Delta
SAL000733,VIN0000734,DLR025,CUST20074,2025-08-13,8,1,2025,1057883,59,23437,1,0,Alto,MT
SAL000734,VIN0000735,DLR009,CUST23214,2025-05-20,5,1,2025,1361786,57,13892,1,0,Swift,Sigma
SAL000735,VIN0000736,DLR013,CUST10859,2025-10-03,10,1,2025,1008258,5,29968,1,1,Brezza,MT
SAL000736,VIN0000737,DLR001,CUST07660,2025-01-28,1,1,2025,689537,57,12852,1,1,Swift,VXI
SAL000737,VIN0000738,DLR001,CUST24008,2025-09-01,9,1,2025,883086,52,42990,0,0,Baleno,AGS
SAL000738,VIN0000739,DLR011,CUST03460,2025-04-11,4,1,2025,839745,56,38031,0,1,Swift,Delta
SAL000739,VIN0000740,DLR014,CUST05710,2025-05-24,5,1,2025,867706,51,34233,0,0,Swift,AGS
SAL000740,VIN0000741,DLR018,CUST00690,2025-12-03,12,1,2025,853250,43,12678,1,1,Alto,AGS
SAL000741,VIN0000742,DLR020,CUST02524,2025-11-09,11,1,2025,861021,50,24768,1,1,Baleno,ZXI
SAL000742,VIN0000743,DLR020,CUST15639,2025-12-16,12,1,2025,1173433,45,19651,1,0,Swift,ZXI
SAL000743,VIN0000744,DLR003,CUST05680,2025-01-24,1,1,2025,632298,42,20548,0,1,Swift,VXI
SAL000744,VIN0000745,DLR008,CUST04082,2025-02-18,2,1,2025,1452851,29,6122,1,1,Brezza,Alpha
SAL000745,VIN0000746,DLR013,CUST22689,2025-02-16,2,1,2025,557599,30,40389,1,0,Ertiga,ZXI
SAL000746,VIN0000747,DLR018,CUST23747,2025-01-18,1,1,2025,631533,66,37651,1,1,Alto,Alpha
SAL000747,VIN0000748,DLR001,CUST21877,2025-09-27,9,1,2025,1357943,38,23010,1,0,Brezza,VXI
SAL000748,VIN0000749,DLR018,CUST02672,2025-05-13,5,1,2025,830718,43,27367,1,0,Brezza,Sigma
SAL000749,VIN0000750,DLR003,CUST00789,2025-01-18,1,1,2025,955316,5,10861,0,0,Brezza,Alpha
SAL000750,VIN0000751,DLR025,CUST15781,2025-04-14,4,1,2025,674603,6,27480,1,0,Brezza,Sigma
SAL000751,VIN0000752,DLR029,CUST06898,2025-03-26,3,1,2025,1282750,20,17707,0,1,Baleno,Sigma
SAL000752,VIN0000753,DLR009,CUST09854,2025-09-13,9,1,2025,1490836,63,21084,0,0,Swift,Delta
SAL000753,VIN0000754,DLR027,CUST08253,2025-08-21,8,1,2025,1408594,53,19525,1,0,Baleno,AGS
SAL000754,VIN0000755,DLR005,CUST23954,2025-06-08,6,1,2025,1295817,46,6069,0,0,Swift,AT
SAL000755,VIN0000756,DLR009,CUST15032,2025-01-28,1,1,2025,594688,63,21743,0,0,Baleno,Sigma
SAL000756,VIN0000757,DLR028,CUST01202,2025-02-09,2,1,2025,815740,17,19707,1,1,Grand Vitara,VXI
SAL000757,VIN0000758,DLR001,CUST12792,2025-05-14,5,1,2025,1111950,31,33245,1,1,Dzire,MT
SAL000758,VIN0000759,DLR009,CUST18841,2025-03-24,3,1,2025,1029780,89,25750,1,0,Celerio,LXI
SAL000759,VIN0000760,DLR006,CUST05872,2025-06-01,6,1,2025,1289830,16,15362,0,0,Grand Vitara,Delta
SAL000760,VIN0000761,DLR006,CUST01206,2025-08-27,8,1,2025,1387689,35,37213,1,0,Dzire,Alpha
SAL000761,VIN0000762,DLR008,CUST12599,2025-08-23,8,1,2025,526366,46,6298,0,0,Swift,Alpha
SAL000762,VIN0000763,DLR020,CUST04326,2025-07-23,7,1,2025,608629,36,14595,1,0,Swift,VXI
SAL000763,VIN0000764,DLR012,CUST11937,2025-07-02,7,1,2025,1202396,31,24563,0,1,Baleno,ZXI
SAL000764,VIN0000765,DLR020,CUST12440,2025-01-14,1,1,2025,1276747,22,22332,1,1,Ignis,Sigma
SAL000765,VIN0000766,DLR004,CUST24782,2025-10-15,10,1,2025,622590,39,12792,1,0,Brezza,LXI
SAL000766,VIN0000767,DLR007,CUST19251,2025-06-27,6,1,2025,1476196,63,44583,1,1,Swift,Alpha
SAL000767,VIN0000768,DLR006,CUST09658,2025-06-15,6,1,2025,1060468,28,28024,1,0,Dzire,AT
SAL000768,VIN0000769,DLR011,CUST12893,2025-11-27,11,1,2025,1455538,42,33420,1,0,Brezza,Delta
SAL000769,VIN0000770,DLR005,CUST04557,2025-06-05,6,1,2025,777589,42,38368,1,0,Swift,MT
SAL000770,VIN0000771,DLR028,CUST24625,2025-05-05,5,1,2025,756682,22,33675,1,0,Brezza,Sigma
SAL000771,VIN0000772,DLR021,CUST14449,2025-07-25,7,1,2025,1063900,80,21978,1,0,Celerio,AGS
SAL000772,VIN0000773,DLR026,CUST02881,2025-04-15,4,1,2025,928642,17,34867,1,0,Brezza,AT
SAL000773,VIN0000774,DLR002,CUST08891,2025-07-06,7,1,2025,1335497,28,15616,1,0,Brezza,Delta
SAL000774,VIN0000775,DLR007,CUST16592,2025-07-03,7,1,2025,674656,48,30605,0,0,Alto,AT
SAL000775,VIN0000776,DLR008,CUST09785,2025-10-28,10,1,2025,1235321,25,31601,1,0,Ertiga,Delta
SAL000776,VIN0000777,DLR030,CUST16493,2025-10-01,10,1,2025,792232,12,42233,1,1,Brezza,ZXI
SAL000777,VIN0000778,DLR028,CUST20068,2025-02-26,2,1,2025,864615,42,19637,1,0,Brezza,MT
SAL000778,VIN0000779,DLR006,CUST07700,2025-02-22,2,1,2025,1365359,26,22529,1,0,Ertiga,Sigma
SAL000779,VIN0000780,DLR026,CUST11923,2025-05-28,5,1,2025,655689,53,24409,0,1,Baleno,MT
SAL000780,VIN0000781,DLR012,CUST12421,2025-10-12,10,1,2025,663718,24,25823,1,1,Grand Vitara,ZXI
SAL000781,VIN0000782,DLR002,CUST16488,2025-04-02,4,1,2025,680835,58,14695,0,0,Ertiga,MT
SAL000782,VIN0000783,DLR018,CUST05329,2025-02-10,2,1,2025,1314533,26,5659,0,0,Grand Vitara,AT
SAL000783,VIN0000784,DLR030,CUST02910,2025-07-06,7,1,2025,1093697,65,9649,0,0,Ertiga,MT
SAL000784,VIN0000785,DLR013,CUST21279,2025-07-24,7,1,2025,1427802,38,14715,1,0,Grand Vitara,AGS
SAL000785,VIN0000786,DLR021,CUST24304,2025-12-07,12,1,2025,1210534,50,40993,0,1,Dzire,Sigma
SAL000786,VIN0000787,DLR013,CUST15193,2025-10-08,10,1,2025,1267998,57,8506,1,1,Dzire,VXI
SAL000787,VIN0000788,DLR022,CUST02939,2025-02-14,2,1,2025,809157,46,20186,0,0,Ignis,Sigma
SAL000788,VIN0000789,DLR016,CUST11952,2025-07-20,7,1,2025,1429872,31,34897,1,0,Swift,Delta
SAL000789,VIN0000790,DLR001,CUST10214,2025-06-24,6,1,2025,1386808,50,38070,1,0,Ertiga,VXI
SAL000790,VIN0000791,DLR020,CUST15894,2025-06-02,6,1,2025,646360,37,44325,1,0,Swift,ZXI
SAL000791,VIN0000792,DLR029,CUST01033,2025-03-24,3,1,2025,1017630,26,19914,1,1,Swift,AT
SAL000792,VIN0000793,DLR014,CUST02654,2025-09-13,9,1,2025,813208,29,23120,1,0,Brezza,AT
SAL000793,VIN0000794,DLR003,CUST12783,2025-07-11,7,1,2025,1265176,21,30924,0,0,Grand Vitara,MT
SAL000794,VIN0000795,DLR025,CUST00798,2025-09-17,9,1,2025,1442803,76,18262,0,0,Celerio,LXI
SAL000795,VIN0000796,DLR013,CUST08849,2025-02-04,2,1,2025,661231,52,23499,1,1,Alto,VXI
SAL000796,VIN0000797,DLR001,CUST07198,2025-09-05,9,1,2025,1152125,43,41016,1,1,Ertiga,MT
SAL000797,VIN0000798,DLR004,CUST01259,2025-05-01,5,1,2025,899752,15,11246,1,1,Brezza,Delta
SAL000798,VIN0000799,DLR014,CUST13437,2025-08-08,8,1,2025,552580,56,28095,1,0,Baleno,AT
SAL000799,VIN0000800,DLR019,CUST04655,2025-03-15,3,1,2025,1006182,49,25817,0,1,Swift,ZXI
SAL000800,VIN0000801,DLR018,CUST07794,2025-07-14,7,1,2025,1261984,25,27447,0,0,Brezza,AGS
SAL000801,VIN0000802,DLR009,CUST08919,2025-10-23,10,1,2025,963767,54,43541,1,0,Ignis,Alpha
SAL000802,VIN0000803,DLR007,CUST09480,2025-01-17,1,1,2025,1378097,72,8375,1,0,Celerio,ZXI
SAL000803,VIN0000804,DLR025,CUST11666,2025-06-08,6,1,2025,587786,27,21003,1,0,Ertiga,VXI
SAL000804,VIN0000805,DLR018,CUST09690,2025-05-06,5,1,2025,1170448,44,27827,1,0,Brezza,ZXI
SAL000805,VIN0000806,DLR016,CUST14922,2025-03-20,3,1,2025,820636,35,8835,1,0,Brezza,MT
