Demand_ID,Date,Year,Month,Day,Day_of_Week,Week_of_Year,Dealer_ID,Dealer_Name,Zone,Warehouse_ID,Part_Number,Description,Inventory_Level,Category_Group,Unit_Of_Measurement,Vehicle_Model,Variant_ID,Fuel_Type,Promotion_Flag,Recall_Flag,New_Vehicle_Flag,Demand_Qty,On_Hand_Qty,Reorder_Point,Min_Order_Qty,SOQ_Suggested_Qty,Manager_Modified_Qty,Fulfillment_Status,Unit_Price,Sales_Value,Stockout_Flag
DMD02642,2025-05-14,2025,5,14,2,1,DLR_029,Maruti Point 29,Unassigned,WH001,PRT_0053,MGP Fuel Pump Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,26,11,5,10,10,Fulfilled,4200,4200,0
DMD02643,2025-06-24,2025,6,24,1,1,DLR_026,Maruti Point 26,Unassigned,WH001,PRT_0078,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,11,49,15,5,10,10,Fulfilled,600,1200,0
DMD02644,2025-10-16,2025,10,16,3,1,DLR_002,Vitesse Motors,West,WH001,PRT_0028,MGP Oil Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,19,12,5,10,10,Fulfilled,320,960,0
DMD02645,2025-04-07,2025,4,7,0,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0035,MGP Fuel Pump Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,18,9,12,5,10,10,Fulfilled,4200,4200,1
DMD02646,2025-10-26,2025,10,26,6,1,DLR_027,Maruti Point 27,Unassigned,WH001,PRT_0075,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,19,28,26,5,10,10,Fulfilled,4500,18000,0
DMD02647,2025-01-24,2025,1,24,4,1,DLR_023,Maruti Point 23,Unassigned,WH001,PRT_0003,MGP Wiper Blades Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,17,65,40,5,10,10,Fulfilled,600,1800,0
DMD02648,2025-07-12,2025,7,12,5,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0068,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,6,38,29,5,10,10,Fulfilled,600,1800,0
DMD02649,2025-08-13,2025,8,13,2,1,DLR_006,Bimal Auto,South,WH001,PRT_0060,MGP Oil Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,12,60,39,5,10,10,Fulfilled,320,1280,0
DMD02650,2025-05-10,2025,5,10,5,1,DLR_027,Maruti Point 27,Unassigned,WH001,PRT_0099,MGP Clutch Plate Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,16,58,47,5,10,10,Fulfilled,3200,12800,0
DMD02651,2025-02-20,2025,2,20,3,1,DLR_011,Maruti Point 11,Unassigned,WH001,PRT_0003,MGP Wiper Blades Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,41,33,5,10,10,Fulfilled,600,2400,0
DMD02652,2025-05-05,2025,5,5,0,1,DLR_010,Machino Techno,East,WH001,PRT_0079,MGP Thermostat Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,14,26,21,5,10,10,Fulfilled,1200,4800,0
DMD02653,2025-06-06,2025,6,6,4,1,DLR_002,Vitesse Motors,West,WH001,PRT_0079,MGP Thermostat Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,20,33,16,5,10,10,Fulfilled,1200,6000,0
DMD02654,2025-12-10,2025,12,10,2,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0010,MGP Timing Belt Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,8,57,11,5,10,10,Fulfilled,1500,4500,0
DMD02655,2025-08-20,2025,8,20,2,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0064,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,2,37,21,5,10,10,Fulfilled,850,2550,0
DMD02656,2025-09-13,2025,9,13,5,1,DLR_019,Maruti Point 19,Unassigned,WH001,PRT_0032,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,5,47,23,5,10,10,Fulfilled,450,900,0
DMD02657,2025-06-21,2025,6,21,5,1,DLR_003,Popular Maruti,South,WH001,PRT_0063,MGP Radiator Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,15,69,23,5,10,10,Fulfilled,6500,13000,0
DMD02658,2025-08-15,2025,8,15,4,1,DLR_021,Maruti Point 21,Unassigned,WH001,PRT_0039,MGP Alternator Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,14,26,23,5,10,10,Fulfilled,5600,16800,0
DMD02659,2025-09-05,2025,9,5,4,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0046,MGP Oil Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,10,59,37,5,10,10,Fulfilled,320,1280,0
DMD02660,2025-10-03,2025,10,3,4,1,DLR_028,Maruti Point 28,Unassigned,WH001,PRT_0080,MGP Thermostat Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,19,85,50,5,10,10,Fulfilled,1200,4800,0
DMD02661,2025-01-21,2025,1,21,1,1,DLR_008,Mandovi Motors,South,WH001,PRT_0082,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,17,89,41,5,10,10,Fulfilled,450,1350,0
DMD02662,2025-05-22,2025,5,22,3,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0014,MGP Alternator Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,5,69,29,5,10,10,Fulfilled,5600,28000,0
DMD02663,2025-04-14,2025,4,14,0,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0091,MGP Spark Plug Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,20,43,36,5,10,10,Fulfilled,250,250,0
DMD02664,2025-01-11,2025,1,11,5,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0041,MGP Spark Plug Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,12,61,16,5,10,10,Fulfilled,250,750,0
DMD02665,2025-01-16,2025,1,16,3,1,DLR_012,Maruti Point 12,Unassigned,WH001,PRT_0013,MGP Oil Filter Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,18,88,48,5,10,10,Fulfilled,320,320,0
DMD02666,2025-07-26,2025,7,26,5,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0067,MGP Wiper Blades Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,3,40,34,5,10,10,Fulfilled,600,1800,0
DMD02667,2025-10-01,2025,10,1,2,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0068,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,17,11,14,5,10,10,Fulfilled,600,2400,1
DMD02668,2025-10-15,2025,10,15,2,1,DLR_027,Maruti Point 27,Unassigned,WH001,PRT_0017,MGP Radiator Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,6,61,15,5,10,10,Fulfilled,6500,26000,0
DMD02669,2025-11-04,2025,11,4,1,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0028,MGP Oil Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,9,45,35,5,10,10,Fulfilled,320,640,0
DMD02670,2025-01-12,2025,1,12,6,1,DLR_002,Vitesse Motors,West,WH001,PRT_0050,MGP Alternator Type 4,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,4,63,14,5,10,10,Fulfilled,5600,22400,0
DMD02671,2025-08-14,2025,8,14,3,1,DLR_020,Maruti Point 20,Unassigned,WH001,PRT_0099,MGP Clutch Plate Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,8,48,31,5,10,10,Fulfilled,3200,9600,0
DMD02672,2025-07-18,2025,7,18,4,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0020,MGP Cabin Air Filter Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,10,52,14,5,10,10,Fulfilled,550,2200,0
DMD02673,2025-12-01,2025,12,1,0,1,DLR_003,Popular Maruti,South,WH001,PRT_0075,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,36,25,5,10,10,Fulfilled,4500,4500,0
DMD02674,2025-08-26,2025,8,26,1,1,DLR_002,Vitesse Motors,West,WH001,PRT_0090,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,12,59,31,5,10,10,Fulfilled,250,1250,0
DMD02675,2025-02-06,2025,2,6,3,1,DLR_027,Maruti Point 27,Unassigned,WH001,PRT_0018,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,10,24,12,5,10,10,Fulfilled,4200,21000,0
DMD02676,2025-11-02,2025,11,2,6,1,DLR_020,Maruti Point 20,Unassigned,WH001,PRT_0073,MGP Oil Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,3,39,26,5,10,10,Fulfilled,320,1280,0
DMD02677,2025-02-24,2025,2,24,0,1,DLR_005,Sai Service,West,WH001,PRT_0100,MGP Thermostat Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,13,26,27,5,10,10,Fulfilled,1200,2400,1
DMD02678,2025-02-17,2025,2,17,0,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0009,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,3,40,39,5,10,10,Fulfilled,4200,21000,0
DMD02679,2025-09-28,2025,9,28,6,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0064,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,11,54,11,5,10,10,Fulfilled,850,2550,0
DMD02680,2025-06-20,2025,6,20,4,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0038,MGP Air Filter Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,8,51,45,5,10,10,Fulfilled,450,450,0
DMD02681,2025-05-15,2025,5,15,3,1,DLR_005,Sai Service,West,WH001,PRT_0046,MGP Oil Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,16,37,46,5,10,10,Fulfilled,320,640,1
DMD02682,2025-04-12,2025,4,12,5,1,DLR_009,Chowgule Industries,West,WH001,PRT_0014,MGP Alternator Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,9,32,11,5,10,10,Fulfilled,5600,5600,0
DMD02683,2025-05-25,2025,5,25,6,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0053,MGP Fuel Pump Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,18,58,17,5,10,10,Fulfilled,4200,16800,0
DMD02684,2025-11-19,2025,11,19,2,1,DLR_023,Maruti Point 23,Unassigned,WH001,PRT_0017,MGP Radiator Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,4,71,36,5,10,10,Fulfilled,6500,13000,0
DMD02685,2025-06-08,2025,6,8,6,1,DLR_003,Popular Maruti,South,WH001,PRT_0038,MGP Air Filter Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,63,28,5,10,10,Fulfilled,450,1800,0
DMD02686,2025-01-27,2025,1,27,0,1,DLR_027,Maruti Point 27,Unassigned,WH001,PRT_0018,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,12,60,44,5,10,10,Fulfilled,4200,21000,0
DMD02687,2025-09-10,2025,9,10,2,1,DLR_009,Chowgule Industries,West,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,15,5,18,5,10,10,Fulfilled,250,1000,1
DMD02688,2025-01-05,2025,1,5,6,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0088,MGP Oil Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,6,13,5,10,10,Fulfilled,320,1280,1
DMD02689,2025-03-15,2025,3,15,5,1,DLR_005,Sai Service,West,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,9,44,28,5,10,10,Fulfilled,250,750,0
DMD02690,2025-12-26,2025,12,26,4,1,DLR_029,Maruti Point 29,Unassigned,WH001,PRT_0016,MGP Headlight Bulb Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,16,63,35,5,10,10,Fulfilled,850,2550,0
DMD02691,2025-02-24,2025,2,24,0,1,DLR_021,Maruti Point 21,Unassigned,WH001,PRT_0019,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,57,45,5,10,10,Fulfilled,600,2400,0
DMD02692,2025-05-10,2025,5,10,5,1,DLR_007,Kalyani Motors,South,WH001,PRT_0093,MGP Fuel Pump Type 4,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,1,47,41,5,10,10,Fulfilled,4200,21000,0
DMD02693,2025-06-15,2025,6,15,6,1,DLR_009,Chowgule Industries,West,WH001,PRT_0022,MGP Clutch Plate Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,6,49,32,5,10,10,Fulfilled,3200,6400,0
DMD02694,2025-06-07,2025,6,7,5,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0031,MGP Battery Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,5,75,46,5,10,10,Fulfilled,4500,13500,0
DMD02695,2025-09-20,2025,9,20,5,1,DLR_017,Maruti Point 17,Unassigned,WH001,PRT_0054,MGP Wiper Blades Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,6,32,22,5,10,10,Fulfilled,600,1800,0
DMD02696,2025-04-11,2025,4,11,4,1,DLR_028,Maruti Point 28,Unassigned,WH001,PRT_0100,MGP Thermostat Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,15,14,21,5,10,10,Fulfilled,1200,3600,1
DMD02697,2025-11-19,2025,11,19,2,1,DLR_021,Maruti Point 21,Unassigned,WH001,PRT_0051,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,9,16,24,5,10,10,Fulfilled,450,1800,1
DMD02698,2025-04-16,2025,4,16,2,1,DLR_028,Maruti Point 28,Unassigned,WH001,PRT_0015,MGP Timing Belt Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,16,64,31,5,10,10,Fulfilled,1500,6000,0
DMD02699,2025-03-06,2025,3,6,3,1,DLR_024,Maruti Point 24,Unassigned,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,6,58,15,5,10,10,Fulfilled,250,250,0
DMD02700,2025-05-01,2025,5,1,3,1,DLR_002,Vitesse Motors,West,WH001,PRT_0094,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,9,65,23,5,10,10,Fulfilled,1200,2400,0
DMD02701,2025-04-08,2025,4,8,1,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0007,MGP Clutch Plate Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,7,74,44,5,10,10,Fulfilled,3200,16000,0
DMD02702,2025-04-12,2025,4,12,5,1,DLR_010,Machino Techno,East,WH001,PRT_0048,MGP Cabin Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,4,21,13,5,10,10,Fulfilled,550,1650,0
DMD02703,2025-07-08,2025,7,8,1,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0094,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,14,59,35,5,10,10,Fulfilled,1200,6000,0
DMD02704,2025-04-14,2025,4,14,0,1,DLR_009,Chowgule Industries,West,WH001,PRT_0082,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,20,66,42,5,10,10,Fulfilled,450,1350,0
DMD02705,2025-10-19,2025,10,19,6,1,DLR_020,Maruti Point 20,Unassigned,WH001,PRT_0010,MGP Timing Belt Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,4,74,30,5,10,10,Fulfilled,1500,3000,0
DMD02706,2025-05-10,2025,5,10,5,1,DLR_023,Maruti Point 23,Unassigned,WH001,PRT_0083,MGP Radiator Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,6,45,30,5,10,10,Fulfilled,6500,32500,0
DMD02707,2025-08-07,2025,8,7,3,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0064,MGP Headlight Bulb Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,10,67,30,5,10,10,Fulfilled,850,1700,0
DMD02708,2025-02-17,2025,2,17,0,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0027,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,13,85,43,5,10,10,Fulfilled,6500,6500,0
DMD02709,2025-07-08,2025,7,8,1,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0054,MGP Wiper Blades Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,17,40,29,5,10,10,Fulfilled,600,600,0
DMD02710,2025-02-11,2025,2,11,1,1,DLR_020,Maruti Point 20,Unassigned,WH001,PRT_0011,MGP Air Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,17,41,17,5,10,10,Fulfilled,450,900,0
DMD02711,2025-08-15,2025,8,15,4,1,DLR_010,Machino Techno,East,WH001,PRT_0078,MGP Wiper Blades Type 1,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,19,16,32,5,10,10,Fulfilled,600,600,1
DMD02712,2025-11-09,2025,11,9,6,1,DLR_003,Popular Maruti,South,WH001,PRT_0087,MGP Battery Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,9,60,37,5,10,10,Fulfilled,4500,18000,0
DMD02713,2025-02-06,2025,2,6,3,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0046,MGP Oil Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,9,67,37,5,10,10,Fulfilled,320,1600,0
DMD02714,2025-08-12,2025,8,12,1,1,DLR_029,Maruti Point 29,Unassigned,WH001,PRT_0003,MGP Wiper Blades Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,7,38,32,5,10,10,Fulfilled,600,3000,0
DMD02715,2025-06-14,2025,6,14,5,1,DLR_008,Mandovi Motors,South,WH001,PRT_0034,MGP Shock Absorber Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,8,59,46,5,10,10,Fulfilled,2800,8400,0
DMD02716,2025-06-14,2025,6,14,5,1,DLR_022,Maruti Point 22,Unassigned,WH001,PRT_0077,MGP Wiper Blades Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,18,37,16,5,10,10,Fulfilled,600,1200,0
DMD02717,2025-04-28,2025,4,28,0,1,DLR_005,Sai Service,West,WH001,PRT_0091,MGP Spark Plug Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,13,15,29,5,10,10,Fulfilled,250,250,1
DMD02718,2025-07-15,2025,7,15,1,1,DLR_011,Maruti Point 11,Unassigned,WH001,PRT_0073,MGP Oil Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,75,33,5,10,10,Fulfilled,320,320,0
DMD02719,2025-10-18,2025,10,18,5,1,DLR_006,Bimal Auto,South,WH001,PRT_0035,MGP Fuel Pump Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,10,73,24,5,10,10,Fulfilled,4200,12600,0
DMD02720,2025-07-16,2025,7,16,2,1,DLR_004,Varun Motors,South,WH001,PRT_0040,MGP Cabin Air Filter Type 5,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,7,71,34,5,10,10,Fulfilled,550,2750,0
DMD02721,2025-06-22,2025,6,22,6,1,DLR_019,Maruti Point 19,Unassigned,WH001,PRT_0020,MGP Cabin Air Filter Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,10,55,49,5,10,10,Fulfilled,550,2750,0
DMD02722,2025-04-25,2025,4,25,4,1,DLR_008,Mandovi Motors,South,WH001,PRT_0061,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,2,59,20,5,10,10,Fulfilled,1200,6000,0
DMD02723,2025-02-25,2025,2,25,1,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0029,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,79,35,5,10,10,Fulfilled,1200,4800,0
DMD02724,2025-05-27,2025,5,27,1,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0089,MGP Cabin Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,14,71,38,5,10,10,Fulfilled,550,2750,0
DMD02725,2025-04-05,2025,4,5,5,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0058,MGP Spark Plug Type 2,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,3,8,14,5,10,10,Fulfilled,250,250,1
DMD02726,2025-05-09,2025,5,9,4,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0079,MGP Thermostat Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,13,54,45,5,10,10,Fulfilled,1200,6000,0
DMD02727,2025-02-17,2025,2,17,0,1,DLR_016,Maruti Point 16,Unassigned,WH001,PRT_0086,MGP Headlight Bulb Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,2,82,39,5,10,10,Fulfilled,850,850,0
DMD02728,2025-12-19,2025,12,19,4,1,DLR_011,Maruti Point 11,Unassigned,WH001,PRT_0030,MGP Alternator Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,1,56,39,5,10,10,Fulfilled,5600,16800,0
DMD02729,2025-02-19,2025,2,19,2,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0035,MGP Fuel Pump Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,10,37,47,5,10,10,Fulfilled,4200,21000,1
DMD02730,2025-06-22,2025,6,22,6,1,DLR_018,Maruti Point 18,Unassigned,WH001,PRT_0082,MGP Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,10,47,17,5,10,10,Fulfilled,450,900,0
DMD02731,2025-05-05,2025,5,5,0,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0011,MGP Air Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,1,57,38,5,10,10,Fulfilled,450,1350,0
DMD02732,2025-03-27,2025,3,27,3,1,DLR_012,Maruti Point 12,Unassigned,WH001,PRT_0011,MGP Air Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,19,63,31,5,10,10,Fulfilled,450,900,0
DMD02733,2025-01-18,2025,1,18,5,1,DLR_021,Maruti Point 21,Unassigned,WH001,PRT_0059,MGP Wiper Blades Type 4,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,15,47,25,5,10,10,Fulfilled,600,1800,0
DMD02734,2025-09-19,2025,9,19,4,1,DLR_008,Mandovi Motors,South,WH001,PRT_0012,MGP Radiator Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,10,13,12,5,10,10,Fulfilled,6500,32500,0
DMD02735,2025-05-13,2025,5,13,1,1,DLR_030,Maruti Point 30,Unassigned,WH001,PRT_0023,MGP Cabin Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,18,4,17,5,10,10,Fulfilled,550,1650,1
DMD02736,2025-11-19,2025,11,19,2,1,DLR_009,Chowgule Industries,West,WH001,PRT_0086,MGP Headlight Bulb Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,6,79,50,5,10,10,Fulfilled,850,3400,0
DMD02737,2025-02-21,2025,2,21,4,1,DLR_025,Maruti Point 25,Unassigned,WH001,PRT_0030,MGP Alternator Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,1,46,42,5,10,10,Fulfilled,5600,28000,0
DMD02738,2025-08-27,2025,8,27,2,1,DLR_014,Maruti Point 14,Unassigned,WH001,PRT_0056,MGP Alternator Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,15,11,18,5,10,10,Fulfilled,5600,28000,1
DMD02739,2025-06-09,2025,6,9,0,1,DLR_001,Competent Automobiles,North,WH001,PRT_0028,MGP Oil Filter Type 2,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,5,51,34,5,10,10,Fulfilled,320,1600,0
DMD02740,2025-06-19,2025,6,19,3,1,DLR_006,Bimal Auto,South,WH001,PRT_0029,MGP Thermostat Type 1,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,61,27,5,10,10,Fulfilled,1200,4800,0
DMD02741,2025-11-03,2025,11,3,0,1,DLR_013,Maruti Point 13,Unassigned,WH001,PRT_0080,MGP Thermostat Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,54,36,5,10,10,Fulfilled,1200,3600,0
DMD02742,2025-02-05,2025,2,5,2,1,DLR_003,Popular Maruti,South,WH001,PRT_0023,MGP Cabin Air Filter Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,2,70,46,5,10,10,Fulfilled,550,1650,0
DMD02743,2025-04-25,2025,4,25,4,1,DLR_020,Maruti Point 20,Unassigned,WH001,PRT_0083,MGP Radiator Type 2,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,15,44,35,5,10,10,Fulfilled,6500,13000,0
DMD02744,2025-03-13,2025,3,13,3,1,DLR_008,Mandovi Motors,South,WH001,PRT_0043,MGP Spark Plug Type 1,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,3,47,23,5,10,10,Fulfilled,250,250,0
DMD02745,2025-09-16,2025,9,16,1,1,DLR_008,Mandovi Motors,South,WH001,PRT_0067,MGP Wiper Blades Type 3,Standard,Consumable,Each,Swift,VXI,Petrol,0,0,0,4,15,30,5,10,10,Fulfilled,600,2400,1
DMD02746,2025-09-09,2025,9,9,1,1,DLR_006,Bimal Auto,South,WH001,PRT_0080,MGP Thermostat Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,17,52,33,5,10,10,Fulfilled,1200,4800,0
DMD02747,2025-01-19,2025,1,19,6,1,DLR_002,Vitesse Motors,West,WH001,PRT_0095,MGP Radiator Type 5,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,9,43,36,5,10,10,Fulfilled,6500,26000,0
DMD02748,2025-05-17,2025,5,17,5,1,DLR_019,Maruti Point 19,Unassigned,WH001,PRT_0079,MGP Thermostat Type 3,Standard,Mechanical,Each,Swift,VXI,Petrol,0,0,0,12,82,42,5,10,10,Fulfilled,1200,4800,0
DMD02749,2025-02-14,2025,2,14,4,1,DLR_024,Maruti Point 24,Unassigned,WH001,PRT_0006,MGP Battery Type 5,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,18,63,42,5,10,10,Fulfilled,4500,18000,0
DMD02750,2025-09-20,2025,9,20,5,1,DLR_015,Maruti Point 15,Unassigned,WH001,PRT_0057,MGP Alternator Type 3,Standard,Electrical,Each,Swift,VXI,Petrol,0,0,0,20,37,18,5,10,10,Fulfilled,5600,22400,0
