Date,Dealer_ID,Inventory_Level,Total_Demand_Qty,Avg_Unit_Price,Total_Sales_Value,Stockout_Count
2025-01-18,DLR_005,Standard,285,1200,342000,3
2025-01-18,DLR_006,Standard,106,1200,127200,2
2025-01-18,DLR_007,Standard,199,1200,238800,0
2025-01-18,DLR_008,Standard,269,1200,322800,2
2025-01-18,DLR_009,Standard,58,1200,69600,1
2025-01-18,DLR_010,Standard,70,1200,84000,2
2025-01-18,DLR_011,Standard,256,1200,307200,1
2025-01-18,DLR_012,Standard,279,1200,334800,1
2025-01-18,DLR_013,Standard,122,1200,146400,1
2025-01-18,DLR_014,Standard,203,1200,243600,3
2025-01-18,DLR_015,Standard,246,1200,295200,3
2025-01-18,DLR_016,Standard,232,1200,278400,2
2025-01-18,DLR_017,Standard,161,1200,193200,1
2025-01-18,DLR_018,Standard,187,1200,224400,2
2025-01-18,DLR_019,Standard,158,1200,189600,0
2025-01-18,DLR_020,Standard,138,1200,165600,3
2025-01-18,DLR_021,Standard,240,1200,288000,3
2025-01-18,DLR_022,Standard,302,1200,362400,3
2025-01-18,DLR_023,Standard,176,1200,211200,1
2025-01-18,DLR_024,Standard,287,1200,344400,3
2025-01-18,DLR_025,Standard,44,1200,52800,3
2025-01-18,DLR_026,Standard,93,1200,111600,1
2025-01-18,DLR_027,Standard,56,1200,67200,2
2025-01-18,DLR_028,Standard,196,1200,235200,0
2025-01-18,DLR_029,Standard,267,1200,320400,3
2025-01-18,DLR_030,Standard,121,1200,145200,3
2025-01-19,DLR_001,Standard,168,1200,201600,3
2025-01-19,DLR_002,Standard,254,1200,304800,0
2025-01-19,DLR_003,Standard,66,1200,79200,3
2025-01-19,DLR_004,Standard,223,1200,267600,0
2025-01-19,DLR_005,Standard,53,1200,63600,1
2025-01-19,DLR_006,Standard,214,1200,256800,2
2025-01-19,DLR_007,Standard,224,1200,268800,1
2025-01-19,DLR_008,Standard,167,1200,200400,2
2025-01-19,DLR_009,Standard,313,1200,375600,3
2025-01-19,DLR_010,Standard,30,1200,36000,0
2025-01-19,DLR_011,Standard,209,1200,250800,0
2025-01-19,DLR_012,Standard,321,1200,385200,1
2025-01-19,DLR_013,Standard,173,1200,207600,0
2025-01-19,DLR_014,Standard,250,1200,300000,1
2025-01-19,DLR_015,Standard,71,1200,85200,2
2025-01-19,DLR_016,Standard,61,1200,73200,2
2025-01-19,DLR_017,Standard,82,1200,98400,1
2025-01-19,DLR_018,Standard,38,1200,45600,0
2025-01-19,DLR_019,Standard,318,1200,381600,2
2025-01-19,DLR_020,Standard,313,1200,375600,1
2025-01-19,DLR_021,Standard,120,1200,144000,3
2025-01-19,DLR_022,Standard,223,1200,267600,2
2025-01-19,DLR_023,Standard,44,1200,52800,3
2025-01-19,DLR_024,Standard,291,1200,349200,1
2025-01-19,DLR_025,Standard,59,1200,70800,3
2025-01-19,DLR_026,Standard,160,1200,192000,2
2025-01-19,DLR_027,Standard,132,1200,158400,2
2025-01-19,DLR_028,Standard,218,1200,261600,3
2025-01-19,DLR_029,Standard,296,1200,355200,2
2025-01-19,DLR_030,Standard,125,1200,150000,1
2025-01-20,DLR_001,Standard,77,1200,92400,0
2025-01-20,DLR_002,Standard,161,1200,193200,3
2025-01-20,DLR_003,Standard,291,1200,349200,0
2025-01-20,DLR_004,Standard,197,1200,236400,3
2025-01-20,DLR_005,Standard,282,1200,338400,3
2025-01-20,DLR_006,Standard,210,1200,252000,2
2025-01-20,DLR_007,Standard,278,1200,333600,0
2025-01-20,DLR_008,Standard,322,1200,386400,1
2025-01-20,DLR_009,Standard,213,1200,255600,1
2025-01-20,DLR_010,Standard,265,1200,318000,1
2025-01-20,DLR_011,Standard,308,1200,369600,0
2025-01-20,DLR_012,Standard,198,1200,237600,0
2025-01-20,DLR_013,Standard,55,1200,66000,0
2025-01-20,DLR_014,Standard,63,1200,75600,2
2025-01-20,DLR_015,Standard,81,1200,97200,1
2025-01-20,DLR_016,Standard,157,1200,188400,1
2025-01-20,DLR_017,Standard,185,1200,222000,3
2025-01-20,DLR_018,Standard,49,1200,58800,2
2025-01-20,DLR_019,Standard,64,1200,76800,1
2025-01-20,DLR_020,Standard,220,1200,264000,0
2025-01-20,DLR_021,Standard,140,1200,168000,1
2025-01-20,DLR_022,Standard,247,1200,296400,3
2025-01-20,DLR_023,Standard,138,1200,165600,1
2025-01-20,DLR_024,Standard,262,1200,314400,0
2025-01-20,DLR_025,Standard,25,1200,30000,3
2025-01-20,DLR_026,Standard,117,1200,140400,2
2025-01-20,DLR_027,Standard,74,1200,88800,3
2025-01-20,DLR_028,Standard,36,1200,43200,1
2025-01-20,DLR_029,Standard,271,1200,325200,2
2025-01-20,DLR_030,Standard,40,1200,48000,0
2025-01-21,DLR_001,Standard,156,1200,187200,0
2025-01-21,DLR_002,Standard,268,1200,321600,3
2025-01-21,DLR_003,Standard,257,1200,308400,1
2025-01-21,DLR_004,Standard,255,1200,306000,0
2025-01-21,DLR_005,Standard,45,1200,54000,0
2025-01-21,DLR_006,Standard,27,1200,32400,0
2025-01-21,DLR_007,Standard,244,1200,292800,3
2025-01-21,DLR_008,Standard,119,1200,142800,1
2025-01-21,DLR_009,Standard,101,1200,121200,0
2025-01-21,DLR_010,Standard,204,1200,244800,3
2025-01-21,DLR_011,Standard,252,1200,302400,2
2025-01-21,DLR_012,Standard,207,1200,248400,2
2025-01-21,DLR_013,Standard,177,1200,212400,1
2025-01-21,DLR_014,Standard,211,1200,253200,2
2025-01-21,DLR_015,Standard,134,1200,160800,3
2025-01-21,DLR_016,Standard,172,1200,206400,3
2025-01-21,DLR_017,Standard,155,1200,186000,1
2025-01-21,DLR_018,Standard,323,1200,387600,2
2025-01-21,DLR_019,Standard,312,1200,374400,2
2025-01-21,DLR_020,Standard,196,1200,235200,2
2025-01-21,DLR_021,Standard,124,1200,148800,0
2025-01-21,DLR_022,Standard,103,1200,123600,2
2025-01-21,DLR_023,Standard,190,1200,228000,1
2025-01-21,DLR_024,Standard,274,1200,328800,2
2025-01-21,DLR_025,Standard,205,1200,246000,2
2025-01-21,DLR_026,Standard,220,1200,264000,1
2025-01-21,DLR_027,Standard,252,1200,302400,1
2025-01-21,DLR_028,Standard,159,1200,190800,0
2025-01-21,DLR_029,Standard,237,1200,284400,0
2025-01-21,DLR_030,Standard,156,1200,187200,1
2025-01-22,DLR_001,Standard,32,1200,38400,3
2025-01-22,DLR_002,Standard,144,1200,172800,3
2025-01-22,DLR_003,Standard,211,1200,253200,2
2025-01-22,DLR_004,Standard,177,1200,212400,2
2025-01-22,DLR_005,Standard,272,1200,326400,0
2025-01-22,DLR_006,Standard,48,1200,57600,0
2025-01-22,DLR_007,Standard,292,1200,350400,3
2025-01-22,DLR_008,Standard,125,1200,150000,3
2025-01-22,DLR_009,Standard,320,1200,384000,1
2025-01-22,DLR_010,Standard,184,1200,220800,1
2025-01-22,DLR_011,Standard,70,1200,84000,1
2025-01-22,DLR_012,Standard,98,1200,117600,2
2025-01-22,DLR_013,Standard,112,1200,134400,3
2025-01-22,DLR_014,Standard,320,1200,384000,0
2025-01-22,DLR_015,Standard,228,1200,273600,0
2025-01-22,DLR_016,Standard,307,1200,368400,2
2025-01-22,DLR_017,Standard,25,1200,30000,0
2025-01-22,DLR_018,Standard,71,1200,85200,1
2025-01-22,DLR_019,Standard,90,1200,108000,0
2025-01-22,DLR_020,Standard,131,1200,157200,1
2025-01-22,DLR_021,Standard,246,1200,295200,2
2025-01-22,DLR_022,Standard,180,1200,216000,1
2025-01-22,DLR_023,Standard,307,1200,368400,2
2025-01-22,DLR_024,Standard,318,1200,381600,0
2025-01-22,DLR_025,Standard,275,1200,330000,0
2025-01-22,DLR_026,Standard,50,1200,60000,1
2025-01-22,DLR_027,Standard,153,1200,183600,3
2025-01-22,DLR_028,Standard,101,1200,121200,3
2025-01-22,DLR_029,Standard,154,1200,184800,0
2025-01-22,DLR_030,Standard,158,1200,189600,0
2025-01-23,DLR_001,Standard,246,1200,295200,1
2025-01-23,DLR_002,Standard,61,1200,73200,1
2025-01-23,DLR_003,Standard,110,1200,132000,3
2025-01-23,DLR_004,Standard,27,1200,32400,2
2025-01-23,DLR_005,Standard,145,1200,174000,3
2025-01-23,DLR_006,Standard,223,1200,267600,2
2025-01-23,DLR_007,Standard,231,1200,277200,2
2025-01-23,DLR_008,Standard,66,1200,79200,1
2025-01-23,DLR_009,Standard,127,1200,152400,1
2025-01-23,DLR_010,Standard,171,1200,205200,3
2025-01-23,DLR_011,Standard,64,1200,76800,1
2025-01-23,DLR_012,Standard,258,1200,309600,2
2025-01-23,DLR_013,Standard,153,1200,183600,2
2025-01-23,DLR_014,Standard,176,1200,211200,0
2025-01-23,DLR_015,Standard,146,1200,175200,2
2025-01-23,DLR_016,Standard,214,1200,256800,1
2025-01-23,DLR_017,Standard,119,1200,142800,1
2025-01-23,DLR_018,Standard,192,1200,230400,2
2025-01-23,DLR_019,Standard,45,1200,54000,1
2025-01-23,DLR_020,Standard,170,1200,204000,0
2025-01-23,DLR_021,Standard,257,1200,308400,2
2025-01-23,DLR_022,Standard,300,1200,360000,1
2025-01-23,DLR_023,Standard,79,1200,94800,2
2025-01-23,DLR_024,Standard,218,1200,261600,3
2025-01-23,DLR_025,Standard,271,1200,325200,1
2025-01-23,DLR_026,Standard,301,1200,361200,2
2025-01-23,DLR_027,Standard,139,1200,166800,2
2025-01-23,DLR_028,Standard,222,1200,266400,2
2025-01-23,DLR_029,Standard,253,1200,303600,3
2025-01-23,DLR_030,Standard,304,1200,364800,0
2025-01-24,DLR_001,Standard,135,1200,162000,3
2025-01-24,DLR_002,Standard,122,1200,146400,3
2025-01-24,DLR_003,Standard,207,1200,248400,2
2025-01-24,DLR_004,Standard,288,1200,345600,3
2025-01-24,DLR_005,Standard,213,1200,255600,0
2025-01-24,DLR_006,Standard,41,1200,49200,0
2025-01-24,DLR_007,Standard,142,1200,170400,3
2025-01-24,DLR_008,Standard,106,1200,127200,0
2025-01-24,DLR_009,Standard,283,1200,339600,1
2025-01-24,DLR_010,Standard,213,1200,255600,2
2025-01-24,DLR_011,Standard,68,1200,81600,3
2025-01-24,DLR_012,Standard,49,1200,58800,1
2025-01-24,DLR_013,Standard,213,1200,255600,1
2025-01-24,DLR_014,Standard,48,1200,57600,3
2025-01-24,DLR_015,Standard,79,1200,94800,2
2025-01-24,DLR_016,Standard,193,1200,231600,1
2025-01-24,DLR_017,Standard,42,1200,50400,2
2025-01-24,DLR_018,Standard,144,1200,172800,3
2025-01-24,DLR_019,Standard,313,1200,375600,0
2025-01-24,DLR_020,Standard,250,1200,300000,0
2025-01-24,DLR_021,Standard,89,1200,106800,1
2025-01-24,DLR_022,Standard,276,1200,331200,0
2025-01-24,DLR_023,Standard,124,1200,148800,3
2025-01-24,DLR_024,Standard,209,1200,250800,0
2025-01-24,DLR_025,Standard,266,1200,319200,2
2025-01-24,DLR_026,Standard,90,1200,108000,2
2025-01-24,DLR_027,Standard,129,1200,154800,2
2025-01-24,DLR_028,Standard,224,1200,268800,2
2025-01-24,DLR_029,Standard,63,1200,75600,0
2025-01-24,DLR_030,Standard,128,1200,153600,0
2025-01-25,DLR_001,Standard,41,1200,49200,0
2025-01-25,DLR_002,Standard,96,1200,115200,0
2025-01-25,DLR_003,Standard,302,1200,362400,0
2025-01-25,DLR_004,Standard,215,1200,258000,0
2025-01-25,DLR_005,Standard,296,1200,355200,1
2025-01-25,DLR_006,Standard,275,1200,330000,0
2025-01-25,DLR_007,Standard,259,1200,310800,1
2025-01-25,DLR_008,Standard,250,1200,300000,3
2025-01-25,DLR_009,Standard,222,1200,266400,3
2025-01-25,DLR_010,Standard,76,1200,91200,3
2025-01-25,DLR_011,Standard,306,1200,367200,1
2025-01-25,DLR_012,Standard,61,1200,73200,2
2025-01-25,DLR_013,Standard,96,1200,115200,0
2025-01-25,DLR_014,Standard,51,1200,61200,3
2025-01-25,DLR_015,Standard,305,1200,366000,1
2025-01-25,DLR_016,Standard,80,1200,96000,1
2025-01-25,DLR_017,Standard,198,1200,237600,0
2025-01-25,DLR_018,Standard,64,1200,76800,2
2025-01-25,DLR_019,Standard,153,1200,183600,0
2025-01-25,DLR_020,Standard,240,1200,288000,0
2025-01-25,DLR_021,Standard,262,1200,314400,1
2025-01-25,DLR_022,Standard,179,1200,214800,1
2025-01-25,DLR_023,Standard,231,1200,277200,3
2025-01-25,DLR_024,Standard,290,1200,348000,0
2025-01-25,DLR_025,Standard,118,1200,141600,0
2025-01-25,DLR_026,Standard,116,1200,139200,3
2025-01-25,DLR_027,Standard,318,1200,381600,2
2025-01-25,DLR_028,Standard,275,1200,330000,0
2025-01-25,DLR_029,Standard,212,1200,254400,3
2025-01-25,DLR_030,Standard,90,1200,108000,0
2025-01-26,DLR_001,Standard,281,1200,337200,1
2025-01-26,DLR_002,Standard,80,1200,96000,2
2025-01-26,DLR_003,Standard,168,1200,201600,3
2025-01-26,DLR_004,Standard,180,1200,216000,2
2025-01-26,DLR_005,Standard,32,1200,38400,1
2025-01-26,DLR_006,Standard,112,1200,134400,1
2025-01-26,DLR_007,Standard,28,1200,33600,1
2025-01-26,DLR_008,Standard,261,1200,313200,3
2025-01-26,DLR_009,Standard,303,1200,363600,3
2025-01-26,DLR_010,Standard,237,1200,284400,0
2025-01-26,DLR_011,Standard,279,1200,334800,1
2025-01-26,DLR_012,Standard,119,1200,142800,2
2025-01-26,DLR_013,Standard,284,1200,340800,0
2025-01-26,DLR_014,Standard,25,1200,30000,1
2025-01-26,DLR_015,Standard,273,1200,327600,2
2025-01-26,DLR_016,Standard,195,1200,234000,0
2025-01-26,DLR_017,Standard,252,1200,302400,3
2025-01-26,DLR_018,Standard,212,1200,254400,0
2025-01-26,DLR_019,Standard,97,1200,116400,3
2025-01-26,DLR_020,Standard,94,1200,112800,1
2025-01-26,DLR_021,Standard,98,1200,117600,0
2025-01-26,DLR_022,Standard,37,1200,44400,2
2025-01-26,DLR_023,Standard,121,1200,145200,1
2025-01-26,DLR_024,Standard,163,1200,195600,3
2025-01-26,DLR_025,Standard,81,1200,97200,0
2025-01-26,DLR_026,Standard,323,1200,387600,3
2025-01-26,DLR_027,Standard,270,1200,324000,1
2025-01-26,DLR_028,Standard,99,1200,118800,1
2025-01-26,DLR_029,Standard,274,1200,328800,1
2025-01-26,DLR_030,Standard,91,1200,109200,1
2025-01-27,DLR_001,Standard,216,1200,259200,2
2025-01-27,DLR_002,Standard,132,1200,158400,3
2025-01-27,DLR_003,Standard,227,1200,272400,3
2025-01-27,DLR_004,Standard,205,1200,246000,3
2025-01-27,DLR_005,Standard,242,1200,290400,0
2025-01-27,DLR_006,Standard,223,1200,267600,2
2025-01-27,DLR_007,Standard,157,1200,188400,0
2025-01-27,DLR_008,Standard,71,1200,85200,0
2025-01-27,DLR_009,Standard,42,1200,50400,3
2025-01-27,DLR_010,Standard,231,1200,277200,1
2025-01-27,DLR_011,Standard,61,1200,73200,3
2025-01-27,DLR_012,Standard,68,1200,81600,0
2025-01-27,DLR_013,Standard,116,1200,139200,3
2025-01-27,DLR_014,Standard,260,1200,312000,0
2025-01-27,DLR_015,Standard,86,1200,103200,0
2025-01-27,DLR_016,Standard,51,1200,61200,0
2025-01-27,DLR_017,Standard,151,1200,181200,3
2025-01-27,DLR_018,Standard,74,1200,88800,0
2025-01-27,DLR_019,Standard,41,1200,49200,0
2025-01-27,DLR_020,Standard,298,1200,357600,3
2025-01-27,DLR_021,Standard,232,1200,278400,2
2025-01-27,DLR_022,Standard,222,1200,266400,1
2025-01-27,DLR_023,Standard,271,1200,325200,3
2025-01-27,DLR_024,Standard,275,1200,330000,2
2025-01-27,DLR_025,Standard,72,1200,86400,1
2025-01-27,DLR_026,Standard,37,1200,44400,3
2025-01-27,DLR_027,Standard,68,1200,81600,1
2025-01-27,DLR_028,Standard,52,1200,62400,3
2025-01-27,DLR_029,Standard,103,1200,123600,0
2025-01-27,DLR_030,Standard,41,1200,49200,3
2025-01-28,DLR_001,Standard,34,1200,40800,0
2025-01-28,DLR_002,Standard,84,1200,100800,1
2025-01-28,DLR_003,Standard,190,1200,228000,0
2025-01-28,DLR_004,Standard,295,1200,354000,1
2025-01-28,DLR_005,Standard,291,1200,349200,3
2025-01-28,DLR_006,Standard,294,1200,352800,3
2025-01-28,DLR_007,Standard,60,1200,72000,1
2025-01-28,DLR_008,Standard,303,1200,363600,3
2025-01-28,DLR_009,Standard,298,1200,357600,1
2025-01-28,DLR_010,Standard,26,1200,31200,3
2025-01-28,DLR_011,Standard,250,1200,300000,2
2025-01-28,DLR_012,Standard,257,1200,308400,2
2025-01-28,DLR_013,Standard,132,1200,158400,2
2025-01-28,DLR_014,Standard,159,1200,190800,1
2025-01-28,DLR_015,Standard,236,1200,283200,1
2025-01-28,DLR_016,Standard,43,1200,51600,0
2025-01-28,DLR_017,Standard,92,1200,110400,3
2025-01-28,DLR_018,Standard,210,1200,252000,2
2025-01-28,DLR_019,Standard,109,1200,130800,3
2025-01-28,DLR_020,Standard,281,1200,337200,3
2025-01-28,DLR_021,Standard,286,1200,343200,3
2025-01-28,DLR_022,Standard,74,1200,88800,3
2025-01-28,DLR_023,Standard,114,1200,136800,2
2025-01-28,DLR_024,Standard,173,1200,207600,0
2025-01-28,DLR_025,Standard,29,1200,34800,3
2025-01-28,DLR_026,Standard,192,1200,230400,3
2025-01-28,DLR_027,Standard,203,1200,243600,3
2025-01-28,DLR_028,Standard,257,1200,308400,1
2025-01-28,DLR_029,Standard,28,1200,33600,3
2025-01-28,DLR_030,Standard,179,1200,214800,0
2025-01-29,DLR_001,Standard,154,1200,184800,3
2025-01-29,DLR_002,Standard,131,1200,157200,1
2025-01-29,DLR_003,Standard,208,1200,249600,2
2025-01-29,DLR_004,Standard,223,1200,267600,3
2025-01-29,DLR_005,Standard,108,1200,129600,2
2025-01-29,DLR_006,Standard,71,1200,85200,3
2025-01-29,DLR_007,Standard,291,1200,349200,3
2025-01-29,DLR_008,Standard,157,1200,188400,1
2025-01-29,DLR_009,Standard,33,1200,39600,0
2025-01-29,DLR_010,Standard,273,1200,327600,2
2025-01-29,DLR_011,Standard,232,1200,278400,3
2025-01-29,DLR_012,Standard,65,1200,78000,2
2025-01-29,DLR_013,Standard,219,1200,262800,0
2025-01-29,DLR_014,Standard,168,1200,201600,2
2025-01-29,DLR_015,Standard,191,1200,229200,2
2025-01-29,DLR_016,Standard,185,1200,222000,2
2025-01-29,DLR_017,Standard,102,1200,122400,2
2025-01-29,DLR_018,Standard,85,1200,102000,1
2025-01-29,DLR_019,Standard,264,1200,316800,0
2025-01-29,DLR_020,Standard,277,1200,332400,3
2025-01-29,DLR_021,Standard,129,1200,154800,1
2025-01-29,DLR_022,Standard,316,1200,379200,1
2025-01-29,DLR_023,Standard,85,1200,102000,3
2025-01-29,DLR_024,Standard,255,1200,306000,2
2025-01-29,DLR_025,Standard,149,1200,178800,0
2025-01-29,DLR_026,Standard,94,1200,112800,0
2025-01-29,DLR_027,Standard,172,1200,206400,3
2025-01-29,DLR_028,Standard,76,1200,91200,1
2025-01-29,DLR_029,Standard,79,1200,94800,0
2025-01-29,DLR_030,Standard,129,1200,154800,0
2025-01-30,DLR_001,Standard,239,1200,286800,0
2025-01-30,DLR_002,Standard,293,1200,351600,0
2025-01-30,DLR_003,Standard,293,1200,351600,0
2025-01-30,DLR_004,Standard,138,1200,165600,1
2025-01-30,DLR_005,Standard,304,1200,364800,2
2025-01-30,DLR_006,Standard,198,1200,237600,3
2025-01-30,DLR_007,Standard,119,1200,142800,0
2025-01-30,DLR_008,Standard,129,1200,154800,0
2025-01-30,DLR_009,Standard,184,1200,220800,1
2025-01-30,DLR_010,Standard,50,1200,60000,2
2025-01-30,DLR_011,Standard,114,1200,136800,3
2025-01-30,DLR_012,Standard,140,1200,168000,3
2025-01-30,DLR_013,Standard,73,1200,87600,0
2025-01-30,DLR_014,Standard,25,1200,30000,0
2025-01-30,DLR_015,Standard,247,1200,296400,2
2025-01-30,DLR_016,Standard,146,1200,175200,2
2025-01-30,DLR_017,Standard,119,1200,142800,3
2025-01-30,DLR_018,Standard,83,1200,99600,1
2025-01-30,DLR_019,Standard,251,1200,301200,2
2025-01-30,DLR_020,Standard,196,1200,235200,3
2025-01-30,DLR_021,Standard,187,1200,224400,2
2025-01-30,DLR_022,Standard,90,1200,108000,3
2025-01-30,DLR_023,Standard,248,1200,297600,1
2025-01-30,DLR_024,Standard,97,1200,116400,2
2025-01-30,DLR_025,Standard,124,1200,148800,1
2025-01-30,DLR_026,Standard,34,1200,40800,2
2025-01-30,DLR_027,Standard,138,1200,165600,3
2025-01-30,DLR_028,Standard,114,1200,136800,1
2025-01-30,DLR_029,Standard,40,1200,48000,2
2025-01-30,DLR_030,Standard,102,1200,122400,3
2025-01-31,DLR_001,Standard,37,1200,44400,0
2025-01-31,DLR_002,Standard,60,1200,72000,1
2025-01-31,DLR_003,Standard,272,1200,326400,1
2025-01-31,DLR_004,Standard,39,1200,46800,2
2025-01-31,DLR_005,Standard,100,1200,120000,1
2025-01-31,DLR_006,Standard,123,1200,147600,2
2025-01-31,DLR_007,Standard,181,1200,217200,1
2025-01-31,DLR_008,Standard,148,1200,177600,0
2025-01-31,DLR_009,Standard,138,1200,165600,0
2025-01-31,DLR_010,Standard,44,1200,52800,3
2025-01-31,DLR_011,Standard,146,1200,175200,1
2025-01-31,DLR_012,Standard,294,1200,352800,3
2025-01-31,DLR_013,Standard,75,1200,90000,0
2025-01-31,DLR_014,Standard,100,1200,120000,3
2025-01-31,DLR_015,Standard,190,1200,228000,1
2025-01-31,DLR_016,Standard,32,1200,38400,1
2025-01-31,DLR_017,Standard,235,1200,282000,2
2025-01-31,DLR_018,Standard,117,1200,140400,1
2025-01-31,DLR_019,Standard,280,1200,336000,1
2025-01-31,DLR_020,Standard,90,1200,108000,0
2025-01-31,DLR_021,Standard,241,1200,289200,2
2025-01-31,DLR_022,Standard,171,1200,205200,2
2025-01-31,DLR_023,Standard,114,1200,136800,3
2025-01-31,DLR_024,Standard,191,1200,229200,0
2025-01-31,DLR_025,Standard,149,1200,178800,3
2025-01-31,DLR_026,Standard,279,1200,334800,2
2025-01-31,DLR_027,Standard,277,1200,332400,2
2025-01-31,DLR_028,Standard,113,1200,135600,0
2025-01-31,DLR_029,Standard,283,1200,339600,1
2025-01-31,DLR_030,Standard,172,1200,206400,1
2025-02-01,DLR_001,Standard,184,1200,220800,3
2025-02-01,DLR_002,Standard,183,1200,219600,0
2025-02-01,DLR_003,Standard,201,1200,241200,1
2025-02-01,DLR_004,Standard,36,1200,43200,0
2025-02-01,DLR_005,Standard,117,1200,140400,2
2025-02-01,DLR_006,Standard,188,1200,225600,2
2025-02-01,DLR_007,Standard,272,1200,326400,3
2025-02-01,DLR_008,Standard,39,1200,46800,3
2025-02-01,DLR_009,Standard,132,1200,158400,3
2025-02-01,DLR_010,Standard,177,1200,212400,1
2025-02-01,DLR_011,Standard,131,1200,157200,2
2025-02-01,DLR_012,Standard,259,1200,310800,3
2025-02-01,DLR_013,Standard,77,1200,92400,0
2025-02-01,DLR_014,Standard,99,1200,118800,3
2025-02-01,DLR_015,Standard,268,1200,321600,3
2025-02-01,DLR_016,Standard,234,1200,280800,3
2025-02-01,DLR_017,Standard,138,1200,165600,1
2025-02-01,DLR_018,Standard,287,1200,344400,1
2025-02-01,DLR_019,Standard,222,1200,266400,1
2025-02-01,DLR_020,Standard,97,1200,116400,3
2025-02-01,DLR_021,Standard,127,1200,152400,1
2025-02-01,DLR_022,Standard,68,1200,81600,0
2025-02-01,DLR_023,Standard,71,1200,85200,0
2025-02-01,DLR_024,Standard,302,1200,362400,0
2025-02-01,DLR_025,Standard,236,1200,283200,3
2025-02-01,DLR_026,Standard,181,1200,217200,0
2025-02-01,DLR_027,Standard,89,1200,106800,1
2025-02-01,DLR_028,Standard,304,1200,364800,3
2025-02-01,DLR_029,Standard,241,1200,289200,2
2025-02-01,DLR_030,Standard,305,1200,366000,2
2025-02-02,DLR_001,Standard,185,1200,222000,3
2025-02-02,DLR_002,Standard,80,1200,96000,3
2025-02-02,DLR_003,Standard,190,1200,228000,1
2025-02-02,DLR_004,Standard,140,1200,168000,2
2025-02-02,DLR_005,Standard,221,1200,265200,2
2025-02-02,DLR_006,Standard,255,1200,306000,1
2025-02-02,DLR_007,Standard,44,1200,52800,3
2025-02-02,DLR_008,Standard,216,1200,259200,0
2025-02-02,DLR_009,Standard,301,1200,361200,1
2025-02-02,DLR_010,Standard,143,1200,171600,0
2025-02-02,DLR_011,Standard,76,1200,91200,1
2025-02-02,DLR_012,Standard,101,1200,121200,2
2025-02-02,DLR_013,Standard,27,1200,32400,2
2025-02-02,DLR_014,Standard,43,1200,51600,1
2025-02-02,DLR_015,Standard,61,1200,73200,0
2025-02-02,DLR_016,Standard,142,1200,170400,3
2025-02-02,DLR_017,Standard,201,1200,241200,2
2025-02-02,DLR_018,Standard,50,1200,60000,1
2025-02-02,DLR_019,Standard,157,1200,188400,2
2025-02-02,DLR_020,Standard,90,1200,108000,3
2025-02-02,DLR_021,Standard,166,1200,199200,2
2025-02-02,DLR_022,Standard,259,1200,310800,3
2025-02-02,DLR_023,Standard,118,1200,141600,2
2025-02-02,DLR_024,Standard,305,1200,366000,3
2025-02-02,DLR_025,Standard,306,1200,367200,0
2025-02-02,DLR_026,Standard,101,1200,121200,3
2025-02-02,DLR_027,Standard,71,1200,85200,1
2025-02-02,DLR_028,Standard,76,1200,91200,1
2025-02-02,DLR_029,Standard,258,1200,309600,3
2025-02-02,DLR_030,Standard,48,1200,57600,0
2025-02-03,DLR_001,Standard,35,1200,42000,0
2025-02-03,DLR_002,Standard,275,1200,330000,3
2025-02-03,DLR_003,Standard,112,1200,134400,3
2025-02-03,DLR_004,Standard,161,1200,193200,0
2025-02-03,DLR_005,Standard,180,1200,216000,0
2025-02-03,DLR_006,Standard,133,1200,159600,0
2025-02-03,DLR_007,Standard,119,1200,142800,3
2025-02-03,DLR_008,Standard,90,1200,108000,0
2025-02-03,DLR_009,Standard,264,1200,316800,3
2025-02-03,DLR_010,Standard,61,1200,73200,0
2025-02-03,DLR_011,Standard,233,1200,279600,1
2025-02-03,DLR_012,Standard,145,1200,174000,3
2025-02-03,DLR_013,Standard,135,1200,162000,2
2025-02-03,DLR_014,Standard,168,1200,201600,0
2025-02-03,DLR_015,Standard,168,1200,201600,3
2025-02-03,DLR_016,Standard,305,1200,366000,2
2025-02-03,DLR_017,Standard,91,1200,109200,1
2025-02-03,DLR_018,Standard,206,1200,247200,0
2025-02-03,DLR_019,Standard,199,1200,238800,2
2025-02-03,DLR_020,Standard,143,1200,171600,0
2025-02-03,DLR_021,Standard,62,1200,74400,2
2025-02-03,DLR_022,Standard,25,1200,30000,3
2025-02-03,DLR_023,Standard,260,1200,312000,1
2025-02-03,DLR_024,Standard,144,1200,172800,3
2025-02-03,DLR_025,Standard,190,1200,228000,0
2025-02-03,DLR_026,Standard,221,1200,265200,2
2025-02-03,DLR_027,Standard,240,1200,288000,3
2025-02-03,DLR_028,Standard,129,1200,154800,3
2025-02-03,DLR_029,Standard,276,1200,331200,0
2025-02-03,DLR_030,Standard,105,1200,126000,0
2025-02-04,DLR_001,Standard,149,1200,178800,2
2025-02-04,DLR_002,Standard,83,1200,99600,1
2025-02-04,DLR_003,Standard,188,1200,225600,1
2025-02-04,DLR_004,Standard,126,1200,151200,3
2025-02-04,DLR_005,Standard,170,1200,204000,1
2025-02-04,DLR_006,Standard,256,1200,307200,1
2025-02-04,DLR_007,Standard,54,1200,64800,1
2025-02-04,DLR_008,Standard,169,1200,202800,0
2025-02-04,DLR_009,Standard,171,1200,205200,0
2025-02-04,DLR_010,Standard,282,1200,338400,0
