dealer_id,sku,quantity_on_hand,floorplan_interest_rate
DLR_08,PRT_0034,21,0.115
DLR_08,PRT_0035,49,0.091
DLR_08,PRT_0036,38,0.09
DLR_08,PRT_0037,7,0.083
DLR_08,PRT_0038,45,0.081
DLR_08,PRT_0039,7,0.092
DLR_08,PRT_0040,5,0.115
DLR_08,PRT_0041,44,0.093
DLR_08,PRT_0042,41,0.103
DLR_08,PRT_0043,47,0.082
DLR_08,PRT_0044,48,0.109
DLR_08,PRT_0045,36,0.086
DLR_08,PRT_0046,7,0.119
DLR_08,PRT_0047,49,0.114
DLR_08,PRT_0048,11,0.088
DLR_08,PRT_0049,48,0.095
DLR_08,PRT_0050,15,0.088
DLR_08,PRT_0051,24,0.112
DLR_08,PRT_0052,13,0.109
DLR_08,PRT_0053,16,0.096
DLR_08,PRT_0054,16,0.119
DLR_08,PRT_0055,20,0.106
DLR_08,PRT_0056,16,0.106
DLR_08,PRT_0057,26,0.106
DLR_08,PRT_0058,32,0.094
DLR_08,PRT_0059,16,0.113
DLR_08,PRT_0060,36,0.108
DLR_08,PRT_0061,12,0.088
DLR_08,PRT_0062,48,0.087
DLR_08,PRT_0063,9,0.112
DLR_08,PRT_0064,18,0.099
DLR_08,PRT_0065,40,0.1
DLR_08,PRT_0066,24,0.085
DLR_08,PRT_0067,19,0.116
DLR_08,PRT_0068,25,0.083
DLR_08,PRT_0069,36,0.114
DLR_08,PRT_0070,9,0.103
DLR_08,PRT_0071,40,0.1
DLR_08,PRT_0072,21,0.116
DLR_08,PRT_0073,15,0.111
DLR_08,PRT_0074,21,0.087
DLR_08,PRT_0075,28,0.08
DLR_08,PRT_0076,20,0.102
DLR_08,PRT_0077,45,0.086
DLR_08,PRT_0078,17,0.105
DLR_08,PRT_0079,36,0.088
DLR_08,PRT_0080,6,0.104
DLR_08,PRT_0081,9,0.112
DLR_08,PRT_0082,43,0.119
DLR_08,PRT_0083,42,0.117
DLR_08,PRT_0084,10,0.107
DLR_08,PRT_0085,49,0.085
DLR_08,PRT_0086,12,0.09
DLR_08,PRT_0087,46,0.095
DLR_08,PRT_0088,50,0.109
DLR_08,PRT_0089,41,0.08
DLR_08,PRT_0090,6,0.087
DLR_08,PRT_0091,43,0.1
DLR_08,PRT_0092,16,0.086
DLR_08,PRT_0093,42,0.1
DLR_08,PRT_0094,8,0.086
DLR_08,PRT_0095,46,0.091
DLR_08,PRT_0096,37,0.085
DLR_08,PRT_0097,36,0.082
DLR_08,PRT_0098,42,0.11
DLR_08,PRT_0099,40,0.105
DLR_08,PRT_0100,13,0.09
DLR_09,PRT_0001,28,0.118
DLR_09,PRT_0002,48,0.11
DLR_09,PRT_0003,13,0.092
DLR_09,PRT_0004,11,0.118
DLR_09,PRT_0005,23,0.089
DLR_09,PRT_0006,27,0.104
DLR_09,PRT_0007,30,0.08
DLR_09,PRT_0008,15,0.096
DLR_09,PRT_0009,10,0.117
DLR_09,PRT_0010,36,0.092
DLR_09,PRT_0011,30,0.116
DLR_09,PRT_0012,47,0.086
DLR_09,PRT_0013,24,0.106
DLR_09,PRT_0014,47,0.081
DLR_09,PRT_0015,9,0.112
DLR_09,PRT_0016,23,0.101
DLR_09,PRT_0017,29,0.12
DLR_09,PRT_0018,16,0.109
DLR_09,PRT_0019,19,0.119
DLR_09,PRT_0020,25,0.114
DLR_09,PRT_0021,10,0.088
DLR_09,PRT_0022,46,0.087
DLR_09,PRT_0023,31,0.082
DLR_09,PRT_0024,45,0.114
DLR_09,PRT_0025,46,0.086
DLR_09,PRT_0026,16,0.114
DLR_09,PRT_0027,37,0.12
DLR_09,PRT_0028,5,0.095
DLR_09,PRT_0029,28,0.119
DLR_09,PRT_0030,9,0.115
DLR_09,PRT_0031,15,0.09
DLR_09,PRT_0032,35,0.108
DLR_09,PRT_0033,47,0.082
DLR_09,PRT_0034,23,0.114
DLR_09,PRT_0035,20,0.109
DLR_09,PRT_0036,38,0.082
DLR_09,PRT_0037,31,0.118
DLR_09,PRT_0038,47,0.083
DLR_09,PRT_0039,20,0.091
DLR_09,PRT_0040,5,0.116
DLR_09,PRT_0041,26,0.082
DLR_09,PRT_0042,20,0.083
DLR_09,PRT_0043,19,0.1
DLR_09,PRT_0044,34,0.117
DLR_09,PRT_0045,41,0.083
DLR_09,PRT_0046,39,0.117
DLR_09,PRT_0047,29,0.087
DLR_09,PRT_0048,48,0.083
DLR_09,PRT_0049,38,0.109
DLR_09,PRT_0050,47,0.097
DLR_09,PRT_0051,23,0.101
DLR_09,PRT_0052,39,0.082
DLR_09,PRT_0053,23,0.082
DLR_09,PRT_0054,32,0.082
DLR_09,PRT_0055,36,0.112
DLR_09,PRT_0056,20,0.105
DLR_09,PRT_0057,9,0.103
DLR_09,PRT_0058,49,0.104
DLR_09,PRT_0059,8,0.115
DLR_09,PRT_0060,32,0.095
DLR_09,PRT_0061,24,0.098
DLR_09,PRT_0062,6,0.105
DLR_09,PRT_0063,15,0.093
DLR_09,PRT_0064,10,0.102
DLR_09,PRT_0065,17,0.092
DLR_09,PRT_0066,44,0.093
DLR_09,PRT_0067,17,0.119
DLR_09,PRT_0068,42,0.099
DLR_09,PRT_0069,25,0.089
DLR_09,PRT_0070,42,0.111
DLR_09,PRT_0071,47,0.119
DLR_09,PRT_0072,19,0.114
DLR_09,PRT_0073,28,0.08
DLR_09,PRT_0074,13,0.113
DLR_09,PRT_0075,20,0.107
DLR_09,PRT_0076,13,0.101
DLR_09,PRT_0077,5,0.089
DLR_09,PRT_0078,6,0.118
DLR_09,PRT_0079,31,0.083
DLR_09,PRT_0080,44,0.12
DLR_09,PRT_0081,21,0.119
DLR_09,PRT_0082,36,0.087
DLR_09,PRT_0083,34,0.104
DLR_09,PRT_0084,38,0.119
DLR_09,PRT_0085,36,0.107
DLR_09,PRT_0086,5,0.119
DLR_09,PRT_0087,15,0.119
DLR_09,PRT_0088,35,0.118
DLR_09,PRT_0089,10,0.093
DLR_09,PRT_0090,24,0.091
DLR_09,PRT_0091,38,0.106
DLR_09,PRT_0092,45,0.115
DLR_09,PRT_0093,45,0.099
DLR_09,PRT_0094,26,0.091
DLR_09,PRT_0095,40,0.11
DLR_09,PRT_0096,18,0.08
DLR_09,PRT_0097,48,0.104
DLR_09,PRT_0098,22,0.081
DLR_09,PRT_0099,41,0.08
DLR_09,PRT_0100,33,0.119
DLR_10,PRT_0001,47,0.091
DLR_10,PRT_0002,44,0.103
DLR_10,PRT_0003,18,0.092
DLR_10,PRT_0004,38,0.12
DLR_10,PRT_0005,32,0.101
DLR_10,PRT_0006,44,0.082
DLR_10,PRT_0007,40,0.102
DLR_10,PRT_0008,48,0.109
DLR_10,PRT_0009,16,0.101
DLR_10,PRT_0010,48,0.086
DLR_10,PRT_0011,7,0.104
DLR_10,PRT_0012,31,0.096
DLR_10,PRT_0013,49,0.11
DLR_10,PRT_0014,17,0.082
DLR_10,PRT_0015,18,0.093
DLR_10,PRT_0016,5,0.118
DLR_10,PRT_0017,29,0.114
DLR_10,PRT_0018,25,0.107
DLR_10,PRT_0019,11,0.117
DLR_10,PRT_0020,9,0.092
DLR_10,PRT_0021,24,0.111
DLR_10,PRT_0022,42,0.1
DLR_10,PRT_0023,31,0.117
DLR_10,PRT_0024,14,0.099
DLR_10,PRT_0025,31,0.084
DLR_10,PRT_0026,40,0.115
DLR_10,PRT_0027,20,0.084
DLR_10,PRT_0028,18,0.083
DLR_10,PRT_0029,27,0.099
DLR_10,PRT_0030,10,0.103
DLR_10,PRT_0031,46,0.117
DLR_10,PRT_0032,16,0.107
DLR_10,PRT_0033,8,0.114
DLR_10,PRT_0034,10,0.103
DLR_10,PRT_0035,30,0.119
DLR_10,PRT_0036,18,0.082
DLR_10,PRT_0037,24,0.108
DLR_10,PRT_0038,19,0.115
DLR_10,PRT_0039,14,0.102
DLR_10,PRT_0040,22,0.098
DLR_10,PRT_0041,42,0.109
DLR_10,PRT_0042,17,0.095
DLR_10,PRT_0043,41,0.114
DLR_10,PRT_0044,29,0.091
DLR_10,PRT_0045,25,0.095
DLR_10,PRT_0046,24,0.088
DLR_10,PRT_0047,19,0.102
DLR_10,PRT_0048,37,0.118
DLR_10,PRT_0049,29,0.117
DLR_10,PRT_0050,8,0.106
DLR_10,PRT_0051,35,0.099
DLR_10,PRT_0052,17,0.106
DLR_10,PRT_0053,13,0.107
DLR_10,PRT_0054,18,0.112
DLR_10,PRT_0055,44,0.082
DLR_10,PRT_0056,15,0.085
DLR_10,PRT_0057,9,0.119
DLR_10,PRT_0058,10,0.091
DLR_10,PRT_0059,12,0.101
DLR_10,PRT_0060,45,0.104
DLR_10,PRT_0061,35,0.105
DLR_10,PRT_0062,28,0.11
DLR_10,PRT_0063,14,0.096
DLR_10,PRT_0064,26,0.11
DLR_10,PRT_0065,11,0.098
DLR_10,PRT_0066,26,0.088
DLR_10,PRT_0067,32,0.107
DLR_10,PRT_0068,45,0.11
DLR_10,PRT_0069,42,0.109
DLR_10,PRT_0070,33,0.101
DLR_10,PRT_0071,9,0.102
DLR_10,PRT_0072,21,0.116
DLR_10,PRT_0073,36,0.08
DLR_10,PRT_0074,41,0.1
DLR_10,PRT_0075,26,0.101
DLR_10,PRT_0076,17,0.091
DLR_10,PRT_0077,28,0.081
DLR_10,PRT_0078,7,0.081
DLR_10,PRT_0079,15,0.095
DLR_10,PRT_0080,14,0.081
DLR_10,PRT_0081,32,0.1
DLR_10,PRT_0082,14,0.096
DLR_10,PRT_0083,18,0.106
DLR_10,PRT_0084,9,0.088
DLR_10,PRT_0085,8,0.109
DLR_10,PRT_0086,42,0.099
DLR_10,PRT_0087,7,0.099
DLR_10,PRT_0088,20,0.102
DLR_10,PRT_0089,43,0.083
DLR_10,PRT_0090,41,0.108
DLR_10,PRT_0091,6,0.101
DLR_10,PRT_0092,32,0.1
DLR_10,PRT_0093,20,0.083
DLR_10,PRT_0094,25,0.104
DLR_10,PRT_0095,46,0.095
DLR_10,PRT_0096,31,0.089
DLR_10,PRT_0097,10,0.115
DLR_10,PRT_0098,21,0.104
DLR_10,PRT_0099,9,0.103
DLR_10,PRT_0100,30,0.086
DLR_11,PRT_0001,43,0.102
DLR_11,PRT_0002,47,0.095
DLR_11,PRT_0003,23,0.094
DLR_11,PRT_0004,15,0.098
DLR_11,PRT_0005,16,0.084
DLR_11,PRT_0006,36,0.118
DLR_11,PRT_0007,48,0.108
DLR_11,PRT_0008,37,0.116
DLR_11,PRT_0009,49,0.096
DLR_11,PRT_0010,47,0.108
DLR_11,PRT_0011,6,0.118
DLR_11,PRT_0012,39,0.088
DLR_11,PRT_0013,17,0.095
DLR_11,PRT_0014,10,0.115
DLR_11,PRT_0015,21,0.087
DLR_11,PRT_0016,36,0.096
DLR_11,PRT_0017,28,0.091
DLR_11,PRT_0018,46,0.096
DLR_11,PRT_0019,32,0.104
DLR_11,PRT_0020,24,0.11
DLR_11,PRT_0021,31,0.118
DLR_11,PRT_0022,21,0.099
DLR_11,PRT_0023,15,0.102
DLR_11,PRT_0024,47,0.12
DLR_11,PRT_0025,9,0.109
DLR_11,PRT_0026,13,0.095
DLR_11,PRT_0027,12,0.115
DLR_11,PRT_0028,8,0.109
DLR_11,PRT_0029,37,0.119
DLR_11,PRT_0030,43,0.086
DLR_11,PRT_0031,8,0.104
DLR_11,PRT_0032,8,0.086
DLR_11,PRT_0033,28,0.088
DLR_11,PRT_0034,16,0.103
DLR_11,PRT_0035,35,0.11
DLR_11,PRT_0036,32,0.114
DLR_11,PRT_0037,37,0.1
DLR_11,PRT_0038,29,0.083
DLR_11,PRT_0039,24,0.106
DLR_11,PRT_0040,9,0.103
DLR_11,PRT_0041,12,0.117
DLR_11,PRT_0042,39,0.086
DLR_11,PRT_0043,7,0.119
DLR_11,PRT_0044,48,0.103
DLR_11,PRT_0045,43,0.082
DLR_11,PRT_0046,41,0.09
DLR_11,PRT_0047,17,0.093
DLR_11,PRT_0048,5,0.1
DLR_11,PRT_0049,23,0.11
DLR_11,PRT_0050,32,0.116
DLR_11,PRT_0051,48,0.102
DLR_11,PRT_0052,8,0.092
DLR_11,PRT_0053,15,0.086
DLR_11,PRT_0054,10,0.118
DLR_11,PRT_0055,23,0.1
DLR_11,PRT_0056,8,0.1
DLR_11,PRT_0057,9,0.093
DLR_11,PRT_0058,12,0.087
DLR_11,PRT_0059,19,0.089
DLR_11,PRT_0060,14,0.098
DLR_11,PRT_0061,24,0.107
DLR_11,PRT_0062,33,0.116
DLR_11,PRT_0063,8,0.119
DLR_11,PRT_0064,21,0.108
DLR_11,PRT_0065,38,0.088
DLR_11,PRT_0066,41,0.118
DLR_11,PRT_0067,34,0.094
DLR_11,PRT_0068,25,0.109
DLR_11,PRT_0069,14,0.12
DLR_11,PRT_0070,22,0.104
DLR_11,PRT_0071,50,0.099
DLR_11,PRT_0072,32,0.106
DLR_11,PRT_0073,41,0.097
DLR_11,PRT_0074,45,0.112
DLR_11,PRT_0075,12,0.086
DLR_11,PRT_0076,26,0.09
DLR_11,PRT_0077,26,0.108
DLR_11,PRT_0078,49,0.1
DLR_11,PRT_0079,38,0.105
DLR_11,PRT_0080,48,0.113
DLR_11,PRT_0081,13,0.102
DLR_11,PRT_0082,24,0.086
DLR_11,PRT_0083,20,0.088
DLR_11,PRT_0084,27,0.087
DLR_11,PRT_0085,25,0.101
DLR_11,PRT_0086,14,0.099
DLR_11,PRT_0087,39,0.107
DLR_11,PRT_0088,17,0.095
DLR_11,PRT_0089,28,0.109
DLR_11,PRT_0090,27,0.111
DLR_11,PRT_0091,33,0.091
DLR_11,PRT_0092,12,0.106
DLR_11,PRT_0093,28,0.103
DLR_11,PRT_0094,30,0.102
DLR_11,PRT_0095,19,0.106
DLR_11,PRT_0096,49,0.093
DLR_11,PRT_0097,41,0.086
DLR_11,PRT_0098,42,0.085
DLR_11,PRT_0099,45,0.092
DLR_11,PRT_0100,49,0.098
DLR_12,PRT_0001,49,0.117
DLR_12,PRT_0002,37,0.086
DLR_12,PRT_0003,24,0.087
DLR_12,PRT_0004,41,0.088
DLR_12,PRT_0005,16,0.097
DLR_12,PRT_0006,31,0.085
DLR_12,PRT_0007,49,0.095
DLR_12,PRT_0008,31,0.09
DLR_12,PRT_0009,49,0.103
DLR_12,PRT_0010,13,0.087
DLR_12,PRT_0011,29,0.103
DLR_12,PRT_0012,15,0.108
DLR_12,PRT_0013,47,0.086
DLR_12,PRT_0014,35,0.11
DLR_12,PRT_0015,28,0.106
DLR_12,PRT_0016,16,0.087
DLR_12,PRT_0017,19,0.118
DLR_12,PRT_0018,49,0.083
DLR_12,PRT_0019,26,0.099
DLR_12,PRT_0020,11,0.107
DLR_12,PRT_0021,35,0.098
DLR_12,PRT_0022,45,0.118
DLR_12,PRT_0023,11,0.087
DLR_12,PRT_0024,34,0.112
DLR_12,PRT_0025,11,0.1
DLR_12,PRT_0026,16,0.119
DLR_12,PRT_0027,47,0.115
DLR_12,PRT_0028,44,0.116
DLR_12,PRT_0029,15,0.115
DLR_12,PRT_0030,7,0.084
DLR_12,PRT_0031,26,0.107
DLR_12,PRT_0032,44,0.081
DLR_12,PRT_0033,9,0.081
DLR_12,PRT_0034,23,0.108
DLR_12,PRT_0035,49,0.093
DLR_12,PRT_0036,11,0.092
DLR_12,PRT_0037,30,0.113
DLR_12,PRT_0038,8,0.115
DLR_12,PRT_0039,44,0.08
DLR_12,PRT_0040,16,0.109
DLR_12,PRT_0041,19,0.082
DLR_12,PRT_0042,5,0.082
DLR_12,PRT_0043,19,0.106
DLR_12,PRT_0044,7,0.089
DLR_12,PRT_0045,19,0.096
DLR_12,PRT_0046,23,0.114
DLR_12,PRT_0047,48,0.119
DLR_12,PRT_0048,33,0.115
DLR_12,PRT_0049,34,0.115
DLR_12,PRT_0050,12,0.094
DLR_12,PRT_0051,39,0.096
DLR_12,PRT_0052,14,0.113
DLR_12,PRT_0053,12,0.081
DLR_12,PRT_0054,35,0.084
DLR_12,PRT_0055,34,0.091
DLR_12,PRT_0056,38,0.107
DLR_12,PRT_0057,38,0.096
DLR_12,PRT_0058,38,0.084
DLR_12,PRT_0059,31,0.11
DLR_12,PRT_0060,26,0.094
DLR_12,PRT_0061,20,0.115
DLR_12,PRT_0062,28,0.096
DLR_12,PRT_0063,26,0.083
DLR_12,PRT_0064,38,0.104
DLR_12,PRT_0065,11,0.115
DLR_12,PRT_0066,43,0.09
DLR_12,PRT_0067,49,0.109
DLR_12,PRT_0068,34,0.108
DLR_12,PRT_0069,37,0.089
DLR_12,PRT_0070,29,0.108
DLR_12,PRT_0071,14,0.095
DLR_12,PRT_0072,46,0.098
DLR_12,PRT_0073,19,0.091
DLR_12,PRT_0074,49,0.095
DLR_12,PRT_0075,38,0.083
DLR_12,PRT_0076,27,0.088
DLR_12,PRT_0077,50,0.095
DLR_12,PRT_0078,25,0.088
DLR_12,PRT_0079,21,0.084
DLR_12,PRT_0080,48,0.08
DLR_12,PRT_0081,27,0.108
DLR_12,PRT_0082,46,0.12
DLR_12,PRT_0083,31,0.089
DLR_12,PRT_0084,20,0.118
DLR_12,PRT_0085,20,0.096
DLR_12,PRT_0086,50,0.095
DLR_12,PRT_0087,6,0.119
DLR_12,PRT_0088,41,0.114
DLR_12,PRT_0089,35,0.116
DLR_12,PRT_0090,19,0.115
DLR_12,PRT_0091,16,0.116
DLR_12,PRT_0092,26,0.094
DLR_12,PRT_0093,16,0.087
DLR_12,PRT_0094,30,0.087
DLR_12,PRT_0095,24,0.101
DLR_12,PRT_0096,13,0.082
DLR_12,PRT_0097,5,0.119
DLR_12,PRT_0098,49,0.082
DLR_12,PRT_0099,30,0.086
DLR_12,PRT_0100,37,0.109
DLR_13,PRT_0001,15,0.094
DLR_13,PRT_0002,17,0.095
DLR_13,PRT_0003,7,0.11
DLR_13,PRT_0004,27,0.099
DLR_13,PRT_0005,16,0.114
DLR_13,PRT_0006,29,0.119
DLR_13,PRT_0007,40,0.081
DLR_13,PRT_0008,28,0.106
DLR_13,PRT_0009,30,0.088
DLR_13,PRT_0010,26,0.108
DLR_13,PRT_0011,10,0.097
DLR_13,PRT_0012,11,0.115
DLR_13,PRT_0013,42,0.102
DLR_13,PRT_0014,49,0.085
DLR_13,PRT_0015,9,0.102
DLR_13,PRT_0016,43,0.114
DLR_13,PRT_0017,33,0.094
DLR_13,PRT_0018,7,0.108
DLR_13,PRT_0019,34,0.096
DLR_13,PRT_0020,19,0.119
DLR_13,PRT_0021,18,0.101
DLR_13,PRT_0022,43,0.112
DLR_13,PRT_0023,20,0.084
DLR_13,PRT_0024,47,0.094
DLR_13,PRT_0025,46,0.093
DLR_13,PRT_0026,37,0.111
DLR_13,PRT_0027,28,0.098
DLR_13,PRT_0028,30,0.111
DLR_13,PRT_0029,5,0.104
DLR_13,PRT_0030,12,0.118
DLR_13,PRT_0031,26,0.101
DLR_13,PRT_0032,17,0.113
DLR_13,PRT_0033,22,0.115
DLR_13,PRT_0034,5,0.089
DLR_13,PRT_0035,18,0.1
DLR_13,PRT_0036,34,0.1
DLR_13,PRT_0037,19,0.116
DLR_13,PRT_0038,8,0.113
DLR_13,PRT_0039,42,0.087
DLR_13,PRT_0040,10,0.108
DLR_13,PRT_0041,39,0.092
DLR_13,PRT_0042,45,0.098
DLR_13,PRT_0043,41,0.102
DLR_13,PRT_0044,28,0.08
DLR_13,PRT_0045,27,0.103
DLR_13,PRT_0046,37,0.117
DLR_13,PRT_0047,10,0.099
DLR_13,PRT_0048,19,0.088
DLR_13,PRT_0049,47,0.102
DLR_13,PRT_0050,43,0.116
DLR_13,PRT_0051,49,0.089
DLR_13,PRT_0052,12,0.094
DLR_13,PRT_0053,33,0.118
DLR_13,PRT_0054,36,0.104
DLR_13,PRT_0055,22,0.118
DLR_13,PRT_0056,36,0.108
DLR_13,PRT_0057,6,0.107
DLR_13,PRT_0058,6,0.119
DLR_13,PRT_0059,7,0.106
DLR_13,PRT_0060,49,0.111
DLR_13,PRT_0061,6,0.117
DLR_13,PRT_0062,22,0.109
DLR_13,PRT_0063,14,0.094
DLR_13,PRT_0064,6,0.081
DLR_13,PRT_0065,14,0.114
DLR_13,PRT_0066,21,0.112
DLR_13,PRT_0067,24,0.11
DLR_13,PRT_0068,28,0.116
DLR_13,PRT_0069,8,0.118
DLR_13,PRT_0070,50,0.085
DLR_13,PRT_0071,31,0.087
DLR_13,PRT_0072,30,0.103
DLR_13,PRT_0073,43,0.089
DLR_13,PRT_0074,18,0.098
DLR_13,PRT_0075,47,0.081
DLR_13,PRT_0076,45,0.108
DLR_13,PRT_0077,40,0.118
DLR_13,PRT_0078,36,0.118
DLR_13,PRT_0079,40,0.101
DLR_13,PRT_0080,34,0.104
DLR_13,PRT_0081,32,0.117
DLR_13,PRT_0082,44,0.113
DLR_13,PRT_0083,32,0.085
DLR_13,PRT_0084,17,0.092
DLR_13,PRT_0085,43,0.113
DLR_13,PRT_0086,49,0.117
DLR_13,PRT_0087,47,0.096
DLR_13,PRT_0088,14,0.103
DLR_13,PRT_0089,20,0.083
DLR_13,PRT_0090,37,0.109
DLR_13,PRT_0091,43,0.12
DLR_13,PRT_0092,36,0.119
DLR_13,PRT_0093,10,0.095
DLR_13,PRT_0094,17,0.089
DLR_13,PRT_0095,8,0.107
DLR_13,PRT_0096,9,0.105
DLR_13,PRT_0097,16,0.084
DLR_13,PRT_0098,19,0.099
DLR_13,PRT_0099,17,0.089
DLR_13,PRT_0100,18,0.087
DLR_14,PRT_0001,15,0.12
DLR_14,PRT_0002,42,0.085
DLR_14,PRT_0003,38,0.111
DLR_14,PRT_0004,39,0.085
DLR_14,PRT_0005,17,0.105
DLR_14,PRT_0006,14,0.112
DLR_14,PRT_0007,26,0.081
DLR_14,PRT_0008,30,0.108
DLR_14,PRT_0009,16,0.11
DLR_14,PRT_0010,26,0.1
DLR_14,PRT_0011,37,0.116
DLR_14,PRT_0012,28,0.088
DLR_14,PRT_0013,40,0.118
DLR_14,PRT_0014,39,0.101
DLR_14,PRT_0015,22,0.091
DLR_14,PRT_0016,21,0.096
DLR_14,PRT_0017,16,0.09
DLR_14,PRT_0018,9,0.101
DLR_14,PRT_0019,11,0.108
DLR_14,PRT_0020,17,0.086
DLR_14,PRT_0021,29,0.08
DLR_14,PRT_0022,17,0.09
DLR_14,PRT_0023,32,0.093
DLR_14,PRT_0024,23,0.102
DLR_14,PRT_0025,44,0.108
DLR_14,PRT_0026,42,0.092
DLR_14,PRT_0027,39,0.094
DLR_14,PRT_0028,13,0.107
DLR_14,PRT_0029,37,0.099
DLR_14,PRT_0030,42,0.093
DLR_14,PRT_0031,18,0.098
DLR_14,PRT_0032,38,0.091
DLR_14,PRT_0033,35,0.082
DLR_14,PRT_0034,17,0.097
DLR_14,PRT_0035,21,0.106
DLR_14,PRT_0036,34,0.089
DLR_14,PRT_0037,17,0.109
DLR_14,PRT_0038,28,0.086
DLR_14,PRT_0039,30,0.111
DLR_14,PRT_0040,12,0.103
DLR_14,PRT_0041,11,0.098
DLR_14,PRT_0042,31,0.104
DLR_14,PRT_0043,36,0.111
DLR_14,PRT_0044,27,0.108
DLR_14,PRT_0045,12,0.101
DLR_14,PRT_0046,10,0.093
DLR_14,PRT_0047,46,0.085
DLR_14,PRT_0048,7,0.11
DLR_14,PRT_0049,16,0.115
DLR_14,PRT_0050,40,0.108
DLR_14,PRT_0051,44,0.104
DLR_14,PRT_0052,34,0.083
DLR_14,PRT_0053,36,0.108
DLR_14,PRT_0054,15,0.112
DLR_14,PRT_0055,47,0.097
DLR_14,PRT_0056,8,0.103
DLR_14,PRT_0057,27,0.105
DLR_14,PRT_0058,18,0.119
DLR_14,PRT_0059,28,0.084
DLR_14,PRT_0060,23,0.113
DLR_14,PRT_0061,48,0.085
DLR_14,PRT_0062,16,0.106
DLR_14,PRT_0063,34,0.104
DLR_14,PRT_0064,10,0.111
DLR_14,PRT_0065,6,0.117
DLR_14,PRT_0066,38,0.103
DLR_14,PRT_0067,22,0.112
DLR_14,PRT_0068,32,0.101
DLR_14,PRT_0069,7,0.082
DLR_14,PRT_0070,32,0.094
DLR_14,PRT_0071,45,0.082
DLR_14,PRT_0072,44,0.084
DLR_14,PRT_0073,38,0.102
DLR_14,PRT_0074,15,0.094
DLR_14,PRT_0075,28,0.104
DLR_14,PRT_0076,5,0.11
DLR_14,PRT_0077,34,0.084
DLR_14,PRT_0078,35,0.114
DLR_14,PRT_0079,48,0.097
DLR_14,PRT_0080,30,0.119
DLR_14,PRT_0081,37,0.104
DLR_14,PRT_0082,27,0.09
DLR_14,PRT_0083,32,0.106
DLR_14,PRT_0084,46,0.096
DLR_14,PRT_0085,31,0.113
DLR_14,PRT_0086,19,0.106
DLR_14,PRT_0087,36,0.1
DLR_14,PRT_0088,44,0.088
DLR_14,PRT_0089,31,0.101
DLR_14,PRT_0090,49,0.112
DLR_14,PRT_0091,29,0.109
DLR_14,PRT_0092,30,0.116
DLR_14,PRT_0093,18,0.09
DLR_14,PRT_0094,16,0.084
DLR_14,PRT_0095,11,0.096
DLR_14,PRT_0096,15,0.097
DLR_14,PRT_0097,24,0.09
DLR_14,PRT_0098,22,0.1
DLR_14,PRT_0099,15,0.11
DLR_14,PRT_0100,42,0.103
DLR_15,PRT_0001,48,0.101
DLR_15,PRT_0002,29,0.091
DLR_15,PRT_0003,24,0.119
DLR_15,PRT_0004,50,0.101
DLR_15,PRT_0005,39,0.089
DLR_15,PRT_0006,48,0.095
DLR_15,PRT_0007,34,0.108
DLR_15,PRT_0008,25,0.108
DLR_15,PRT_0009,8,0.099
DLR_15,PRT_0010,41,0.113
DLR_15,PRT_0011,43,0.08
DLR_15,PRT_0012,15,0.112
DLR_15,PRT_0013,33,0.085
DLR_15,PRT_0014,44,0.103
DLR_15,PRT_0015,36,0.103
DLR_15,PRT_0016,47,0.083
DLR_15,PRT_0017,27,0.115
DLR_15,PRT_0018,22,0.102
DLR_15,PRT_0019,48,0.103
DLR_15,PRT_0020,39,0.083
DLR_15,PRT_0021,21,0.107
DLR_15,PRT_0022,35,0.102
DLR_15,PRT_0023,8,0.104
DLR_15,PRT_0024,37,0.103
DLR_15,PRT_0025,19,0.111
DLR_15,PRT_0026,31,0.085
DLR_15,PRT_0027,43,0.11
DLR_15,PRT_0028,12,0.095
DLR_15,PRT_0029,28,0.091
DLR_15,PRT_0030,35,0.114
DLR_15,PRT_0031,15,0.088
DLR_15,PRT_0032,11,0.111
DLR_15,PRT_0033,27,0.112
DLR_15,PRT_0034,11,0.098
DLR_15,PRT_0035,36,0.085
DLR_15,PRT_0036,46,0.084
DLR_15,PRT_0037,18,0.106
DLR_15,PRT_0038,38,0.1
DLR_15,PRT_0039,40,0.113
DLR_15,PRT_0040,33,0.115
DLR_15,PRT_0041,19,0.081
DLR_15,PRT_0042,13,0.082
DLR_15,PRT_0043,32,0.087
DLR_15,PRT_0044,37,0.104
DLR_15,PRT_0045,14,0.101
DLR_15,PRT_0046,5,0.112
DLR_15,PRT_0047,49,0.11
DLR_15,PRT_0048,8,0.105
DLR_15,PRT_0049,43,0.103
DLR_15,PRT_0050,16,0.115
DLR_15,PRT_0051,11,0.08
DLR_15,PRT_0052,39,0.081
DLR_15,PRT_0053,34,0.093
DLR_15,PRT_0054,8,0.09
DLR_15,PRT_0055,37,0.096
DLR_15,PRT_0056,37,0.09
DLR_15,PRT_0057,25,0.114
DLR_15,PRT_0058,28,0.108
DLR_15,PRT_0059,14,0.113
DLR_15,PRT_0060,21,0.11
DLR_15,PRT_0061,16,0.082
DLR_15,PRT_0062,35,0.095
DLR_15,PRT_0063,39,0.11
DLR_15,PRT_0064,12,0.11
DLR_15,PRT_0065,17,0.117
DLR_15,PRT_0066,44,0.11
DLR_15,PRT_0067,36,0.1
DLR_15,PRT_0068,40,0.099
