Part_Number,Description,Inventory_Level,Category_Group,Unit_Of_Measurement,MRP_Base,Critical_Flag,Reorder_Point,Min_Order_Qty
3837882,Crush Washer,Micro,Micro-Components,ml,367.49,0,10,80
3869152,Banjo Connector Screw,Micro,Micro-Components,Piece,569.04,0,10,80
4869905,Lock Pin,Micro,Micro-Components,Piece,486.51,0,10,80
0927229,Spring Clip,Micro,Micro-Components,Pack,805.33,0,10,80
3835632,Hose Clamp,Micro,Micro-Components,Unit,517.68,0,10,80
3867168,Tie Rod Lock Washer,Micro,Micro-Components,L,535.88,0,10,80
4861232,Seal Ring,Micro,Micro-Components,gm,721.98,0,10,80
0927371,Bolt Kit,Micro,Micro-Components,Piece,1106.55,0,10,80
3838943,Spacer Shim,Micro,Micro-Components,Unit,848.87,0,10,80
3863472,O-Ring Washer,Micro,Micro-Components,gm,547.81,0,10,80
4866401,Crush Washer,Micro,Micro-Components,Pack,370.31,0,10,80
0921876,Banjo Connector Screw,Micro,Micro-Components,Set,910.63,0,10,80
3832460,Lock Pin,Micro,Micro-Components,Set,341.87,0,10,80
3862605,Spring Clip,Micro,Micro-Components,Piece,734.28,0,10,80
4867986,Hose Clamp,Micro,Micro-Components,Set,431.22,0,10,80
0924735,Tie Rod Lock Washer,Micro,Micro-Components,Piece,1264.26,0,10,80
3839434,Seal Ring,Micro,Micro-Components,Piece,618.54,0,10,80
3866342,Bolt Kit,Micro,Micro-Components,Set,599.79,0,10,80
4869195,Spacer Shim,Micro,Micro-Components,Piece,1226.52,0,10,80
0923551,O-Ring Washer,Micro,Micro-Components,Set,1004.62,0,10,80
3836560,Crush Washer,Micro,Micro-Components,Pack,837.36,0,10,80
3867316,Banjo Connector Screw,Micro,Micro-Components,L,311.59,0,10,80
4869915,Lock Pin,Micro,Micro-Components,Unit,1105.69,0,10,80
0927283,Spring Clip,Micro,Micro-Components,Piece,1062.31,0,10,80
3832828,Hose Clamp,Micro,Micro-Components,Set,235.77,0,10,80
3867988,Tie Rod Lock Washer,Micro,Micro-Components,ml,892.86,0,10,80
4861009,Seal Ring,Micro,Micro-Components,gm,99.75,0,10,80
0923219,Bolt Kit,Micro,Micro-Components,Pack,486.92,0,10,80
3832619,Spacer Shim,Micro,Micro-Components,Unit,212.54,0,10,80
3863832,O-Ring Washer,Micro,Micro-Components,Unit,895.48,0,10,80
4864490,Crush Washer,Micro,Micro-Components,Set,164.52,0,10,80
0922604,Banjo Connector Screw,Micro,Micro-Components,Set,1120.23,0,10,80
3832908,Lock Pin,Micro,Micro-Components,ml,1407.82,0,10,80
3863635,Spring Clip,Micro,Micro-Components,ml,104.41,0,10,80
4866415,Hose Clamp,Micro,Micro-Components,Set,76.9,0,10,80
0926468,Tie Rod Lock Washer,Micro,Micro-Components,ml,1193.92,0,10,80
3837413,Seal Ring,Micro,Micro-Components,L,249.67,0,10,80
3865820,Bolt Kit,Micro,Micro-Components,gm,1222.79,0,10,80
4868546,Spacer Shim,Micro,Micro-Components,Set,786.98,0,10,80
0925227,O-Ring Washer,Micro,Micro-Components,Unit,1316.41,0,10,80
3833136,Crush Washer,Micro,Micro-Components,Pack,1225.82,0,10,80
3867943,Banjo Connector Screw,Micro,Micro-Components,ml,938.03,0,10,80
4866984,Lock Pin,Micro,Micro-Components,Piece,660.92,0,10,80
0923712,Spring Clip,Micro,Micro-Components,Unit,1349.86,0,10,80
3835033,Hose Clamp,Micro,Micro-Components,Set,104.6,0,10,80
3865018,Tie Rod Lock Washer,Micro,Micro-Components,Piece,179.76,0,10,80
4866765,Seal Ring,Micro,Micro-Components,ml,943.42,0,10,80
0929135,Bolt Kit,Micro,Micro-Components,Pack,213.21,0,10,80
3836742,Spacer Shim,Micro,Micro-Components,gm,745.66,0,10,80
3869669,O-Ring Washer,Micro,Micro-Components,Piece,861.86,0,10,80
4863204,Crush Washer,Micro,Micro-Components,Set,1129.84,0,10,80
0921950,Banjo Connector Screw,Micro,Micro-Components,Unit,55.13,0,10,80
3833645,Lock Pin,Micro,Micro-Components,Pack,1144.88,0,10,80
3862865,Spring Clip,Micro,Micro-Components,Unit,158.86,0,10,80
4867028,Hose Clamp,Micro,Micro-Components,Piece,571.34,0,10,80
0927359,Tie Rod Lock Washer,Micro,Micro-Components,L,598.94,0,10,80
3834228,Seal Ring,Micro,Micro-Components,gm,732.1,0,10,80
3863371,Bolt Kit,Micro,Micro-Components,L,1158.96,0,10,80
4861094,Spacer Shim,Micro,Micro-Components,ml,1042.45,0,10,80
0921793,O-Ring Washer,Micro,Micro-Components,ml,900.55,0,10,80
3836779,Crush Washer,Micro,Micro-Components,ml,1438.82,0,10,80
3867166,Banjo Connector Screw,Micro,Micro-Components,Piece,435.45,0,10,80
4869554,Lock Pin,Micro,Micro-Components,L,1368.22,0,10,80
0928783,Spring Clip,Micro,Micro-Components,Set,155.69,0,10,80
3838790,Hose Clamp,Micro,Micro-Components,L,891.48,0,10,80
3868147,Tie Rod Lock Washer,Micro,Micro-Components,L,1378.53,0,10,80
4864876,Seal Ring,Micro,Micro-Components,Piece,233.05,0,10,80
0929795,Bolt Kit,Micro,Micro-Components,Piece,912.04,0,10,80
3836109,Spacer Shim,Micro,Micro-Components,ml,1105.98,0,10,80
3864368,O-Ring Washer,Micro,Micro-Components,Set,1366.48,0,10,80
4862792,Crush Washer,Micro,Micro-Components,Set,357.68,0,10,80
0924417,Banjo Connector Screw,Micro,Micro-Components,Set,283.55,0,10,80
3834030,Lock Pin,Micro,Micro-Components,Unit,501.56,0,10,80
3865021,Spring Clip,Micro,Micro-Components,Piece,344.96,0,10,80
4863708,Hose Clamp,Micro,Micro-Components,Piece,86.87,0,10,80
0929393,Tie Rod Lock Washer,Micro,Micro-Components,L,1182.75,0,10,80
3838970,Seal Ring,Micro,Micro-Components,Piece,624.68,0,10,80
3862625,Bolt Kit,Micro,Micro-Components,ml,1384.83,0,10,80
4869070,Spacer Shim,Micro,Micro-Components,Pack,723.85,0,10,80
16516783,Engine Oil Filter,PM,Periodic Maintenance Kits,ml,245.44,0,5,40
137429670,Cabin Air Filter,PM,Periodic Maintenance Kits,L,2542.61,0,5,40
990J0M194270,Air Filter Element,PM,Periodic Maintenance Kits,ml,3811.97,1,5,40
99180480,Fuel Filter Kit,PM,Periodic Maintenance Kits,L,2780.98,0,5,40
16531566,Spark Plug,PM,Periodic Maintenance Kits,gm,1147.55,0,5,40
137535165,Wiper Blade Insert,PM,Periodic Maintenance Kits,Piece,2589.39,0,5,40
990J0M159676,Engine Oil 5W30,PM,Periodic Maintenance Kits,Unit,267.47,0,5,40
99128449,Brake Fluid,PM,Periodic Maintenance Kits,Unit,4664.39,0,5,40
16548000,Coolant,PM,Periodic Maintenance Kits,Pack,3007.22,0,5,40
137676775,Clutch Fluid,PM,Periodic Maintenance Kits,gm,499.25,0,5,40
990J0M962061,Engine Oil Filter,PM,Periodic Maintenance Kits,Pack,2481.97,1,5,40
991752465,Cabin Air Filter,PM,Periodic Maintenance Kits,Piece,3970.6,1,5,40
165605815,Air Filter Element,PM,Periodic Maintenance Kits,Piece,4047.76,1,5,40
137578446,Fuel Filter Kit,PM,Periodic Maintenance Kits,gm,1112.34,0,5,40
990J0M427073,Spark Plug,PM,Periodic Maintenance Kits,ml,1496.87,0,5,40
99194458,Wiper Blade Insert,PM,Periodic Maintenance Kits,L,5669.24,1,5,40
165166358,Engine Oil 5W30,PM,Periodic Maintenance Kits,Pack,127.36,1,5,40
137808754,Brake Fluid,PM,Periodic Maintenance Kits,gm,5264.84,0,5,40
990J0M52880,Coolant,PM,Periodic Maintenance Kits,Piece,3767.33,0,5,40
99186918,Clutch Fluid,PM,Periodic Maintenance Kits,L,4992.39,0,5,40
16572516,Engine Oil Filter,PM,Periodic Maintenance Kits,L,1356.09,0,5,40
13755648,Cabin Air Filter,PM,Periodic Maintenance Kits,Pack,3416.37,0,5,40
990J0M807280,Air Filter Element,PM,Periodic Maintenance Kits,Pack,183.69,0,5,40
99170774,Fuel Filter Kit,PM,Periodic Maintenance Kits,Unit,879.17,0,5,40
16586908,Spark Plug,PM,Periodic Maintenance Kits,Pack,1670.23,1,5,40
13771268,Wiper Blade Insert,PM,Periodic Maintenance Kits,Pack,3480.27,0,5,40
990J0M88411,Engine Oil 5W30,PM,Periodic Maintenance Kits,Piece,684.14,1,5,40
991705470,Brake Fluid,PM,Periodic Maintenance Kits,Set,4406.5,0,5,40
16557924,Coolant,PM,Periodic Maintenance Kits,Piece,3461.1,0,5,40
137784733,Clutch Fluid,PM,Periodic Maintenance Kits,Pack,2561.11,0,5,40
990J0M71120,Engine Oil Filter,PM,Periodic Maintenance Kits,ml,587.5,0,5,40
991808362,Cabin Air Filter,PM,Periodic Maintenance Kits,ml,2166.25,0,5,40
165478165,Air Filter Element,PM,Periodic Maintenance Kits,Pack,2410.06,0,5,40
137582615,Fuel Filter Kit,PM,Periodic Maintenance Kits,Unit,1655.97,0,5,40
990J0M771210,Spark Plug,PM,Periodic Maintenance Kits,Unit,3003.38,0,5,40
991788281,Wiper Blade Insert,PM,Periodic Maintenance Kits,Pack,684.26,1,5,40
16544008,Engine Oil 5W30,PM,Periodic Maintenance Kits,gm,4145.99,0,5,40
137145186,Brake Fluid,PM,Periodic Maintenance Kits,Pack,4806.52,0,5,40
990J0M713217,Coolant,PM,Periodic Maintenance Kits,L,2197.79,1,5,40
99145772,Clutch Fluid,PM,Periodic Maintenance Kits,Unit,5703.91,0,5,40
165756701,Engine Oil Filter,PM,Periodic Maintenance Kits,ml,4406.74,0,5,40
13777957,Cabin Air Filter,PM,Periodic Maintenance Kits,Set,5884.43,0,5,40
990J0M37935,Air Filter Element,PM,Periodic Maintenance Kits,Pack,3550.17,0,5,40
99129541,Fuel Filter Kit,PM,Periodic Maintenance Kits,Pack,1911.49,1,5,40
16521122,Spark Plug,PM,Periodic Maintenance Kits,Pack,2559.49,0,5,40
13761571,Wiper Blade Insert,PM,Periodic Maintenance Kits,Piece,2758.1,0,5,40
990J0M99613,Engine Oil 5W30,PM,Periodic Maintenance Kits,Piece,2219.95,0,5,40
991234055,Brake Fluid,PM,Periodic Maintenance Kits,Pack,4362.36,1,5,40
165893072,Coolant,PM,Periodic Maintenance Kits,L,4754.8,0,5,40
13789273,Clutch Fluid,PM,Periodic Maintenance Kits,L,1436.11,1,5,40
990J0M39430,Engine Oil Filter,PM,Periodic Maintenance Kits,gm,3197.18,0,5,40
99149974,Cabin Air Filter,PM,Periodic Maintenance Kits,Set,2136.74,0,5,40
165698260,Air Filter Element,PM,Periodic Maintenance Kits,L,3783.66,0,5,40
13760072,Fuel Filter Kit,PM,Periodic Maintenance Kits,Piece,2557.07,0,5,40
990J0M626338,Spark Plug,PM,Periodic Maintenance Kits,gm,2160.0,0,5,40
991999005,Wiper Blade Insert,PM,Periodic Maintenance Kits,gm,300.45,1,5,40
16545400,Engine Oil 5W30,PM,Periodic Maintenance Kits,Piece,2336.74,0,5,40
137143001,Brake Fluid,PM,Periodic Maintenance Kits,gm,4728.75,1,5,40
990J0M811998,Coolant,PM,Periodic Maintenance Kits,Set,3624.75,0,5,40
99134262,Clutch Fluid,PM,Periodic Maintenance Kits,L,436.67,0,5,40
16548197,Engine Oil Filter,PM,Periodic Maintenance Kits,gm,4992.32,1,5,40
137346584,Cabin Air Filter,PM,Periodic Maintenance Kits,Pack,268.56,0,5,40
990J0M91412,Air Filter Element,PM,Periodic Maintenance Kits,gm,3797.18,0,5,40
99172483,Fuel Filter Kit,PM,Periodic Maintenance Kits,Pack,3173.94,0,5,40
16535425,Spark Plug,PM,Periodic Maintenance Kits,Set,5978.2,0,5,40
137678316,Wiper Blade Insert,PM,Periodic Maintenance Kits,gm,3245.0,0,5,40
990J0M27674,Engine Oil 5W30,PM,Periodic Maintenance Kits,Unit,2377.46,0,5,40
991904034,Brake Fluid,PM,Periodic Maintenance Kits,Unit,5120.55,1,5,40
165928952,Coolant,PM,Periodic Maintenance Kits,gm,4424.52,0,5,40
137956101,Clutch Fluid,PM,Periodic Maintenance Kits,ml,4354.35,0,5,40
990J0M503119,Engine Oil Filter,PM,Periodic Maintenance Kits,gm,5372.16,0,5,40
991502732,Cabin Air Filter,PM,Periodic Maintenance Kits,Set,3574.83,0,5,40
165261633,Air Filter Element,PM,Periodic Maintenance Kits,ml,5193.73,0,5,40
13729623,Fuel Filter Kit,PM,Periodic Maintenance Kits,L,5110.96,0,5,40
990J0M43130,Spark Plug,PM,Periodic Maintenance Kits,gm,4199.96,0,5,40
99112469,Wiper Blade Insert,PM,Periodic Maintenance Kits,L,993.7,0,5,40
16559138,Engine Oil 5W30,PM,Periodic Maintenance Kits,Piece,4963.61,1,5,40
137529725,Brake Fluid,PM,Periodic Maintenance Kits,Piece,1006.52,0,5,40
990J0M43062,Coolant,PM,Periodic Maintenance Kits,Pack,1757.88,0,5,40
99144832,Clutch Fluid,PM,Periodic Maintenance Kits,Piece,2291.34,1,5,40
16511007,Engine Oil Filter,PM,Periodic Maintenance Kits,Set,1735.89,1,5,40
137244353,Cabin Air Filter,PM,Periodic Maintenance Kits,Piece,2383.3,0,5,40
990J0M92197,Air Filter Element,PM,Periodic Maintenance Kits,L,1083.83,0,5,40
99160192,Fuel Filter Kit,PM,Periodic Maintenance Kits,L,450.74,0,5,40
165383097,Spark Plug,PM,Periodic Maintenance Kits,ml,5121.87,0,5,40
13731195,Wiper Blade Insert,PM,Periodic Maintenance Kits,L,3903.06,0,5,40
990J0M943804,Engine Oil 5W30,PM,Periodic Maintenance Kits,ml,4938.0,0,5,40
99137082,Brake Fluid,PM,Periodic Maintenance Kits,Pack,56.13,0,5,40
165769648,Coolant,PM,Periodic Maintenance Kits,ml,2735.75,0,5,40
13785932,Clutch Fluid,PM,Periodic Maintenance Kits,ml,1363.58,1,5,40
17688797,Brake Disc,Mid,Mid-Level Components,L,26353.19,0,2,20
95132042,Brake Pad Set,Mid,Mid-Level Components,ml,38059.11,0,2,20
34243756,Brake Shoe Set,Mid,Mid-Level Components,gm,36426.22,0,2,20
38238602,Thermostat,Mid,Mid-Level Components,L,16204.98,0,2,20
42173416,AC Compressor Bracket,Mid,Mid-Level Components,gm,39367.12,0,2,20
17617424,Ignition Coil,Mid,Mid-Level Components,Pack,35816.92,0,2,20
95129982,Relay Module,Mid,Mid-Level Components,Pack,8917.64,0,2,20
34236431,ECM Harness,Mid,Mid-Level Components,Unit,26240.84,0,2,20
38236385,Damper Pulley,Mid,Mid-Level Components,Piece,19125.53,0,2,20
42195530,Wheel Cylinder,Mid,Mid-Level Components,L,7828.26,0,2,20
17615776,Brake Disc,Mid,Mid-Level Components,gm,31175.58,0,2,20
95184318,Brake Pad Set,Mid,Mid-Level Components,ml,33868.94,0,2,20
34240707,Brake Shoe Set,Mid,Mid-Level Components,Piece,25235.7,0,2,20
38292879,Thermostat,Mid,Mid-Level Components,L,1784.78,0,2,20
42154859,AC Compressor Bracket,Mid,Mid-Level Components,Pack,24857.69,0,2,20
17610526,Ignition Coil,Mid,Mid-Level Components,Unit,548.66,0,2,20
95121536,Relay Module,Mid,Mid-Level Components,Set,27579.83,0,2,20
34244531,ECM Harness,Mid,Mid-Level Components,Unit,8420.73,0,2,20
38284744,Damper Pulley,Mid,Mid-Level Components,L,3036.25,0,2,20
42115109,Wheel Cylinder,Mid,Mid-Level Components,gm,11125.24,0,2,20
17664615,Brake Disc,Mid,Mid-Level Components,ml,39381.88,0,2,20
95170112,Brake Pad Set,Mid,Mid-Level Components,gm,3361.65,0,2,20
34240015,Brake Shoe Set,Mid,Mid-Level Components,Pack,19457.58,0,2,20
38272046,Thermostat,Mid,Mid-Level Components,Set,12020.67,0,2,20
42131804,AC Compressor Bracket,Mid,Mid-Level Components,Unit,34474.83,0,2,20
17630581,Ignition Coil,Mid,Mid-Level Components,Unit,2064.94,0,2,20
95142981,Relay Module,Mid,Mid-Level Components,ml,4644.74,0,2,20
34253408,ECM Harness,Mid,Mid-Level Components,L,39473.17,0,2,20
38248559,Damper Pulley,Mid,Mid-Level Components,Piece,20206.08,0,2,20
42158787,Wheel Cylinder,Mid,Mid-Level Components,Unit,22606.12,0,2,20
17632431,Brake Disc,Mid,Mid-Level Components,Pack,13395.22,0,2,20
95159153,Brake Pad Set,Mid,Mid-Level Components,Unit,3970.73,0,2,20
34255004,Brake Shoe Set,Mid,Mid-Level Components,Set,1811.52,0,2,20
38266985,Thermostat,Mid,Mid-Level Components,Set,13222.74,0,2,20
42191061,AC Compressor Bracket,Mid,Mid-Level Components,Piece,8433.93,0,2,20
17685897,Ignition Coil,Mid,Mid-Level Components,Pack,32946.91,0,2,20
95175641,Relay Module,Mid,Mid-Level Components,Piece,26980.23,0,2,20
34261047,ECM Harness,Mid,Mid-Level Components,ml,5406.69,0,2,20
38259786,Damper Pulley,Mid,Mid-Level Components,Set,23993.68,0,2,20
42136015,Wheel Cylinder,Mid,Mid-Level Components,Unit,28507.89,0,2,20
17636289,Brake Disc,Mid,Mid-Level Components,L,32168.26,0,2,20
95123629,Brake Pad Set,Mid,Mid-Level Components,Piece,32685.59,0,2,20
34236630,Brake Shoe Set,Mid,Mid-Level Components,ml,35845.26,0,2,20
38276435,Thermostat,Mid,Mid-Level Components,Set,32783.26,0,2,20
42184137,AC Compressor Bracket,Mid,Mid-Level Components,Piece,25921.32,0,2,20
17631288,Ignition Coil,Mid,Mid-Level Components,L,29397.79,0,2,20
95125313,Relay Module,Mid,Mid-Level Components,Set,23934.51,0,2,20
34211560,ECM Harness,Mid,Mid-Level Components,gm,24821.81,0,2,20
38241890,Damper Pulley,Mid,Mid-Level Components,Piece,19072.21,0,2,20
42180316,Wheel Cylinder,Mid,Mid-Level Components,gm,31693.09,0,2,20
17680326,Brake Disc,Mid,Mid-Level Components,ml,6886.07,0,2,20
95185717,Brake Pad Set,Mid,Mid-Level Components,Pack,26303.89,0,2,20
34247412,Brake Shoe Set,Mid,Mid-Level Components,Unit,19984.44,0,2,20
38270315,Thermostat,Mid,Mid-Level Components,Pack,16428.82,0,2,20
42155500,AC Compressor Bracket,Mid,Mid-Level Components,gm,17026.79,0,2,20
17640027,Ignition Coil,Mid,Mid-Level Components,Unit,34796.76,0,2,20
95169321,Relay Module,Mid,Mid-Level Components,gm,33926.69,0,2,20
34257908,ECM Harness,Mid,Mid-Level Components,L,29546.34,0,2,20
38249443,Damper Pulley,Mid,Mid-Level Components,L,2084.31,0,2,20
42190818,Wheel Cylinder,Mid,Mid-Level Components,Unit,17825.31,0,2,20
17641860,Brake Disc,Mid,Mid-Level Components,Pack,19723.42,0,2,20
95153585,Brake Pad Set,Mid,Mid-Level Components,Piece,36077.72,0,2,20
34255350,Brake Shoe Set,Mid,Mid-Level Components,Pack,39689.27,0,2,20
38255241,Thermostat,Mid,Mid-Level Components,Set,14686.47,0,2,20
42158364,AC Compressor Bracket,Mid,Mid-Level Components,Pack,25446.63,0,2,20
17694878,Ignition Coil,Mid,Mid-Level Components,Unit,5696.92,0,2,20
95129975,Relay Module,Mid,Mid-Level Components,L,36406.78,0,2,20
34221561,ECM Harness,Mid,Mid-Level Components,L,15227.52,0,2,20
38259153,Damper Pulley,Mid,Mid-Level Components,Piece,16814.73,0,2,20
42154965,Wheel Cylinder,Mid,Mid-Level Components,gm,17768.03,0,2,20
17660677,Brake Disc,Mid,Mid-Level Components,L,16498.32,0,2,20
95180135,Brake Pad Set,Mid,Mid-Level Components,Piece,14689.72,0,2,20
34279350,Brake Shoe Set,Mid,Mid-Level Components,Set,26258.87,0,2,20
38271272,Thermostat,Mid,Mid-Level Components,Unit,16262.31,0,2,20
42174674,AC Compressor Bracket,Mid,Mid-Level Components,gm,856.7,0,2,20
17623760,Ignition Coil,Mid,Mid-Level Components,L,5669.51,0,2,20
95122588,Relay Module,Mid,Mid-Level Components,Piece,18424.69,0,2,20
34262233,ECM Harness,Mid,Mid-Level Components,ml,17959.96,0,2,20
38286367,Damper Pulley,Mid,Mid-Level Components,Pack,18226.71,0,2,20
42186619,Wheel Cylinder,Mid,Mid-Level Components,Set,6257.38,0,2,20
17616276,Brake Disc,Mid,Mid-Level Components,L,23721.43,0,2,20
95133499,Brake Pad Set,Mid,Mid-Level Components,Unit,10474.85,0,2,20
34281635,Brake Shoe Set,Mid,Mid-Level Components,L,1948.52,0,2,20
38265204,Thermostat,Mid,Mid-Level Components,Piece,26720.28,0,2,20
42119847,AC Compressor Bracket,Mid,Mid-Level Components,L,18131.56,0,2,20
17693310,Ignition Coil,Mid,Mid-Level Components,Piece,22546.54,0,2,20
95193194,Relay Module,Mid,Mid-Level Components,gm,1850.42,0,2,20
34291537,ECM Harness,Mid,Mid-Level Components,Unit,21481.2,0,2,20
38210281,Damper Pulley,Mid,Mid-Level Components,gm,25780.12,0,2,20
42111058,Wheel Cylinder,Mid,Mid-Level Components,Set,7610.41,0,2,20
1120039856,Engine Block Assembly,Macro,Macro-Components,Unit,152397.61,0,1,5
3E051235,Cylinder Head Assembly,Macro,Macro-Components,gm,127775.81,0,1,5
5M075661,Transmission Assembly,Macro,Macro-Components,Pack,90935.7,0,1,5
6A025398,Gearbox,Macro,Macro-Components,Piece,74742.78,0,1,5
1120019110,Body Shell in White,Macro,Macro-Components,L,140077.57,1,1,5
3E042556,Front End Module,Macro,Macro-Components,L,180599.98,0,1,5
5M014470,Differential Assembly,Macro,Macro-Components,Pack,59262.03,0,1,5
6A033196,Chassis Frame,Macro,Macro-Components,Set,219013.43,0,1,5
1120058320,Powertrain Assembly,Macro,Macro-Components,Piece,244978.35,0,1,5
3E065409,Complete Body Shell,Macro,Macro-Components,Pack,160194.1,0,1,5
5M060138,Engine Block Assembly,Macro,Macro-Components,Unit,177038.79,0,1,5
6A041890,Cylinder Head Assembly,Macro,Macro-Components,Piece,169838.09,0,1,5
1120088916,Transmission Assembly,Macro,Macro-Components,Unit,40049.36,0,1,5
3E027087,Gearbox,Macro,Macro-Components,Set,89756.22,0,1,5
5M097128,Body Shell in White,Macro,Macro-Components,gm,198860.59,0,1,5
6A076024,Front End Module,Macro,Macro-Components,ml,221451.16,0,1,5
1120039165,Differential Assembly,Macro,Macro-Components,L,171884.45,0,1,5
3E083297,Chassis Frame,Macro,Macro-Components,gm,202486.21,0,1,5
5M013712,Powertrain Assembly,Macro,Macro-Components,Set,142954.94,1,1,5
6A013726,Complete Body Shell,Macro,Macro-Components,Unit,101118.46,0,1,5
1120019108,Engine Block Assembly,Macro,Macro-Components,ml,106311.15,0,1,5
3E018927,Cylinder Head Assembly,Macro,Macro-Components,Unit,119438.57,1,1,5
5M086743,Transmission Assembly,Macro,Macro-Components,Set,166005.35,0,1,5
6A087576,Gearbox,Macro,Macro-Components,ml,142455.46,0,1,5
1120041348,Body Shell in White,Macro,Macro-Components,gm,95193.24,0,1,5
3E091889,Front End Module,Macro,Macro-Components,gm,72826.37,0,1,5
5M083770,Differential Assembly,Macro,Macro-Components,Piece,206051.65,0,1,5
6A088714,Chassis Frame,Macro,Macro-Components,ml,19284.66,0,1,5
1120079967,Powertrain Assembly,Macro,Macro-Components,Piece,31750.86,0,1,5
3E018906,Complete Body Shell,Macro,Macro-Components,ml,29162.84,0,1,5
5M047650,Engine Block Assembly,Macro,Macro-Components,Pack,54087.93,0,1,5
6A067716,Cylinder Head Assembly,Macro,Macro-Components,L,172472.57,0,1,5
1120023467,Transmission Assembly,Macro,Macro-Components,ml,151519.03,1,1,5
3E074157,Gearbox,Macro,Macro-Components,Pack,108977.72,0,1,5
5M096365,Body Shell in White,Macro,Macro-Components,ml,43957.32,0,1,5
6A039734,Front End Module,Macro,Macro-Components,gm,58377.51,0,1,5
1120058368,Differential Assembly,Macro,Macro-Components,Pack,58528.68,0,1,5
3E022149,Chassis Frame,Macro,Macro-Components,Piece,206700.93,0,1,5
5M052668,Powertrain Assembly,Macro,Macro-Components,Pack,41391.52,1,1,5
6A075429,Complete Body Shell,Macro,Macro-Components,Set,136066.17,0,1,5
1120062249,Engine Block Assembly,Macro,Macro-Components,Unit,166952.39,0,1,5
3E085388,Cylinder Head Assembly,Macro,Macro-Components,Pack,226505.43,0,1,5
5M044084,Transmission Assembly,Macro,Macro-Components,L,79579.42,0,1,5
6A017227,Gearbox,Macro,Macro-Components,Piece,171874.23,1,1,5
1120091571,Body Shell in White,Macro,Macro-Components,Pack,121165.4,0,1,5
3E074174,Front End Module,Macro,Macro-Components,Unit,188165.33,0,1,5
5M027014,Differential Assembly,Macro,Macro-Components,gm,37492.92,1,1,5
6A026014,Chassis Frame,Macro,Macro-Components,ml,157667.1,0,1,5
1120067993,Powertrain Assembly,Macro,Macro-Components,Unit,106862.91,0,1,5
3E017421,Complete Body Shell,Macro,Macro-Components,Unit,247129.6,1,1,5
5M075108,Engine Block Assembly,Macro,Macro-Components,Pack,110014.91,0,1,5
6A041910,Cylinder Head Assembly,Macro,Macro-Components,Unit,177722.5,0,1,5
1120039371,Transmission Assembly,Macro,Macro-Components,Set,39465.77,0,1,5
3E086329,Gearbox,Macro,Macro-Components,Piece,196566.34,0,1,5
5M083379,Body Shell in White,Macro,Macro-Components,ml,109279.16,0,1,5
6A078008,Front End Module,Macro,Macro-Components,Piece,31314.6,0,1,5
1120079249,Differential Assembly,Macro,Macro-Components,L,203083.78,0,1,5
3E024484,Chassis Frame,Macro,Macro-Components,Set,154310.82,0,1,5
5M055113,Powertrain Assembly,Macro,Macro-Components,ml,59726.34,1,1,5
6A029201,Complete Body Shell,Macro,Macro-Components,Set,146079.1,0,1,5
