Transaction_ID,Date,Dealer_ID,Warehouse_ID,Part_Number,System_Suggested_Qty,Manager_Modified_Qty,Fulfillment_Status,Priority_Flag
SOQ00005589,2025-10-24,DLR017,WH003,99000M91690,0,0,Not Needed,Normal
SOQ00005590,2025-02-19,DLR011,WH002,17632431,20,22,Pending,Normal
SOQ00005591,2025-01-19,DLR021,WH004,0921666,0,0,Not Needed,Normal
SOQ00005592,2025-04-14,DLR016,WH003,4866240,80,77,Fulfilled,Medium
SOQ00005593,2025-07-12,DLR022,WH004,1120019108,0,0,Not Needed,Normal
SOQ00005594,2025-06-04,DLR003,WH001,5M027014,0,0,Not Needed,High
SOQ00005595,2025-07-08,DLR005,WH001,99000M23724,0,0,Not Needed,Normal
SOQ00005596,2025-04-18,DLR027,WH005,990J0M01334,0,0,Not Needed,Medium
SOQ00005597,2025-02-28,DLR027,WH005,990J0M53016,0,0,Not Needed,Normal
SOQ00005598,2025-12-01,DLR019,WH003,99000M39744,0,0,Not Needed,Normal
SOQ00005599,2025-01-27,DLR026,WH004,95123629,0,0,Not Needed,Normal
SOQ00005600,2025-08-02,DLR022,WH004,4863204,0,0,Not Needed,Normal
SOQ00005601,2025-07-15,DLR011,WH002,6A078008,5,6,Fulfilled,Normal
SOQ00005602,2025-06-24,DLR001,WH001,4869554,0,0,Not Needed,Normal
SOQ00005603,2025-05-16,DLR012,WH002,95122588,0,0,Not Needed,Normal
SOQ00005604,2025-05-08,DLR028,WH005,3832908,0,0,Not Needed,Normal
SOQ00005605,2025-04-10,DLR011,WH002,99000M51417,200,202,Pending,Normal
SOQ00005606,2025-10-22,DLR003,WH001,991234055,40,42,Fulfilled,Normal
SOQ00005607,2025-09-13,DLR022,WH004,990J0M06112,0,0,Not Needed,Normal
SOQ00005608,2025-05-29,DLR005,WH001,42173416,20,25,Fulfilled,Normal
SOQ00005609,2025-03-04,DLR003,WH001,99112469,40,38,Fulfilled,Normal
SOQ00005610,2025-01-02,DLR016,WH003,4866240,80,81,Fulfilled,Normal
SOQ00005611,2025-03-03,DLR010,WH002,99000M55690,200,204,Fulfilled,Normal
SOQ00005612,2025-07-23,DLR023,WH004,990J0M79585,0,0,Not Needed,Medium
SOQ00005613,2025-02-03,DLR023,WH004,1120062249,0,0,Not Needed,Normal
SOQ00005614,2025-08-05,DLR012,WH002,990J0M94189,0,0,Not Needed,Normal
SOQ00005615,2025-03-02,DLR028,WH005,4867986,80,84,Fulfilled,Normal
SOQ00005616,2025-02-12,DLR005,WH001,990J0M21969,0,0,Not Needed,Normal
SOQ00005617,2025-03-17,DLR011,WH002,42131804,20,18,Fulfilled,Normal
SOQ00005618,2025-06-28,DLR010,WH002,99000M47936,0,0,Not Needed,Normal
SOQ00005619,2025-08-30,DLR011,WH002,99000M53340,0,0,Not Needed,Normal
SOQ00005620,2025-06-01,DLR004,WH001,34291537,20,20,Fulfilled,Normal
SOQ00005621,2025-01-06,DLR017,WH003,99000M76807,200,198,Fulfilled,Normal
SOQ00005622,2025-03-05,DLR019,WH003,990J0M11404,200,204,Fulfilled,Normal
SOQ00005623,2025-07-02,DLR019,WH003,990J0M73754,200,202,Fulfilled,Normal
SOQ00005624,2025-02-23,DLR013,WH002,990J0M86198,200,198,Fulfilled,Normal
SOQ00005625,2025-10-21,DLR004,WH001,99000M61486,200,201,Fulfilled,Normal
SOQ00005626,2025-09-03,DLR025,WH004,42173416,0,0,Not Needed,Normal
SOQ00005627,2025-10-25,DLR027,WH005,4868901,0,0,Not Needed,Normal
SOQ00005628,2025-08-13,DLR001,WH001,3867031,80,80,Fulfilled,Normal
SOQ00005629,2025-06-06,DLR002,WH001,42190818,20,17,Fulfilled,Normal
SOQ00005630,2025-04-25,DLR025,WH004,6A041910,0,0,Not Needed,Normal
SOQ00005631,2025-12-08,DLR007,WH001,4869905,0,0,Not Needed,Normal
SOQ00005632,2025-09-13,DLR017,WH003,99000M87245,200,204,Fulfilled,Normal
SOQ00005633,2025-01-23,DLR017,WH003,990J0M45535,0,0,Not Needed,Normal
SOQ00005634,2025-09-09,DLR027,WH005,6A025398,5,9,Fulfilled,Normal
SOQ00005635,2025-12-07,DLR017,WH003,99000M70350,0,0,Not Needed,Normal
SOQ00005636,2025-01-09,DLR008,WH001,3831770,80,83,Fulfilled,Normal
SOQ00005637,2025-12-14,DLR022,WH004,3869669,0,0,Not Needed,Normal
SOQ00005638,2025-09-16,DLR025,WH004,990J0M95991,0,0,Not Needed,Normal
SOQ00005639,2025-12-13,DLR014,WH003,3832331,0,0,Not Needed,Normal
SOQ00005640,2025-11-06,DLR017,WH003,38255241,20,17,Fulfilled,Normal
SOQ00005641,2025-05-15,DLR004,WH001,17610526,0,0,Not Needed,Normal
SOQ00005642,2025-05-26,DLR019,WH003,99000M21362,200,204,Pending,Normal
SOQ00005643,2025-09-18,DLR026,WH004,165605815,40,44,Fulfilled,Normal
SOQ00005644,2025-07-01,DLR027,WH005,99000M50025,0,0,Not Needed,Medium
SOQ00005645,2025-10-10,DLR013,WH002,99000M32721,0,0,Not Needed,Normal
SOQ00005646,2025-03-10,DLR027,WH005,990J0M503119,40,38,Fulfilled,Normal
SOQ00005647,2025-11-27,DLR015,WH003,99000M56671,0,0,Not Needed,Normal
SOQ00005648,2025-03-19,DLR030,WH001,990J0M61823,0,0,Not Needed,Normal
SOQ00005649,2025-12-11,DLR017,WH003,165769648,0,0,Not Needed,Normal
SOQ00005650,2025-01-26,DLR002,WH001,99134262,0,0,Not Needed,Medium
SOQ00005651,2025-09-07,DLR023,WH004,5M014470,0,0,Not Needed,Normal
SOQ00005652,2025-09-14,DLR009,WH002,137676775,0,0,Not Needed,Normal
SOQ00005653,2025-07-19,DLR026,WH004,990J0M66209,0,0,Not Needed,Normal
SOQ00005654,2025-08-01,DLR010,WH002,990J0M07410,200,200,Fulfilled,Normal
SOQ00005655,2025-09-01,DLR005,WH001,99000M80652,0,0,Not Needed,Normal
SOQ00005656,2025-08-18,DLR010,WH002,3E083297,5,2,Fulfilled,High
SOQ00005657,2025-09-03,DLR012,WH002,0929150,0,0,Not Needed,Normal
SOQ00005658,2025-06-15,DLR005,WH001,99000M33169,0,0,Not Needed,Normal
SOQ00005659,2025-03-16,DLR019,WH003,990J0M71190,0,0,Not Needed,Normal
SOQ00005660,2025-04-17,DLR026,WH004,99000M20569,0,0,Not Needed,Normal
SOQ00005661,2025-10-15,DLR026,WH004,95142981,20,18,Pending,Normal
SOQ00005662,2025-04-25,DLR010,WH002,34291537,20,17,Fulfilled,Normal
SOQ00005663,2025-01-03,DLR007,WH001,990J0M38766,200,198,Fulfilled,Normal
SOQ00005664,2025-11-08,DLR004,WH001,990J0M68158,0,0,Not Needed,Normal
SOQ00005665,2025-08-17,DLR017,WH003,990J0M10976,0,0,Not Needed,Normal
SOQ00005666,2025-09-06,DLR013,WH002,42191061,0,0,Not Needed,Normal
SOQ00005667,2025-06-11,DLR019,WH003,990J0M43130,40,40,Fulfilled,Normal
SOQ00005668,2025-11-11,DLR028,WH005,99000M16906,0,0,Not Needed,Normal
SOQ00005669,2025-12-19,DLR030,WH001,4869905,0,0,Not Needed,Normal
SOQ00005670,2025-04-07,DLR013,WH002,1120058368,0,0,Not Needed,Normal
SOQ00005671,2025-01-07,DLR019,WH003,165383097,40,39,Fulfilled,Normal
SOQ00005672,2025-08-02,DLR006,WH001,42180316,20,18,Fulfilled,Normal
SOQ00005673,2025-02-24,DLR026,WH004,990J0M08402,0,0,Not Needed,Normal
SOQ00005674,2025-08-24,DLR007,WH001,99000M64905,0,0,Not Needed,Normal
SOQ00005675,2025-04-14,DLR011,WH002,990J0M76549,200,201,Fulfilled,Normal
SOQ00005676,2025-07-04,DLR023,WH004,990J0M48200,0,0,Not Needed,Normal
SOQ00005677,2025-12-07,DLR010,WH002,99000M96286,0,0,Not Needed,Medium
SOQ00005678,2025-05-10,DLR011,WH002,990J0M69182,200,197,Fulfilled,Normal
SOQ00005679,2025-06-18,DLR018,WH003,99000M45553,0,0,Not Needed,Normal
SOQ00005680,2025-08-17,DLR001,WH001,3838790,80,81,Fulfilled,Normal
SOQ00005681,2025-07-26,DLR017,WH003,0921876,0,0,Not Needed,Normal
SOQ00005682,2025-09-17,DLR019,WH003,3832908,80,85,Fulfilled,Normal
SOQ00005683,2025-08-01,DLR014,WH003,0927371,80,85,Fulfilled,Normal
SOQ00005684,2025-09-17,DLR006,WH001,42180316,20,22,Fulfilled,Normal
SOQ00005685,2025-01-04,DLR002,WH001,3868240,0,0,Not Needed,Normal
SOQ00005686,2025-05-06,DLR008,WH001,990J0M999H2-360,0,0,Not Needed,Normal
SOQ00005687,2025-03-03,DLR030,WH001,42111058,0,0,Not Needed,Normal
SOQ00005688,2025-08-28,DLR021,WH004,990J0M07410,200,203,Fulfilled,Normal
SOQ00005689,2025-05-26,DLR024,WH004,5M086743,0,0,Not Needed,Normal
SOQ00005690,2025-12-23,DLR018,WH003,0926468,0,0,Not Needed,Normal
SOQ00005691,2025-02-07,DLR025,WH004,990J0M06112,0,0,Not Needed,Normal
SOQ00005692,2025-09-17,DLR016,WH003,99000M45553,200,199,Pending,Normal
SOQ00005693,2025-10-10,DLR018,WH003,1120079967,0,0,Not Needed,Normal
SOQ00005694,2025-06-28,DLR021,WH004,0921249,0,0,Not Needed,Normal
SOQ00005695,2025-08-11,DLR018,WH003,5M013712,0,0,Not Needed,Normal
SOQ00005696,2025-02-04,DLR027,WH005,3868240,80,82,Fulfilled,Normal
SOQ00005697,2025-05-27,DLR009,WH002,99000M66213,200,204,Fulfilled,Normal
SOQ00005698,2025-04-04,DLR010,WH002,6A087576,5,6,Fulfilled,Normal
SOQ00005699,2025-07-05,DLR026,WH004,99000M38523,0,0,Not Needed,Normal
SOQ00005700,2025-02-07,DLR009,WH002,0927376,0,0,Not Needed,Normal
SOQ00005701,2025-02-12,DLR012,WH002,990J0M47212,0,0,Not Needed,Normal
SOQ00005702,2025-12-16,DLR017,WH003,38286367,0,0,Not Needed,Normal
SOQ00005703,2025-02-25,DLR006,WH001,1120023467,0,0,Not Needed,Normal
SOQ00005704,2025-11-19,DLR030,WH001,0929393,0,0,Not Needed,Normal
SOQ00005705,2025-06-22,DLR012,WH002,991999005,0,0,Not Needed,Normal
SOQ00005706,2025-06-14,DLR019,WH003,3E083297,5,6,Fulfilled,Normal
SOQ00005707,2025-08-19,DLR018,WH003,990J0M61823,0,0,Not Needed,Medium
SOQ00005708,2025-12-15,DLR025,WH004,165261633,40,37,Fulfilled,Normal
SOQ00005709,2025-10-03,DLR007,WH001,0928043,0,0,Not Needed,Normal
SOQ00005710,2025-07-19,DLR002,WH001,4869915,0,0,Not Needed,Normal
SOQ00005711,2025-01-02,DLR016,WH003,990J0M10637,0,0,Not Needed,Normal
SOQ00005712,2025-04-21,DLR015,WH003,3E074174,0,0,Not Needed,Normal
SOQ00005713,2025-01-04,DLR028,WH005,990J0M27674,40,41,Fulfilled,Normal
SOQ00005714,2025-01-13,DLR027,WH005,990J0M15805,0,0,Not Needed,Normal
SOQ00005715,2025-02-15,DLR001,WH001,38286367,0,0,Not Needed,Normal
SOQ00005716,2025-07-17,DLR004,WH001,137244353,0,0,Not Needed,Normal
SOQ00005717,2025-12-21,DLR028,WH005,13780M72R00,40,39,Fulfilled,Normal
SOQ00005718,2025-10-12,DLR004,WH001,990J0M68158,0,0,Not Needed,Normal
SOQ00005719,2025-10-09,DLR017,WH003,34253408,20,24,Fulfilled,Normal
SOQ00005720,2025-10-12,DLR004,WH001,34262233,0,0,Not Needed,Normal
SOQ00005721,2025-09-13,DLR018,WH003,990J0M50310,0,0,Not Needed,Normal
SOQ00005722,2025-12-27,DLR004,WH001,0921950,80,77,Pending,Normal
SOQ00005723,2025-02-04,DLR024,WH004,4864419,80,77,Fulfilled,Normal
SOQ00005724,2025-12-26,DLR011,WH002,0921249,0,0,Not Needed,Normal
SOQ00005725,2025-08-08,DLR022,WH004,38255241,0,0,Not Needed,Normal
SOQ00005726,2025-05-18,DLR003,WH001,99000M27360,0,0,Not Needed,Normal
SOQ00005727,2025-03-04,DLR017,WH003,99137082,0,0,Not Needed,Normal
SOQ00005728,2025-06-25,DLR003,WH001,0929795,0,0,Not Needed,Normal
SOQ00005729,2025-01-19,DLR008,WH001,16521122,0,0,Not Needed,Normal
SOQ00005730,2025-09-03,DLR008,WH001,1120019110,0,0,Not Needed,Normal
SOQ00005731,2025-04-27,DLR030,WH001,3868147,80,85,Pending,Normal
SOQ00005732,2025-06-23,DLR002,WH001,99000M59111,0,0,Not Needed,Normal
SOQ00005733,2025-11-14,DLR029,WH005,3866124,0,0,Not Needed,Normal
SOQ00005734,2025-12-11,DLR009,WH002,990J0M21969,0,0,Not Needed,Normal
SOQ00005735,2025-08-02,DLR028,WH005,13771268,0,0,Not Needed,Normal
SOQ00005736,2025-03-08,DLR015,WH003,165605815,0,0,Not Needed,Normal
SOQ00005737,2025-12-04,DLR015,WH003,4866569,80,78,Fulfilled,Normal
SOQ00005738,2025-09-05,DLR001,WH001,990J0M427073,0,0,Not Needed,Normal
SOQ00005739,2025-08-16,DLR020,WH003,3835780,80,83,Fulfilled,Normal
SOQ00005740,2025-05-05,DLR016,WH003,95170112,20,19,Fulfilled,Normal
SOQ00005741,2025-10-24,DLR019,WH003,99128449,40,45,Pending,Normal
SOQ00005742,2025-11-04,DLR014,WH003,17688797,20,22,Fulfilled,Normal
SOQ00005743,2025-10-29,DLR003,WH001,990J0M27673,0,0,Not Needed,Normal
SOQ00005744,2025-12-25,DLR005,WH001,34240015,0,0,Not Needed,Normal
SOQ00005745,2025-09-08,DLR021,WH004,99000M91802,0,0,Not Needed,Normal
SOQ00005746,2025-11-25,DLR008,WH001,990J0M427073,0,0,Not Needed,Normal
SOQ00005747,2025-02-06,DLR024,WH004,34236431,0,0,Not Needed,Normal
SOQ00005748,2025-01-03,DLR002,WH001,95159153,0,0,Not Needed,Normal
SOQ00005749,2025-06-15,DLR010,WH002,0929393,0,0,Not Needed,Normal
SOQ00005750,2025-10-12,DLR026,WH004,990J0M06112,0,0,Not Needed,Normal
SOQ00005751,2025-02-01,DLR029,WH005,4861232,0,0,Not Needed,Normal
SOQ00005752,2025-03-20,DLR029,WH005,990J0M31626,0,0,Not Needed,Normal
SOQ00005753,2025-10-30,DLR007,WH001,42173416,0,0,Not Needed,Normal
SOQ00005754,2025-11-04,DLR001,WH001,990J0M626338,0,0,Not Needed,Normal
SOQ00005755,2025-11-04,DLR011,WH002,99000M46550,0,0,Not Needed,Normal
SOQ00005756,2025-11-12,DLR028,WH005,0927359,0,0,Not Needed,Normal
SOQ00005757,2025-12-09,DLR011,WH002,34262233,0,0,Not Needed,Normal
SOQ00005758,2025-11-07,DLR004,WH001,165261633,40,39,Fulfilled,Normal
SOQ00005759,2025-11-12,DLR011,WH002,990J0M27674,0,0,Not Needed,Normal
SOQ00005760,2025-07-26,DLR002,WH001,42184137,0,0,Not Needed,Normal
SOQ00005761,2025-05-19,DLR025,WH004,3832908,0,0,Not Needed,Normal
SOQ00005762,2025-10-27,DLR002,WH001,17641860,0,0,Not Needed,Normal
SOQ00005763,2025-12-23,DLR024,WH004,16511007,0,0,Not Needed,Normal
SOQ00005764,2025-05-16,DLR020,WH003,16535425,0,0,Not Needed,Normal
SOQ00005765,2025-06-09,DLR005,WH001,99000M44272,0,0,Not Needed,Normal
SOQ00005766,2025-04-01,DLR005,WH001,16557924,0,0,Not Needed,Normal
SOQ00005767,2025-10-01,DLR003,WH001,3E065409,5,2,Fulfilled,Normal
SOQ00005768,2025-08-08,DLR023,WH004,3831364,0,0,Not Needed,Normal
SOQ00005769,2025-03-13,DLR018,WH003,3868147,80,84,Pending,Normal
SOQ00005770,2025-10-25,DLR011,WH002,99160192,0,0,Not Needed,Normal
SOQ00005771,2025-12-27,DLR016,WH003,38270315,0,0,Not Needed,Normal
SOQ00005772,2025-11-06,DLR007,WH001,3862605,80,84,Fulfilled,Normal
SOQ00005773,2025-09-12,DLR030,WH001,990J0M72092,200,204,Fulfilled,Normal
SOQ00005774,2025-04-17,DLR023,WH004,3865544,80,83,Fulfilled,Normal
SOQ00005775,2025-08-14,DLR012,WH002,99000M83052,0,0,Not Needed,Normal
SOQ00005776,2025-11-05,DLR025,WH004,99000M44074,0,0,Not Needed,Normal
SOQ00005777,2025-12-25,DLR012,WH002,990J0M999H2-360,0,0,Not Needed,Normal
SOQ00005778,2025-09-24,DLR004,WH001,5M027014,0,0,Not Needed,High
SOQ00005779,2025-06-20,DLR023,WH004,6A067716,5,3,Fulfilled,Normal
SOQ00005780,2025-04-19,DLR009,WH002,99112469,40,40,Fulfilled,Normal
SOQ00005781,2025-10-15,DLR019,WH003,990J0M811998,40,40,Pending,Normal
SOQ00005782,2025-03-22,DLR017,WH003,4864419,0,0,Not Needed,Normal
SOQ00005783,2025-10-21,DLR019,WH003,3869669,0,0,Not Needed,Normal
SOQ00005784,2025-12-15,DLR012,WH002,99000M33169,0,0,Not Needed,Normal
SOQ00005785,2025-06-25,DLR019,WH003,4869070,0,0,Not Needed,Normal
SOQ00005786,2025-08-12,DLR017,WH003,990J0M35280,0,0,Not Needed,Normal
SOQ00005787,2025-11-11,DLR006,WH001,1120079249,6,7,Fulfilled,High
SOQ00005788,2025-08-21,DLR024,WH004,95184318,0,0,Not Needed,Normal
SOQ00005789,2025-06-14,DLR028,WH005,99000M02879,0,0,Not Needed,Normal
SOQ00005790,2025-07-19,DLR006,WH001,0927359,0,0,Not Needed,Normal
SOQ00005791,2025-01-29,DLR029,WH005,99000M29865,0,0,Not Needed,Normal
SOQ00005792,2025-12-23,DLR003,WH001,5M047650,5,2,Fulfilled,Normal
SOQ00005793,2025-05-02,DLR012,WH002,990J0M76223,0,0,Not Needed,Normal
SOQ00005794,2025-07-24,DLR029,WH005,99000M64515,0,0,Not Needed,Normal
SOQ00005795,2025-11-07,DLR020,WH003,991808362,40,40,Fulfilled,Medium
SOQ00005796,2025-05-11,DLR009,WH002,99000M78079,0,0,Not Needed,Normal
SOQ00005797,2025-02-05,DLR027,WH005,95153585,20,21,Fulfilled,Normal
SOQ00005798,2025-07-25,DLR018,WH003,990J0M00779,0,0,Not Needed,Normal
SOQ00005799,2025-03-31,DLR026,WH004,3832828,0,0,Not Needed,Normal
SOQ00005800,2025-04-14,DLR016,WH003,990J0M60110,200,199,Pending,Normal
SOQ00005801,2025-02-21,DLR016,WH003,99000M09278,200,205,Fulfilled,Normal
SOQ00005802,2025-12-07,DLR003,WH001,3865164,0,0,Not Needed,Normal
SOQ00005803,2025-08-24,DLR006,WH001,99000M46550,0,0,Not Needed,Medium
SOQ00005804,2025-08-15,DLR026,WH004,4869070,0,0,Not Needed,Normal
SOQ00005805,2025-08-24,DLR028,WH005,99000M29865,0,0,Not Needed,Normal
SOQ00005806,2025-05-03,DLR008,WH001,3838970,80,84,Fulfilled,Normal
SOQ00005807,2025-04-14,DLR008,WH001,990J0M89484,0,0,Not Needed,Normal
SOQ00005808,2025-11-20,DLR030,WH001,99000M64515,0,0,Not Needed,Normal
SOQ00005809,2025-11-04,DLR025,WH004,6A067716,5,9,Fulfilled,Normal
SOQ00005810,2025-01-24,DLR009,WH002,990J0M89484,0,0,Not Needed,Normal
SOQ00005811,2025-06-11,DLR011,WH002,3863371,0,0,Not Needed,Normal
SOQ00005812,2025-04-13,DLR007,WH001,99000M99178,0,0,Not Needed,Normal
SOQ00005813,2025-07-29,DLR014,WH003,990J0M26972,0,0,Not Needed,Normal
SOQ00005814,2025-12-03,DLR001,WH001,990J0M52880,40,41,Fulfilled,Normal
SOQ00005815,2025-09-29,DLR001,WH001,0921249,0,0,Not Needed,Normal
SOQ00005816,2025-08-22,DLR001,WH001,3E018906,0,0,Not Needed,High
SOQ00005817,2025-01-03,DLR015,WH003,990J0M66852,0,0,Not Needed,Normal
SOQ00005818,2025-09-01,DLR009,WH002,17640027,20,20,Fulfilled,Normal
SOQ00005819,2025-01-12,DLR019,WH003,99000M89145,0,0,Not Needed,Normal
SOQ00005820,2025-08-23,DLR027,WH005,3869152,80,77,Fulfilled,Normal
SOQ00005821,2025-11-11,DLR030,WH001,990J0M89822,0,0,Not Needed,Normal
SOQ00005822,2025-01-02,DLR023,WH004,4869070,0,0,Not Needed,Normal
SOQ00005823,2025-09-27,DLR005,WH001,5M075661,0,0,Not Needed,High
SOQ00005824,2025-04-19,DLR028,WH005,0928043,0,0,Not Needed,Normal
SOQ00005825,2025-09-29,DLR017,WH003,99000M02879,0,0,Not Needed,Normal
SOQ00005826,2025-12-30,DLR005,WH001,6A013726,5,9,Fulfilled,Normal
SOQ00005827,2025-03-31,DLR025,WH004,990J0M89922,200,199,Fulfilled,Normal
SOQ00005828,2025-11-08,DLR018,WH003,3865530,0,0,Not Needed,Normal
SOQ00005829,2025-05-02,DLR003,WH001,3832828,0,0,Not Needed,Normal
SOQ00005830,2025-11-25,DLR020,WH003,3867031,80,78,Fulfilled,Normal
SOQ00005831,2025-01-09,DLR019,WH003,17693310,0,0,Not Needed,Normal
SOQ00005832,2025-09-26,DLR010,WH002,42186619,20,18,Fulfilled,Normal
SOQ00005833,2025-02-23,DLR029,WH005,0927359,80,80,Fulfilled,Normal
SOQ00005834,2025-12-28,DLR004,WH001,137578446,40,42,Fulfilled,Normal
SOQ00005835,2025-11-23,DLR015,WH003,3867316,0,0,Not Needed,Normal
SOQ00005836,2025-07-22,DLR012,WH002,990J0M56RS0-010,40,44,Fulfilled,Normal
SOQ00005837,2025-04-06,DLR027,WH005,99000M80633,200,197,Fulfilled,Normal
SOQ00005838,2025-05-18,DLR026,WH004,0929393,0,0,Not Needed,Normal
SOQ00005839,2025-10-24,DLR007,WH001,95180135,20,22,Fulfilled,Normal
SOQ00005840,2025-06-13,DLR004,WH001,13771268,0,0,Not Needed,Normal
SOQ00005841,2025-02-23,DLR019,WH003,137808754,40,37,Fulfilled,Normal
SOQ00005842,2025-09-25,DLR012,WH002,99000M56896,0,0,Not Needed,Normal
SOQ00005843,2025-10-10,DLR019,WH003,17685897,20,18,Fulfilled,Normal
SOQ00005844,2025-10-28,DLR004,WH001,13777957,40,38,Fulfilled,Medium
SOQ00005845,2025-06-21,DLR007,WH001,990J0M60110,200,205,Fulfilled,Normal
SOQ00005846,2025-04-11,DLR008,WH001,3869669,0,0,Not Needed,Normal
SOQ00005847,2025-04-13,DLR010,WH002,1120062249,5,7,Pending,Normal
SOQ00005848,2025-01-01,DLR019,WH003,99000M02378,0,0,Not Needed,Normal
SOQ00005849,2025-03-16,DLR027,WH005,99000M29602,0,0,Not Needed,Normal
SOQ00005850,2025-06-03,DLR009,WH002,137678316,0,0,Not Needed,Normal
SOQ00005851,2025-07-09,DLR020,WH003,17632431,0,0,Not Needed,Normal
SOQ00005852,2025-02-03,DLR024,WH004,38286367,0,0,Not Needed,Normal
SOQ00005853,2025-04-20,DLR007,WH001,990J0M45535,0,0,Not Needed,Normal
SOQ00005854,2025-10-29,DLR003,WH001,16511007,0,0,Not Needed,Normal
SOQ00005855,2025-04-09,DLR024,WH004,3865530,0,0,Not Needed,Normal
SOQ00005856,2025-04-10,DLR011,WH002,99000M44074,0,0,Not Needed,Normal
SOQ00005857,2025-09-18,DLR029,WH005,95122588,20,20,Fulfilled,Normal
SOQ00005858,2025-10-26,DLR018,WH003,990J0M999H2-130,0,0,Not Needed,Normal
SOQ00005859,2025-02-01,DLR020,WH003,137956101,40,44,Fulfilled,Medium
SOQ00005860,2025-08-29,DLR016,WH003,990J0M79585,0,0,Not Needed,Normal
SOQ00005861,2025-05-23,DLR010,WH002,990J0M26972,0,0,Not Needed,Normal
SOQ00005862,2025-12-30,DLR013,WH002,990J0M93620,0,0,Not Needed,Normal
SOQ00005863,2025-07-30,DLR003,WH001,99000M60170,0,0,Not Needed,Medium
SOQ00005864,2025-04-12,DLR001,WH001,5M075108,6,3,Fulfilled,Normal
SOQ00005865,2025-01-22,DLR021,WH004,137578446,0,0,Not Needed,Normal
SOQ00005866,2025-05-12,DLR020,WH003,99000M83221,0,0,Not Needed,Medium
SOQ00005867,2025-09-21,DLR013,WH002,3836560,80,80,Fulfilled,Normal
SOQ00005868,2025-12-02,DLR005,WH001,990J0M82996,0,0,Not Needed,Normal
SOQ00005869,2025-01-10,DLR016,WH003,0925719,0,0,Not Needed,Normal
SOQ00005870,2025-08-26,DLR010,WH002,3837882,0,0,Not Needed,Normal
SOQ00005871,2025-02-24,DLR022,WH004,99000M95445,0,0,Not Needed,Normal
SOQ00005872,2025-11-26,DLR009,WH002,990J0M20368,0,0,Not Needed,Normal
SOQ00005873,2025-05-11,DLR030,WH001,990J0M43595,0,0,Not Needed,Normal
SOQ00005874,2025-04-28,DLR009,WH002,990J0M53016,0,0,Not Needed,Normal
SOQ00005875,2025-08-07,DLR013,WH002,99000M05959,0,0,Not Needed,Normal
SOQ00005876,2025-04-30,DLR025,WH004,99000M44141,0,0,Not Needed,Normal
SOQ00005877,2025-04-26,DLR001,WH001,38265204,20,19,Fulfilled,Normal
SOQ00005878,2025-11-06,DLR015,WH003,990J0M89485,0,0,Not Needed,Normal
SOQ00005879,2025-05-11,DLR004,WH001,165383097,40,37,Fulfilled,Normal
SOQ00005880,2025-06-06,DLR022,WH004,165261633,40,43,Fulfilled,Normal
SOQ00005881,2025-08-08,DLR016,WH003,99000M76807,0,0,Not Needed,Normal
SOQ00005882,2025-06-22,DLR008,WH001,16548000,0,0,Not Needed,Normal
SOQ00005883,2025-04-07,DLR027,WH005,3869152,0,0,Not Needed,Normal
SOQ00005884,2025-04-17,DLR025,WH004,0925719,0,0,Not Needed,Normal
SOQ00005885,2025-12-15,DLR027,WH005,99000M16906,0,0,Not Needed,Normal
SOQ00005886,2025-08-28,DLR030,WH001,990J0M943804,0,0,Not Needed,Normal
SOQ00005887,2025-10-11,DLR016,WH003,4861232,0,0,Not Needed,Normal
SOQ00005888,2025-07-09,DLR026,WH004,99134262,0,0,Not Needed,Normal
SOQ00005889,2025-07-07,DLR019,WH003,99000M54250,0,0,Not Needed,Normal
SOQ00005890,2025-02-02,DLR027,WH005,1120023467,5,10,Pending,Normal
SOQ00005891,2025-02-06,DLR002,WH001,990J0M94189,0,0,Not Needed,Normal
SOQ00005892,2025-02-06,DLR018,WH003,990J0M07553,200,204,Fulfilled,Normal
SOQ00005893,2025-03-04,DLR018,WH003,990J0M48994,0,0,Not Needed,Normal
SOQ00005894,2025-09-14,DLR004,WH001,990J0M89484,200,201,Fulfilled,Normal
SOQ00005895,2025-11-01,DLR003,WH001,17660677,20,23,Fulfilled,Normal
SOQ00005896,2025-12-04,DLR022,WH004,990J0M45768,0,0,Not Needed,Normal
SOQ00005897,2025-07-31,DLR011,WH002,34262233,20,18,Pending,Normal
SOQ00005898,2025-08-02,DLR029,WH005,990J0M88471,0,0,Not Needed,Normal
SOQ00005899,2025-01-05,DLR026,WH004,3832619,0,0,Not Needed,Normal
SOQ00005900,2025-08-17,DLR024,WH004,990J0M89484,0,0,Not Needed,Normal
SOQ00005901,2025-09-29,DLR030,WH001,990J0M626338,0,0,Not Needed,Normal
SOQ00005902,2025-04-15,DLR001,WH001,3833136,0,0,Not Needed,Normal
SOQ00005903,2025-04-28,DLR028,WH005,0923219,0,0,Not Needed,Normal
SOQ00005904,2025-10-23,DLR015,WH003,3835780,80,78,Fulfilled,Normal
SOQ00005905,2025-10-16,DLR028,WH005,990J0M56RS0-010,40,44,Fulfilled,Normal
SOQ00005906,2025-07-11,DLR015,WH003,137143001,0,0,Not Needed,Medium
SOQ00005907,2025-06-06,DLR012,WH002,0925719,0,0,Not Needed,Normal
SOQ00005908,2025-12-23,DLR007,WH001,6A029201,5,8,Fulfilled,Normal
