Line_Item_ID,Job_Card_Number,Part_Number,Description,Inventory_Level,Quantity_Consumed,Unit_Price,Billed_Amount,Tax_Code
LI000017205,JC00010084,3869669,O-Ring Washer,Micro,1.0,861.86,861.86,GST18
LI000017206,JC00010085,990J0M159676,Engine Oil 5W30,PM,1.0,267.47,267.47,GST18
LI000017207,JC00010086,990J0M89940,Tyre Shine,Consumable,0.25,2421.94,605.48,GST5
LI000017208,JC00010087,4861232,Seal Ring,Micro,2.0,721.98,1443.96,GST18
LI000017209,JC00010088,990J0M22710,Microfibre Cloth,Consumable,0.5,813.49,406.74,GST12
LI000017210,JC00010089,990J0M79585,Windshield Washer Fluid,Consumable,2.0,1826.72,3653.44,GST18
LI000017211,JC00010089,3E024484,Chassis Frame,Macro,1.0,154310.82,154310.82,GST5
LI000017212,JC00010090,990J0M33837,Super Lubricant,Consumable,0.25,201.68,50.42,GST12
LI000017213,JC00010090,99000M29602,RTV Gasket Maker,Consumable,0.5,213.17,106.58,GST12
LI000017214,JC00010091,137582615,Fuel Filter Kit,PM,1.0,1655.97,1655.97,GST12
LI000017215,JC00010091,99000M44074,Body Wax Top,Consumable,0.25,1276.95,319.24,GST5
LI000017216,JC00010092,99000M20169,Upholstery Cleaner,Consumable,0.5,1748.42,874.21,GST12
LI000017217,JC00010092,990J0M71120,Engine Oil Filter,PM,1.0,587.5,587.5,GST18
LI000017218,JC00010092,99000M86682,Microfibre Cloth,Consumable,0.25,1089.47,272.37,GST18
LI000017219,JC00010093,99000M29865,Tyre Shine,Consumable,0.5,479.88,239.94,GST12
LI000017220,JC00010094,137578446,Fuel Filter Kit,PM,1.0,1112.34,1112.34,GST12
LI000017221,JC00010095,95122588,Relay Module,Mid,1.0,18424.69,18424.69,GST18
LI000017222,JC00010096,990J0M92197,Air Filter Element,PM,1.0,1083.83,1083.83,GST12
LI000017223,JC00010097,0922604,Banjo Connector Screw,Micro,1.0,1120.23,1120.23,GST5
LI000017224,JC00010098,99000M52648,Super Cleaner,Consumable,1.0,1572.62,1572.62,GST5
LI000017225,JC00010099,990J0M71736,Super Adhesive,Consumable,0.25,549.85,137.46,GST5
LI000017226,JC00010100,990J0M66209,Microfibre Cloth,Consumable,0.5,429.04,214.52,GST18
LI000017227,JC00010101,99000M67979,Super Cleaner,Consumable,0.5,466.68,233.34,GST5
LI000017228,JC00010102,1120067993,Powertrain Assembly,Macro,1.0,106862.91,106862.91,GST12
LI000017229,JC00010102,99000M80633,Upholstery Cleaner,Consumable,1.0,385.29,385.29,GST5
LI000017230,JC00010103,99000M87245,Rubber Care,Consumable,2.0,138.69,277.38,GST12
LI000017231,JC00010104,3839434,Seal Ring,Micro,1.0,618.54,618.54,GST12
LI000017232,JC00010105,990J0M89485,Super Cleaner,Consumable,0.5,1068.64,534.32,GST12
LI000017233,JC00010106,99000M56671,Body Wax Top,Consumable,1.0,103.0,103.0,GST12
LI000017234,JC00010107,3867316,Banjo Connector Screw,Micro,2.0,311.59,623.18,GST18
LI000017235,JC00010108,990J0M39430,Engine Oil Filter,PM,1.0,3197.18,3197.18,GST18
LI000017236,JC00010108,4864900,Seal Ring,Micro,1.0,137.61,137.61,GST5
LI000017237,JC00010108,4863797,Spacer Shim,Micro,1.0,800.51,800.51,GST18
LI000017238,JC00010109,99000M21362,Foam Wash Liquid,Consumable,0.25,2257.36,564.34,GST5
LI000017239,JC00010109,1120039165,Differential Assembly,Macro,1.0,171884.45,171884.45,GST5
LI000017240,JC00010110,0928043,Tie Rod Lock Washer,Micro,2.0,1390.25,2780.5,GST12
LI000017241,JC00010110,3838350,Crush Washer,Micro,1.0,603.45,603.45,GST12
LI000017242,JC00010111,42191061,AC Compressor Bracket,Mid,1.0,8433.93,8433.93,GST18
LI000017243,JC00010111,99000M78079,Foam Wash Liquid,Consumable,2.0,741.04,1482.08,GST12
LI000017244,JC00010112,991752465,Cabin Air Filter,PM,2.0,3970.6,7941.2,GST18
LI000017245,JC00010112,990J0M84488,Windshield Washer Fluid,Consumable,0.25,126.2,31.55,GST18
LI000017246,JC00010113,990J0M43062,Coolant,PM,1.0,1757.88,1757.88,GST18
LI000017247,JC00010113,990J0M94768,Microfibre Cloth,Consumable,0.5,441.27,220.64,GST5
LI000017248,JC00010114,34247412,Brake Shoe Set,Mid,1.0,19984.44,19984.44,GST18
LI000017249,JC00010114,42119847,AC Compressor Bracket,Mid,1.0,18131.56,18131.56,GST18
LI000017250,JC00010114,99000M05959,Steering Cover,Consumable,2.0,1076.5,2153.0,GST5
LI000017251,JC00010115,1120039165,Differential Assembly,Macro,1.0,171884.45,171884.45,GST18
LI000017252,JC00010115,99180480,Fuel Filter Kit,PM,2.0,2780.98,5561.96,GST18
LI000017253,JC00010116,3866124,Tie Rod Lock Washer,Micro,1.0,421.49,421.49,GST12
LI000017254,JC00010116,3869152,Banjo Connector Screw,Micro,1.0,569.04,569.04,GST5
LI000017255,JC00010117,3862276,Spring Clip,Micro,1.0,317.98,317.98,GST18
LI000017256,JC00010117,990J0M66852,Rubber Care,Consumable,0.5,11.3,5.65,GST5
LI000017257,JC00010117,17636289,Brake Disc,Mid,1.0,32168.26,32168.26,GST18
LI000017258,JC00010118,990J0M46853,Body Wax Top,Consumable,1.0,2455.6,2455.6,GST12
LI000017259,JC00010118,990J0M12676,Super Adhesive,Consumable,1.0,2316.49,2316.49,GST18
LI000017260,JC00010118,34247412,Brake Shoe Set,Mid,2.0,19984.44,39968.88,GST5
LI000017261,JC00010119,99000M83470,Microfibre Cloth,Consumable,0.5,221.25,110.62,GST5
LI000017262,JC00010119,4864900,Seal Ring,Micro,2.0,137.61,275.22,GST5
LI000017263,JC00010120,990J0M93620,Tyre Shine,Consumable,1.0,1568.59,1568.59,GST12
LI000017264,JC00010121,990J0M73754,RTV Gasket Maker,Consumable,0.5,2351.74,1175.87,GST5
LI000017265,JC00010121,38248559,Damper Pulley,Mid,1.0,20206.08,20206.08,GST12
LI000017266,JC00010121,99000M76807,Steering Cover,Consumable,0.25,659.13,164.78,GST18
LI000017267,JC00010122,3835632,Hose Clamp,Micro,2.0,517.68,1035.36,GST5
LI000017268,JC00010123,99000M53340,RTV Gasket Maker,Consumable,0.25,610.3,152.57,GST12
LI000017269,JC00010124,137143001,Brake Fluid,PM,1.0,4728.75,4728.75,GST12
LI000017270,JC00010125,990J0M89485,Super Cleaner,Consumable,1.0,1068.64,1068.64,GST12
LI000017271,JC00010126,99000M56896,Rubber Care,Consumable,2.0,1485.11,2970.22,GST18
LI000017272,JC00010126,5M060138,Engine Block Assembly,Macro,1.0,177038.79,177038.79,GST18
LI000017273,JC00010127,17680326,Brake Disc,Mid,1.0,6886.07,6886.07,GST12
LI000017274,JC00010127,95159153,Brake Pad Set,Mid,1.0,3970.73,3970.73,GST5
LI000017275,JC00010127,0921666,Spring Clip,Micro,2.0,1459.8,2919.6,GST18
LI000017276,JC00010128,34247412,Brake Shoe Set,Mid,2.0,19984.44,39968.88,GST12
LI000017277,JC00010129,34279350,Brake Shoe Set,Mid,1.0,26258.87,26258.87,GST12
LI000017278,JC00010130,990J0M68876,Body G3 Advance Liquid,Consumable,1.0,123.16,123.16,GST5
LI000017279,JC00010131,42119847,AC Compressor Bracket,Mid,1.0,18131.56,18131.56,GST18
LI000017280,JC00010131,990J0M46437,Tyre Shine,Consumable,0.5,1164.61,582.3,GST12
LI000017281,JC00010132,3E065409,Complete Body Shell,Macro,1.0,160194.1,160194.1,GST18
LI000017282,JC00010132,990J0M62866,RTV Gasket Maker,Consumable,0.25,2230.82,557.71,GST18
LI000017283,JC00010132,990J0M10637,RTV Gasket Maker,Consumable,0.5,2414.42,1207.21,GST18
LI000017284,JC00010133,5M097128,Body Shell in White,Macro,1.0,198860.59,198860.59,GST18
LI000017285,JC00010133,38266985,Thermostat,Mid,1.0,13222.74,13222.74,GST18
LI000017286,JC00010134,99000M95094,Super Adhesive,Consumable,0.5,75.65,37.83,GST18
LI000017287,JC00010135,13780M72R00,Air Filter Element,PM,1.0,420.0,420.0,GST18
LI000017288,JC00010136,3838970,Seal Ring,Micro,2.0,624.68,1249.36,GST18
LI000017289,JC00010136,99000M03758,RTV Gasket Maker,Consumable,1.0,308.46,308.46,GST18
LI000017290,JC00010137,17680326,Brake Disc,Mid,1.0,6886.07,6886.07,GST18
LI000017291,JC00010138,42190818,Wheel Cylinder,Mid,2.0,17825.31,35650.62,GST12
LI000017292,JC00010138,3835033,Hose Clamp,Micro,1.0,104.6,104.6,GST18
LI000017293,JC00010139,3832619,Spacer Shim,Micro,1.0,212.54,212.54,GST12
LI000017294,JC00010139,99000M30364,Super Lubricant,Consumable,0.5,197.83,98.92,GST5
LI000017295,JC00010140,990J0M72092,Seat Protection Cover,Consumable,0.25,1285.11,321.28,GST18
LI000017296,JC00010141,990J0M89922,Microfibre Cloth,Consumable,1.0,1997.75,1997.75,GST18
LI000017297,JC00010141,99000M29602,RTV Gasket Maker,Consumable,2.0,213.17,426.34,GST18
LI000017298,JC00010142,3867168,Tie Rod Lock Washer,Micro,1.0,535.88,535.88,GST18
LI000017299,JC00010143,990J0M35280,Steering Cover,Consumable,0.25,2375.65,593.91,GST12
LI000017300,JC00010144,6A088714,Chassis Frame,Macro,1.0,19284.66,19284.66,GST18
LI000017301,JC00010144,137529725,Brake Fluid,PM,1.0,1006.52,1006.52,GST5
LI000017302,JC00010145,4869554,Lock Pin,Micro,2.0,1368.22,2736.44,GST12
LI000017303,JC00010145,990J0M39800,Foam Wash Liquid,Consumable,0.25,496.16,124.04,GST18
LI000017304,JC00010146,38286367,Damper Pulley,Mid,1.0,18226.71,18226.71,GST18
LI000017305,JC00010146,99000M16906,Super Adhesive,Consumable,0.5,633.1,316.55,GST5
LI000017306,JC00010147,17660677,Brake Disc,Mid,1.0,16498.32,16498.32,GST5
LI000017307,JC00010148,99000M93274,Super Cleaner,Consumable,0.25,1527.82,381.96,GST18
LI000017308,JC00010148,99145772,Clutch Fluid,PM,1.0,5703.91,5703.91,GST5
LI000017309,JC00010149,34244531,ECM Harness,Mid,1.0,8420.73,8420.73,GST5
LI000017310,JC00010149,99000M02757,Car Primer,Consumable,1.0,1145.61,1145.61,GST12
LI000017311,JC00010150,99000M35557,Microfibre Cloth,Consumable,1.0,341.63,341.63,GST5
LI000017312,JC00010150,99000M45553,Body G3 Advance Liquid,Consumable,0.5,707.04,353.52,GST12
LI000017313,JC00010151,3833136,Crush Washer,Micro,1.0,1225.82,1225.82,GST12
LI000017314,JC00010151,0929795,Bolt Kit,Micro,1.0,912.04,912.04,GST18
LI000017315,JC00010152,99000M65707,Windshield Washer Fluid,Consumable,2.0,2238.12,4476.24,GST18
LI000017316,JC00010153,1120019110,Body Shell in White,Macro,1.0,140077.57,140077.57,GST12
LI000017317,JC00010154,0927229,Spring Clip,Micro,1.0,805.33,805.33,GST5
LI000017318,JC00010155,4863708,Hose Clamp,Micro,4.0,86.87,347.48,GST18
LI000017319,JC00010155,99000M50025,Microfibre Cloth,Consumable,0.5,1193.67,596.84,GST18
LI000017320,JC00010156,99000M79319,Rubber Care,Consumable,1.0,1904.35,1904.35,GST18
LI000017321,JC00010157,137956101,Clutch Fluid,PM,1.0,4354.35,4354.35,GST5
LI000017322,JC00010158,99000M05959,Steering Cover,Consumable,0.5,1076.5,538.25,GST18
LI000017323,JC00010158,990J0M20319,Body Wax Top,Consumable,1.0,2106.88,2106.88,GST18
LI000017324,JC00010159,3869152,Banjo Connector Screw,Micro,2.0,569.04,1138.08,GST5
LI000017325,JC00010160,42190818,Wheel Cylinder,Mid,1.0,17825.31,17825.31,GST12
LI000017326,JC00010160,4864900,Seal Ring,Micro,1.0,137.61,137.61,GST12
LI000017327,JC00010160,990J0M94189,Super Adhesive,Consumable,0.5,55.01,27.5,GST12
LI000017328,JC00010161,5M027014,Differential Assembly,Macro,1.0,37492.92,37492.92,GST12
LI000017329,JC00010161,165605815,Air Filter Element,PM,1.0,4047.76,4047.76,GST18
LI000017330,JC00010162,99000M72946,Seat Protection Cover,Consumable,2.0,237.3,474.6,GST5
LI000017331,JC00010162,4863204,Crush Washer,Micro,1.0,1129.84,1129.84,GST12
LI000017332,JC00010162,165893072,Coolant,PM,1.0,4754.8,4754.8,GST18
LI000017333,JC00010163,5M086743,Transmission Assembly,Macro,1.0,166005.35,166005.35,GST18
LI000017334,JC00010164,16548000,Coolant,PM,1.0,3007.22,3007.22,GST18
LI000017335,JC00010164,4861638,Hose Clamp,Micro,1.0,357.99,357.99,GST12
LI000017336,JC00010164,3833593,Spacer Shim,Micro,1.0,757.61,757.61,GST5
LI000017337,JC00010165,3862276,Spring Clip,Micro,1.0,317.98,317.98,GST12
LI000017338,JC00010166,95132042,Brake Pad Set,Mid,1.0,38059.11,38059.11,GST5
LI000017339,JC00010167,5M060138,Engine Block Assembly,Macro,1.0,177038.79,177038.79,GST18
LI000017340,JC00010167,38241890,Damper Pulley,Mid,2.0,19072.21,38144.42,GST18
LI000017341,JC00010168,99000M92782,Car Primer,Consumable,0.25,2071.39,517.85,GST18
LI000017342,JC00010168,990J0M21969,Upholstery Cleaner,Consumable,0.25,1049.35,262.34,GST5
LI000017343,JC00010169,38248559,Damper Pulley,Mid,1.0,20206.08,20206.08,GST18
LI000017344,JC00010169,1120019108,Engine Block Assembly,Macro,1.0,106311.15,106311.15,GST12
LI000017345,JC00010169,990J0M60576,Body G3 Advance Liquid,Consumable,1.0,292.53,292.53,GST18
LI000017346,JC00010170,990J0M66209,Microfibre Cloth,Consumable,1.0,429.04,429.04,GST18
LI000017347,JC00010170,990J0M08402,Body G3 Advance Liquid,Consumable,1.0,833.94,833.94,GST18
LI000017348,JC00010171,990J0M33837,Super Lubricant,Consumable,0.25,201.68,50.42,GST18
LI000017349,JC00010172,34240015,Brake Shoe Set,Mid,1.0,19457.58,19457.58,GST5
LI000017350,JC00010172,34281635,Brake Shoe Set,Mid,1.0,1948.52,1948.52,GST12
LI000017351,JC00010173,990J0M35280,Steering Cover,Consumable,0.5,2375.65,1187.82,GST5
LI000017352,JC00010174,990J0M94768,Microfibre Cloth,Consumable,2.0,441.27,882.54,GST18
LI000017353,JC00010175,99000M89094,Body G3 Advance Liquid,Consumable,0.5,1374.45,687.22,GST5
LI000017354,JC00010176,95123629,Brake Pad Set,Mid,1.0,32685.59,32685.59,GST12
LI000017355,JC00010177,95122588,Relay Module,Mid,2.0,18424.69,36849.38,GST5
LI000017356,JC00010177,3834644,Lock Pin,Micro,1.0,418.93,418.93,GST18
LI000017357,JC00010177,16516783,Engine Oil Filter,PM,1.0,245.44,245.44,GST18
LI000017358,JC00010178,3E074157,Gearbox,Macro,1.0,108977.72,108977.72,GST12
LI000017359,JC00010178,13789273,Clutch Fluid,PM,1.0,1436.11,1436.11,GST12
LI000017360,JC00010179,99000M83221,Super Lubricant,Consumable,2.0,1743.8,3487.6,GST18
LI000017361,JC00010180,99000M87245,Rubber Care,Consumable,0.25,138.69,34.67,GST18
LI000017362,JC00010180,99000M46550,Windshield Washer Fluid,Consumable,1.0,1177.05,1177.05,GST18
LI000017363,JC00010181,42191061,AC Compressor Bracket,Mid,1.0,8433.93,8433.93,GST18
LI000017364,JC00010181,3863832,O-Ring Washer,Micro,2.0,895.48,1790.96,GST18
LI000017365,JC00010182,165756701,Engine Oil Filter,PM,1.0,4406.74,4406.74,GST18
LI000017366,JC00010183,5M013712,Powertrain Assembly,Macro,1.0,142954.94,142954.94,GST18
LI000017367,JC00010183,38241890,Damper Pulley,Mid,2.0,19072.21,38144.42,GST5
LI000017368,JC00010183,3867168,Tie Rod Lock Washer,Micro,1.0,535.88,535.88,GST18
LI000017369,JC00010184,17685897,Ignition Coil,Mid,1.0,32946.91,32946.91,GST12
LI000017370,JC00010184,990J0M48994,Microfibre Cloth,Consumable,1.0,1064.27,1064.27,GST18
LI000017371,JC00010184,990J0M45768,Body Wax Top,Consumable,0.5,1940.08,970.04,GST5
LI000017372,JC00010185,5M047650,Engine Block Assembly,Macro,1.0,54087.93,54087.93,GST18
LI000017373,JC00010185,99000M67225,Tyre Shine,Consumable,0.25,1897.04,474.26,GST18
LI000017374,JC00010185,17615776,Brake Disc,Mid,1.0,31175.58,31175.58,GST18
LI000017375,JC00010186,990J0M98816,Foam Wash Liquid,Consumable,0.5,647.61,323.8,GST18
LI000017376,JC00010186,6A025398,Gearbox,Macro,1.0,74742.78,74742.78,GST5
LI000017377,JC00010186,0921950,Banjo Connector Screw,Micro,2.0,55.13,110.26,GST12
LI000017378,JC00010187,990J0M62866,RTV Gasket Maker,Consumable,1.0,2230.82,2230.82,GST5
LI000017379,JC00010187,5M075661,Transmission Assembly,Macro,1.0,90935.7,90935.7,GST12
LI000017380,JC00010188,990J0M84488,Windshield Washer Fluid,Consumable,2.0,126.2,252.4,GST12
LI000017381,JC00010189,95175641,Relay Module,Mid,2.0,26980.23,53960.46,GST18
LI000017382,JC00010190,990J0M47212,Seat Protection Cover,Consumable,2.0,48.49,96.98,GST18
LI000017383,JC00010191,99000M48414,Rubber Care,Consumable,0.25,1616.31,404.08,GST12
LI000017384,JC00010192,42131804,AC Compressor Bracket,Mid,1.0,34474.83,34474.83,GST18
LI000017385,JC00010193,5M083379,Body Shell in White,Macro,1.0,109279.16,109279.16,GST5
LI000017386,JC00010193,4869905,Lock Pin,Micro,1.0,486.51,486.51,GST12
LI000017387,JC00010194,990J0M62866,RTV Gasket Maker,Consumable,0.5,2230.82,1115.41,GST12
LI000017388,JC00010195,99000M60170,Super Cleaner,Consumable,1.0,1713.07,1713.07,GST18
LI000017389,JC00010196,165166358,Engine Oil 5W30,PM,2.0,127.36,254.72,GST12
LI000017390,JC00010197,3865018,Tie Rod Lock Washer,Micro,1.0,179.76,179.76,GST18
LI000017391,JC00010197,990J0M82996,Foam Wash Liquid,Consumable,0.5,692.16,346.08,GST18
LI000017392,JC00010198,99180480,Fuel Filter Kit,PM,1.0,2780.98,2780.98,GST18
LI000017393,JC00010199,0929017,Banjo Connector Screw,Micro,1.0,834.45,834.45,GST18
LI000017394,JC00010200,3E074174,Front End Module,Macro,1.0,188165.33,188165.33,GST18
LI000017395,JC00010200,990J0M68158,Seat Protection Cover,Consumable,0.25,1713.74,428.44,GST5
LI000017396,JC00010200,99000M16906,Super Adhesive,Consumable,0.5,633.1,316.55,GST18
LI000017397,JC00010201,3836779,Crush Washer,Micro,1.0,1438.82,1438.82,GST18
LI000017398,JC00010201,0921793,O-Ring Washer,Micro,1.0,900.55,900.55,GST18
LI000017399,JC00010201,99000M67651,RTV Gasket Maker,Consumable,2.0,2444.97,4889.94,GST12
LI000017400,JC00010202,4868901,Seal Ring,Micro,1.0,608.21,608.21,GST18
LI000017401,JC00010202,17632431,Brake Disc,Mid,1.0,13395.22,13395.22,GST18
LI000017402,JC00010202,990J0M999H2-130,Microfibre Cloth Pack,Consumable,2.0,575.0,1150.0,GST18
LI000017403,JC00010203,99149974,Cabin Air Filter,PM,1.0,2136.74,2136.74,GST18
LI000017404,JC00010204,17660677,Brake Disc,Mid,1.0,16498.32,16498.32,GST5
LI000017405,JC00010205,990J0M53016,Windshield Washer Fluid,Consumable,0.5,1347.34,673.67,GST18
LI000017406,JC00010205,137578446,Fuel Filter Kit,PM,1.0,1112.34,1112.34,GST18
LI000017407,JC00010205,99000M49090,Body G3 Advance Liquid,Consumable,1.0,2179.94,2179.94,GST12
LI000017408,JC00010206,0929172,O-Ring Washer,Micro,1.0,673.88,673.88,GST18
LI000017409,JC00010206,6A026014,Chassis Frame,Macro,1.0,157667.1,157667.1,GST18
LI000017410,JC00010207,99000M16906,Super Adhesive,Consumable,0.25,633.1,158.28,GST5
LI000017411,JC00010207,95170112,Brake Pad Set,Mid,1.0,3361.65,3361.65,GST18
LI000017412,JC00010208,5M055113,Powertrain Assembly,Macro,1.0,59726.34,59726.34,GST12
LI000017413,JC00010209,990J0M46437,Tyre Shine,Consumable,1.0,1164.61,1164.61,GST18
LI000017414,JC00010210,3833593,Spacer Shim,Micro,1.0,757.61,757.61,GST18
LI000017415,JC00010210,137676775,Clutch Fluid,PM,1.0,499.25,499.25,GST12
LI000017416,JC00010211,990J0M61277,Microfibre Cloth,Consumable,1.0,32.9,32.9,GST18
LI000017417,JC00010212,3832908,Lock Pin,Micro,1.0,1407.82,1407.82,GST18
LI000017418,JC00010213,99000M26651,Body G3 Advance Liquid,Consumable,2.0,992.78,1985.56,GST18
LI000017419,JC00010214,4862792,Crush Washer,Micro,1.0,357.68,357.68,GST12
LI000017420,JC00010214,95133499,Brake Pad Set,Mid,1.0,10474.85,10474.85,GST12
LI000017421,JC00010215,6A029201,Complete Body Shell,Macro,1.0,146079.1,146079.1,GST18
LI000017422,JC00010215,6A026014,Chassis Frame,Macro,1.0,157667.1,157667.1,GST5
LI000017423,JC00010216,3832252,Spacer Shim,Micro,1.0,960.85,960.85,GST5
LI000017424,JC00010216,3837777,Hose Clamp,Micro,1.0,66.1,66.1,GST18
LI000017425,JC00010217,0923219,Bolt Kit,Micro,2.0,486.92,973.84,GST18
LI000017426,JC00010217,38236385,Damper Pulley,Mid,1.0,19125.53,19125.53,GST18
LI000017427,JC00010218,17640027,Ignition Coil,Mid,1.0,34796.76,34796.76,GST18
LI000017428,JC00010218,990J0M771210,Spark Plug,PM,1.0,3003.38,3003.38,GST18
LI000017429,JC00010219,16531566,Spark Plug,PM,1.0,1147.55,1147.55,GST12
LI000017430,JC00010219,990J0M91412,Air Filter Element,PM,1.0,3797.18,3797.18,GST5
LI000017431,JC00010219,1120079249,Differential Assembly,Macro,1.0,203083.78,203083.78,GST18
LI000017432,JC00010220,16531566,Spark Plug,PM,1.0,1147.55,1147.55,GST5
LI000017433,JC00010221,38249443,Damper Pulley,Mid,2.0,2084.31,4168.62,GST18
LI000017434,JC00010221,0921666,Spring Clip,Micro,1.0,1459.8,1459.8,GST18
LI000017435,JC00010222,990J0M84674,Rubber Care,Consumable,0.25,299.02,74.76,GST12
LI000017436,JC00010223,99000M83470,Microfibre Cloth,Consumable,1.0,221.25,221.25,GST18
LI000017437,JC00010223,38266985,Thermostat,Mid,1.0,13222.74,13222.74,GST12
LI000017438,JC00010224,95125313,Relay Module,Mid,1.0,23934.51,23934.51,GST18
LI000017439,JC00010225,990J0M39430,Engine Oil Filter,PM,1.0,3197.18,3197.18,GST18
LI000017440,JC00010225,17610526,Ignition Coil,Mid,1.0,548.66,548.66,GST5
LI000017441,JC00010225,99000M79319,Rubber Care,Consumable,1.0,1904.35,1904.35,GST5
LI000017442,JC00010226,3868147,Tie Rod Lock Washer,Micro,4.0,1378.53,5514.12,GST18
LI000017443,JC00010226,99000M21362,Foam Wash Liquid,Consumable,1.0,2257.36,2257.36,GST18
LI000017444,JC00010227,99000M92782,Car Primer,Consumable,0.25,2071.39,517.85,GST18
LI000017445,JC00010227,0922604,Banjo Connector Screw,Micro,1.0,1120.23,1120.23,GST18
LI000017446,JC00010228,99000M84675,Rubber Care,Consumable,0.25,1463.3,365.82,GST5
LI000017447,JC00010228,4861094,Spacer Shim,Micro,2.0,1042.45,2084.9,GST12
LI000017448,JC00010228,4866240,Crush Washer,Micro,1.0,127.23,127.23,GST5
LI000017449,JC00010229,990J0M38766,Body Wax Top,Consumable,1.0,1425.62,1425.62,GST18
LI000017450,JC00010230,99000M37514,Super Adhesive,Consumable,1.0,859.26,859.26,GST18
LI000017451,JC00010231,990J0M88411,Engine Oil 5W30,PM,1.0,684.14,684.14,GST12
LI000017452,JC00010231,99194458,Wiper Blade Insert,PM,1.0,5669.24,5669.24,GST5
LI000017453,JC00010232,990J0M26800,Super Cleaner,Consumable,0.25,629.32,157.33,GST18
LI000017454,JC00010233,3838943,Spacer Shim,Micro,1.0,848.87,848.87,GST12
LI000017455,JC00010233,1120023467,Transmission Assembly,Macro,1.0,151519.03,151519.03,GST12
LI000017456,JC00010234,38286367,Damper Pulley,Mid,1.0,18226.71,18226.71,GST12
LI000017457,JC00010234,3862625,Bolt Kit,Micro,1.0,1384.83,1384.83,GST5
LI000017458,JC00010234,99000M61097,Seat Protection Cover,Consumable,0.25,1015.55,253.89,GST12
LI000017459,JC00010235,99000M82084,Tyre Shine,Consumable,2.0,2194.66,4389.32,GST5
LI000017460,JC00010236,4869195,Spacer Shim,Micro,1.0,1226.52,1226.52,GST18
LI000017461,JC00010237,99000M60170,Super Cleaner,Consumable,0.25,1713.07,428.27,GST18
LI000017462,JC00010237,99000M67651,RTV Gasket Maker,Consumable,1.0,2444.97,2444.97,GST18
LI000017463,JC00010237,99160192,Fuel Filter Kit,PM,1.0,450.74,450.74,GST18
LI000017464,JC00010238,990J0M76549,Steering Cover,Consumable,1.0,639.95,639.95,GST5
LI000017465,JC00010238,13729623,Fuel Filter Kit,PM,1.0,5110.96,5110.96,GST18
LI000017466,JC00010239,990J0M39800,Foam Wash Liquid,Consumable,1.0,496.16,496.16,GST18
LI000017467,JC00010239,99000M50527,RTV Gasket Maker,Consumable,1.0,2239.85,2239.85,GST5
LI000017468,JC00010240,4869070,Spacer Shim,Micro,2.0,723.85,1447.7,GST12
LI000017469,JC00010241,990J0M20319,Body Wax Top,Consumable,0.5,2106.88,1053.44,GST18
LI000017470,JC00010242,99000M23724,Car Primer,Consumable,0.5,1369.33,684.66,GST12
LI000017471,JC00010242,3E024484,Chassis Frame,Macro,1.0,154310.82,154310.82,GST18
LI000017472,JC00010243,38238602,Thermostat,Mid,1.0,16204.98,16204.98,GST12
LI000017473,JC00010244,3833645,Lock Pin,Micro,1.0,1144.88,1144.88,GST18
LI000017474,JC00010244,42186619,Wheel Cylinder,Mid,1.0,6257.38,6257.38,GST18
LI000017475,JC00010245,990J0M73754,RTV Gasket Maker,Consumable,1.0,2351.74,2351.74,GST12
LI000017476,JC00010245,990J0M39109,Upholstery Cleaner,Consumable,1.0,697.24,697.24,GST18
LI000017477,JC00010246,990J0M91412,Air Filter Element,PM,1.0,3797.18,3797.18,GST18
LI000017478,JC00010246,990J0M94189,Super Adhesive,Consumable,1.0,55.01,55.01,GST18
LI000017479,JC00010246,990J0M45535,Windshield Washer Fluid,Consumable,2.0,633.65,1267.3,GST5
LI000017480,JC00010247,99000M02879,Super Lubricant,Consumable,0.5,1633.38,816.69,GST18
LI000017481,JC00010247,99128449,Brake Fluid,PM,1.0,4664.39,4664.39,GST12
LI000017482,JC00010248,99000M66213,Car Primer,Consumable,0.5,700.68,350.34,GST18
LI000017483,JC00010249,95185717,Brake Pad Set,Mid,1.0,26303.89,26303.89,GST12
LI000017484,JC00010250,990J0M86212,RTV Gasket Maker,Consumable,1.0,1742.57,1742.57,GST18
LI000017485,JC00010250,990J0M61823,Super Cleaner,Consumable,0.25,1206.12,301.53,GST18
LI000017486,JC00010251,99112469,Wiper Blade Insert,PM,1.0,993.7,993.7,GST18
LI000017487,JC00010251,99000M54250,Super Adhesive,Consumable,0.5,743.18,371.59,GST5
LI000017488,JC00010252,990J0M59648,Car Primer,Consumable,0.5,626.85,313.42,GST18
LI000017489,JC00010253,3E018906,Complete Body Shell,Macro,1.0,29162.84,29162.84,GST18
LI000017490,JC00010254,34236630,Brake Shoe Set,Mid,1.0,35845.26,35845.26,GST12
LI000017491,JC00010254,99000M89145,Body Wax Top,Consumable,2.0,784.35,1568.7,GST5
LI000017492,JC00010254,990J0M39800,Foam Wash Liquid,Consumable,1.0,496.16,496.16,GST5
LI000017493,JC00010255,990J0M84664,Tyre Shine,Consumable,0.25,507.19,126.8,GST18
LI000017494,JC00010255,3865820,Bolt Kit,Micro,1.0,1222.79,1222.79,GST18
LI000017495,JC00010256,137808754,Brake Fluid,PM,1.0,5264.84,5264.84,GST18
LI000017496,JC00010256,99000M95094,Super Adhesive,Consumable,1.0,75.65,75.65,GST18
