Job_Card_Number,Date_In,Dealer_ID,Chassis_Number,Customer_ID,Service_Type,Odometer_Reading,Visit_Reason
JC00000969,2025-10-03,DLR017,VIN0005355,CUST015574,Inspection,61871,Routine
JC00000970,2025-12-25,DLR012,VIN0013980,CUST006283,General Repair,116567,Routine
JC00000971,2025-08-29,DLR014,VIN0015281,CUST007752,Accident Repair,116545,Routine
JC00000972,2025-01-31,DLR030,VIN0020615,CUST005870,Inspection,81019,Routine
JC00000973,2025-08-21,DLR007,VIN0022202,CUST006436,General Repair,29328,Routine
JC00000974,2025-06-18,DLR006,VIN0010238,CUST021474,General Repair,41117,Routine
JC00000975,2025-01-26,DLR014,VIN0001124,CUST010698,Accident Repair,41790,Routine
JC00000976,2025-07-02,DLR004,VIN0013608,CUST012769,Accident Repair,4209,Routine
JC00000977,2025-11-04,DLR008,VIN0002784,CUST003052,Inspection,20707,Campaign
JC00000978,2025-05-09,DLR002,VIN0016926,CUST013061,Periodic Service,28608,Routine
JC00000979,2025-04-08,DLR028,VIN0016302,CUST023881,Inspection,107843,Routine
JC00000980,2025-05-13,DLR020,VIN0003561,CUST001301,General Repair,2221,Routine
JC00000981,2025-08-06,DLR023,VIN0021206,CUST005068,General Repair,58853,Routine
JC00000982,2025-09-26,DLR004,VIN0010353,CUST024828,General Repair,57451,Routine
JC00000983,2025-07-02,DLR005,VIN0008154,CUST024005,Accident Repair,78033,Routine
JC00000984,2025-09-29,DLR023,VIN0011611,CUST014890,Accident Repair,13107,Routine
JC00000985,2025-08-19,DLR027,VIN0016431,CUST013385,Inspection,73837,Routine
JC00000986,2025-05-12,DLR022,VIN0019663,CUST022753,Inspection,16503,Routine
JC00000987,2025-11-15,DLR003,VIN0002851,CUST013213,General Repair,56230,Routine
JC00000988,2025-10-12,DLR023,VIN0005660,CUST017946,Accident Repair,67624,Routine
JC00000989,2025-02-25,DLR009,VIN0002610,CUST018718,Inspection,103402,Routine
JC00000990,2025-11-25,DLR012,VIN0021839,CUST017693,Accident Repair,86772,Routine
JC00000991,2025-02-09,DLR029,VIN0019577,CUST022519,Accident Repair,75749,Routine
JC00000992,2025-04-03,DLR018,VIN0010866,CUST021816,Inspection,66942,Campaign
JC00000993,2025-06-01,DLR009,VIN0004683,CUST019985,Periodic Service,4606,Routine
JC00000994,2025-07-12,DLR030,VIN0016483,CUST014177,General Repair,56344,Routine
JC00000995,2025-05-24,DLR020,VIN0016767,CUST013558,Accident Repair,102425,Routine
JC00000996,2025-07-08,DLR024,VIN0015095,CUST021195,Accident Repair,16297,Routine
JC00000997,2025-09-15,DLR002,VIN0013233,CUST006250,Periodic Service,1466,Routine
JC00000998,2025-06-18,DLR023,VIN0008436,CUST005281,Periodic Service,77746,Routine
JC00000999,2025-02-04,DLR010,VIN0010420,CUST013117,Accident Repair,84229,Routine
JC00001000,2025-06-26,DLR025,VIN0011923,CUST014889,Accident Repair,113426,Routine
JC00001001,2025-12-05,DLR023,VIN0020629,CUST003650,General Repair,49138,Campaign
JC00001002,2025-05-12,DLR014,VIN0010893,CUST019218,Accident Repair,105383,Routine
JC00001003,2025-09-15,DLR001,VIN0019638,CUST001783,Accident Repair,16415,Routine
JC00001004,2025-03-12,DLR006,VIN0021357,CUST016081,General Repair,4676,Routine
JC00001005,2025-01-03,DLR006,VIN0002245,CUST010971,Inspection,21818,Routine
JC00001006,2025-11-18,DLR003,VIN0024196,CUST012351,Periodic Service,83516,Routine
JC00001007,2025-07-31,DLR024,VIN0021836,CUST016019,General Repair,22780,Routine
JC00001008,2025-10-17,DLR030,VIN0008036,CUST001263,Inspection,59199,Routine
JC00001009,2025-05-10,DLR002,VIN0020139,CUST020073,Periodic Service,27960,Routine
JC00001010,2025-12-17,DLR019,VIN0001691,CUST010802,Inspection,3591,Routine
JC00001011,2025-02-01,DLR021,VIN0008570,CUST010002,Inspection,110173,Routine
JC00001012,2025-04-26,DLR008,VIN0002154,CUST009480,Periodic Service,5981,Routine
JC00001013,2025-11-04,DLR004,VIN0008252,CUST022236,General Repair,108626,Routine
JC00001014,2025-12-09,DLR020,VIN0021983,CUST007924,Periodic Service,45412,Routine
JC00001015,2025-01-23,DLR002,VIN0004249,CUST005887,General Repair,60255,Routine
JC00001016,2025-01-05,DLR017,VIN0019860,CUST002554,Inspection,23321,Routine
JC00001017,2025-06-02,DLR008,VIN0017123,CUST009051,General Repair,29397,Campaign
JC00001018,2025-12-18,DLR018,VIN0006163,CUST002852,General Repair,87143,Routine
JC00001019,2025-07-21,DLR002,VIN0009131,CUST000768,Inspection,43052,Routine
JC00001020,2025-09-25,DLR023,VIN0019387,CUST015518,Inspection,31588,Routine
JC00001021,2025-08-05,DLR024,VIN0003105,CUST007765,Periodic Service,115631,Routine
JC00001022,2025-11-22,DLR011,VIN0002884,CUST014052,General Repair,54165,Routine
JC00001023,2025-01-12,DLR027,VIN0020962,CUST010013,Inspection,39137,Routine
JC00001024,2025-02-22,DLR003,VIN0016536,CUST017732,Accident Repair,118527,Routine
JC00001025,2025-01-01,DLR025,VIN0018996,CUST006656,Accident Repair,1150,Routine
JC00001026,2025-12-28,DLR006,VIN0024753,CUST020410,Inspection,103409,Routine
JC00001027,2025-12-01,DLR019,VIN0011259,CUST023071,Accident Repair,20832,Routine
JC00001028,2025-10-29,DLR001,VIN0010016,CUST020493,Accident Repair,35105,Campaign
JC00001029,2025-04-14,DLR005,VIN0007335,CUST019155,Accident Repair,29869,Routine
JC00001030,2025-02-14,DLR029,VIN0000536,CUST012017,Periodic Service,95085,Routine
JC00001031,2025-01-23,DLR002,VIN0024356,CUST010520,General Repair,45178,Routine
JC00001032,2025-05-22,DLR008,VIN0011630,CUST019057,Inspection,13255,Routine
JC00001033,2025-03-21,DLR026,VIN0021158,CUST005112,Inspection,39236,Routine
JC00001034,2025-01-09,DLR003,VIN0009566,CUST000260,Periodic Service,8625,Routine
JC00001035,2025-09-03,DLR001,VIN0002655,CUST018799,Periodic Service,107793,Routine
JC00001036,2025-05-15,DLR009,VIN0022868,CUST021782,General Repair,34215,Routine
JC00001037,2025-12-25,DLR012,VIN0022745,CUST018914,Accident Repair,71959,Routine
JC00001038,2025-12-06,DLR008,VIN0001606,CUST020195,Inspection,49351,Routine
JC00001039,2025-03-18,DLR025,VIN0019723,CUST023097,Inspection,57404,Routine
JC00001040,2025-04-24,DLR001,VIN0002466,CUST012725,Inspection,7874,Routine
JC00001041,2025-10-01,DLR014,VIN0011649,CUST005194,Inspection,37568,Routine
JC00001042,2025-01-25,DLR026,VIN0022967,CUST017098,Accident Repair,78397,Routine
JC00001043,2025-04-20,DLR009,VIN0008673,CUST001984,General Repair,68832,Routine
JC00001044,2025-06-23,DLR008,VIN0024299,CUST003029,Periodic Service,100069,Routine
JC00001045,2025-02-08,DLR023,VIN0014590,CUST002530,General Repair,48289,Routine
JC00001046,2025-11-21,DLR028,VIN0020744,CUST002443,General Repair,32841,Routine
JC00001047,2025-06-26,DLR027,VIN0024001,CUST018669,General Repair,44657,Routine
JC00001048,2025-08-22,DLR030,VIN0017175,CUST022648,Accident Repair,71148,Routine
JC00001049,2025-06-07,DLR013,VIN0005227,CUST018786,General Repair,36259,Routine
JC00001050,2025-11-03,DLR027,VIN0011292,CUST002879,Inspection,73088,Routine
JC00001051,2025-07-24,DLR023,VIN0005445,CUST001589,Accident Repair,62470,Routine
JC00001052,2025-11-28,DLR013,VIN0019374,CUST020671,Inspection,19370,Routine
JC00001053,2025-04-15,DLR008,VIN0017278,CUST018938,Accident Repair,34625,Routine
JC00001054,2025-02-19,DLR003,VIN0010655,CUST013725,Inspection,94194,Routine
JC00001055,2025-08-10,DLR021,VIN0023201,CUST020761,Inspection,80592,Routine
JC00001056,2025-03-20,DLR008,VIN0008901,CUST022776,Inspection,14287,Routine
JC00001057,2025-03-07,DLR011,VIN0014582,CUST015286,Accident Repair,67179,Routine
JC00001058,2025-11-02,DLR017,VIN0003566,CUST009940,Inspection,3058,Campaign
JC00001059,2025-04-04,DLR016,VIN0002718,CUST001533,Periodic Service,85899,Routine
JC00001060,2025-07-04,DLR026,VIN0016852,CUST021580,Inspection,24982,Routine
JC00001061,2025-11-19,DLR020,VIN0011761,CUST018271,Accident Repair,12412,Routine
JC00001062,2025-12-25,DLR030,VIN0024535,CUST005967,Inspection,66421,Routine
JC00001063,2025-04-18,DLR017,VIN0023559,CUST012108,Accident Repair,80186,Routine
JC00001064,2025-10-26,DLR029,VIN0002006,CUST003654,Inspection,36580,Routine
JC00001065,2025-08-02,DLR009,VIN0016061,CUST023478,Periodic Service,46156,Routine
JC00001066,2025-07-14,DLR023,VIN0003716,CUST020129,General Repair,40572,Routine
JC00001067,2025-10-10,DLR029,VIN0013509,CUST022507,Accident Repair,62595,Routine
JC00001068,2025-06-26,DLR001,VIN0017336,CUST014689,Periodic Service,6094,Routine
JC00001069,2025-09-14,DLR025,VIN0008684,CUST024249,Inspection,103457,Routine
JC00001070,2025-05-06,DLR024,VIN0016136,CUST010643,Accident Repair,99511,Routine
JC00001071,2025-08-18,DLR002,VIN0011434,CUST015608,Inspection,37992,Routine
JC00001072,2025-01-09,DLR001,VIN0020793,CUST016266,Accident Repair,87441,Routine
JC00001073,2025-03-20,DLR027,VIN0018731,CUST000490,Inspection,84160,Routine
JC00001074,2025-06-21,DLR010,VIN0016225,CUST013128,General Repair,83186,Routine
JC00001075,2025-05-02,DLR015,VIN0004300,CUST009700,General Repair,24753,Routine
JC00001076,2025-11-20,DLR013,VIN0022238,CUST007535,Inspection,95828,Routine
JC00001077,2025-10-09,DLR028,VIN0003171,CUST016284,Periodic Service,56497,Routine
JC00001078,2025-07-21,DLR030,VIN0023742,CUST001030,General Repair,59180,Routine
JC00001079,2025-11-20,DLR029,VIN0004050,CUST016126,General Repair,73730,Campaign
JC00001080,2025-08-24,DLR017,VIN0021936,CUST017511,Accident Repair,75792,Routine
JC00001081,2025-01-12,DLR003,VIN0022437,CUST016486,General Repair,66133,Routine
JC00001082,2025-01-09,DLR018,VIN0009847,CUST023385,Inspection,47809,Routine
JC00001083,2025-06-06,DLR020,VIN0022770,CUST004822,Periodic Service,101257,Routine
JC00001084,2025-05-14,DLR002,VIN0022078,CUST004302,General Repair,9134,Routine
JC00001085,2025-03-10,DLR010,VIN0019618,CUST017067,Inspection,19220,Routine
JC00001086,2025-05-23,DLR017,VIN0023896,CUST009083,Inspection,45584,Routine
JC00001087,2025-04-30,DLR022,VIN0000853,CUST014946,General Repair,69219,Routine
JC00001088,2025-01-08,DLR026,VIN0014721,CUST003486,Periodic Service,106376,Routine
JC00001089,2025-06-30,DLR001,VIN0022179,CUST012981,Periodic Service,90699,Routine
JC00001090,2025-03-19,DLR006,VIN0020405,CUST001356,Inspection,47851,Routine
JC00001091,2025-05-04,DLR018,VIN0010550,CUST024600,Inspection,6109,Routine
JC00001092,2025-01-22,DLR030,VIN0020534,CUST003560,Periodic Service,75199,Routine
JC00001093,2025-01-15,DLR002,VIN0019876,CUST004362,Inspection,14195,Routine
JC00001094,2025-11-26,DLR029,VIN0001532,CUST017304,Inspection,8859,Routine
JC00001095,2025-02-26,DLR008,VIN0018215,CUST002585,General Repair,64184,Routine
JC00001096,2025-06-13,DLR009,VIN0009073,CUST007301,Periodic Service,38396,Routine
JC00001097,2025-03-21,DLR025,VIN0015339,CUST004173,Accident Repair,98120,Routine
JC00001098,2025-09-29,DLR002,VIN0011401,CUST007033,Accident Repair,58742,Routine
JC00001099,2025-04-29,DLR018,VIN0004511,CUST003404,Inspection,9737,Routine
JC00001100,2025-03-04,DLR026,VIN0005211,CUST023819,General Repair,21767,Campaign
JC00001101,2025-03-02,DLR018,VIN0006872,CUST020294,General Repair,12000,Routine
JC00001102,2025-09-21,DLR014,VIN0012842,CUST005201,Periodic Service,98407,Routine
JC00001103,2025-10-24,DLR002,VIN0001352,CUST010310,General Repair,41089,Routine
JC00001104,2025-09-21,DLR010,VIN0004484,CUST001987,General Repair,11524,Routine
JC00001105,2025-05-12,DLR003,VIN0015562,CUST006648,General Repair,116288,Routine
JC00001106,2025-07-16,DLR011,VIN0022856,CUST017033,Inspection,20602,Routine
JC00001107,2025-12-11,DLR019,VIN0022570,CUST021517,Periodic Service,104709,Routine
JC00001108,2025-07-28,DLR009,VIN0023399,CUST014337,Inspection,50108,Routine
JC00001109,2025-11-14,DLR005,VIN0008619,CUST011424,General Repair,1688,Routine
JC00001110,2025-12-31,DLR006,VIN0019906,CUST016294,Accident Repair,97414,Campaign
JC00001111,2025-11-08,DLR022,VIN0002324,CUST012833,General Repair,14434,Routine
JC00001112,2025-05-24,DLR008,VIN0009631,CUST009683,Accident Repair,23850,Routine
JC00001113,2025-09-03,DLR006,VIN0024086,CUST013399,Periodic Service,75252,Routine
JC00001114,2025-02-15,DLR006,VIN0004830,CUST014571,General Repair,35256,Routine
JC00001115,2025-06-05,DLR025,VIN0010815,CUST009716,Accident Repair,100125,Campaign
JC00001116,2025-11-27,DLR014,VIN0005986,CUST014412,General Repair,69161,Routine
JC00001117,2025-12-15,DLR023,VIN0005700,CUST022950,Inspection,12081,Routine
JC00001118,2025-06-13,DLR021,VIN0017393,CUST024758,Accident Repair,6525,Routine
JC00001119,2025-09-28,DLR024,VIN0020575,CUST009463,Inspection,9537,Routine
JC00001120,2025-11-04,DLR028,VIN0019217,CUST004173,Accident Repair,97735,Routine
JC00001121,2025-12-18,DLR028,VIN0017624,CUST007610,Inspection,119827,Routine
JC00001122,2025-12-22,DLR014,VIN0011718,CUST011613,General Repair,83863,Campaign
JC00001123,2025-06-26,DLR019,VIN0003579,CUST004033,Inspection,74854,Campaign
JC00001124,2025-10-31,DLR013,VIN0002109,CUST012623,General Repair,36574,Routine
JC00001125,2025-06-03,DLR015,VIN0007323,CUST022010,General Repair,73112,Routine
JC00001126,2025-02-16,DLR028,VIN0018944,CUST019944,General Repair,57942,Routine
JC00001127,2025-01-03,DLR023,VIN0022734,CUST021057,Inspection,111453,Routine
JC00001128,2025-03-08,DLR025,VIN0023893,CUST012339,Accident Repair,29965,Campaign
JC00001129,2025-06-04,DLR027,VIN0024035,CUST014546,Periodic Service,12811,Routine
JC00001130,2025-02-24,DLR024,VIN0013854,CUST019524,General Repair,76475,Routine
JC00001131,2025-12-26,DLR001,VIN0017000,CUST014445,Accident Repair,95495,Campaign
JC00001132,2025-06-28,DLR013,VIN0019995,CUST013673,General Repair,19624,Campaign
JC00001133,2025-10-27,DLR025,VIN0009400,CUST003591,Inspection,106400,Routine
JC00001134,2025-08-23,DLR003,VIN0001477,CUST013266,Inspection,30141,Campaign
JC00001135,2025-03-03,DLR010,VIN0008009,CUST013989,General Repair,75852,Routine
JC00001136,2025-06-16,DLR005,VIN0015121,CUST020664,Accident Repair,85607,Routine
JC00001137,2025-02-14,DLR013,VIN0007932,CUST007539,Accident Repair,59619,Routine
JC00001138,2025-07-03,DLR009,VIN0010742,CUST011595,Accident Repair,8023,Routine
JC00001139,2025-10-12,DLR028,VIN0008028,CUST016131,Inspection,41810,Routine
JC00001140,2025-04-05,DLR006,VIN0015656,CUST024207,Accident Repair,67767,Routine
JC00001141,2025-01-05,DLR015,VIN0003507,CUST022490,General Repair,38897,Routine
JC00001142,2025-05-10,DLR014,VIN0007458,CUST003357,Periodic Service,90485,Routine
JC00001143,2025-02-25,DLR012,VIN0008207,CUST016270,Inspection,35574,Routine
JC00001144,2025-04-24,DLR015,VIN0021647,CUST021901,General Repair,61127,Routine
JC00001145,2025-01-05,DLR009,VIN0020032,CUST024819,General Repair,6594,Routine
JC00001146,2025-05-26,DLR006,VIN0007039,CUST005727,Accident Repair,19815,Routine
JC00001147,2025-11-06,DLR011,VIN0000798,CUST007735,General Repair,97194,Routine
JC00001148,2025-05-13,DLR011,VIN0014667,CUST024481,General Repair,8894,Campaign
JC00001149,2025-06-20,DLR005,VIN0004615,CUST002578,Inspection,52761,Routine
JC00001150,2025-12-07,DLR018,VIN0008531,CUST018324,General Repair,109219,Routine
JC00001151,2025-02-05,DLR012,VIN0000618,CUST000834,Accident Repair,101016,Routine
JC00001152,2025-07-08,DLR015,VIN0022616,CUST000109,Periodic Service,62378,Routine
JC00001153,2025-02-19,DLR024,VIN0024842,CUST007306,General Repair,52912,Routine
JC00001154,2025-05-20,DLR020,VIN0023017,CUST007393,Periodic Service,68345,Routine
JC00001155,2025-02-13,DLR009,VIN0004100,CUST016838,Accident Repair,114172,Routine
JC00001156,2025-05-25,DLR023,VIN0021210,CUST012790,Periodic Service,44577,Routine
JC00001157,2025-01-11,DLR023,VIN0010834,CUST020793,Accident Repair,9853,Routine
JC00001158,2025-02-22,DLR008,VIN0004859,CUST017360,Inspection,39372,Routine
JC00001159,2025-02-22,DLR007,VIN0023181,CUST015611,Inspection,106313,Campaign
JC00001160,2025-02-21,DLR008,VIN0000162,CUST023911,Inspection,37240,Routine
JC00001161,2025-09-04,DLR028,VIN0019287,CUST024666,Inspection,2227,Routine
JC00001162,2025-02-22,DLR006,VIN0017079,CUST003684,Accident Repair,29693,Routine
JC00001163,2025-07-06,DLR006,VIN0022509,CUST021645,Inspection,116812,Routine
JC00001164,2025-02-20,DLR014,VIN0009121,CUST006769,General Repair,28746,Routine
JC00001165,2025-10-02,DLR023,VIN0012800,CUST003012,General Repair,29849,Campaign
JC00001166,2025-01-17,DLR009,VIN0014156,CUST022777,Inspection,66348,Routine
JC00001167,2025-04-14,DLR007,VIN0014741,CUST013578,Accident Repair,105174,Routine
JC00001168,2025-08-15,DLR025,VIN0019408,CUST024083,Accident Repair,103520,Routine
JC00001169,2025-04-22,DLR004,VIN0006406,CUST004215,Inspection,27619,Campaign
JC00001170,2025-12-17,DLR024,VIN0022284,CUST003928,Inspection,66347,Routine
JC00001171,2025-10-12,DLR029,VIN0017703,CUST008153,Periodic Service,90135,Routine
JC00001172,2025-01-20,DLR004,VIN0018523,CUST022951,General Repair,119193,Routine
JC00001173,2025-11-08,DLR009,VIN0007891,CUST001370,Accident Repair,117329,Routine
JC00001174,2025-03-31,DLR025,VIN0007184,CUST006667,Inspection,54534,Campaign
JC00001175,2025-03-23,DLR010,VIN0020912,CUST009185,Inspection,114332,Routine
JC00001176,2025-11-06,DLR015,VIN0024653,CUST001444,Accident Repair,93067,Routine
JC00001177,2025-07-05,DLR026,VIN0002354,CUST023450,Accident Repair,57886,Routine
JC00001178,2025-06-18,DLR026,VIN0024214,CUST021459,Inspection,40259,Routine
JC00001179,2025-02-26,DLR024,VIN0008597,CUST008547,Periodic Service,12138,Routine
JC00001180,2025-07-08,DLR025,VIN0000975,CUST017523,General Repair,54880,Routine
JC00001181,2025-04-14,DLR023,VIN0008067,CUST017122,Accident Repair,43606,Routine
JC00001182,2025-01-21,DLR006,VIN0005427,CUST019832,Inspection,77206,Routine
JC00001183,2025-07-03,DLR021,VIN0018940,CUST001428,General Repair,56285,Routine
JC00001184,2025-03-27,DLR022,VIN0007956,CUST014084,Accident Repair,56940,Routine
JC00001185,2025-11-16,DLR009,VIN0010739,CUST006434,Inspection,72455,Routine
JC00001186,2025-09-03,DLR024,VIN0013851,CUST015604,General Repair,112370,Routine
JC00001187,2025-10-17,DLR010,VIN0006083,CUST019725,Accident Repair,79380,Routine
JC00001188,2025-02-24,DLR026,VIN0001484,CUST020855,Periodic Service,25229,Routine
JC00001189,2025-08-13,DLR019,VIN0016995,CUST017162,Inspection,41941,Routine
JC00001190,2025-01-08,DLR009,VIN0024904,CUST009133,Inspection,36520,Campaign
JC00001191,2025-06-21,DLR011,VIN0017615,CUST015993,Periodic Service,118162,Routine
JC00001192,2025-07-31,DLR022,VIN0021382,CUST006869,Inspection,28779,Routine
JC00001193,2025-06-25,DLR028,VIN0001993,CUST017869,Accident Repair,100404,Routine
JC00001194,2025-07-02,DLR001,VIN0002542,CUST018611,Accident Repair,91854,Routine
JC00001195,2025-04-06,DLR009,VIN0022434,CUST015561,Accident Repair,63988,Routine
JC00001196,2025-10-23,DLR017,VIN0020319,CUST021197,General Repair,56412,Routine
JC00001197,2025-09-28,DLR015,VIN0012021,CUST013918,Periodic Service,119935,Campaign
JC00001198,2025-12-28,DLR004,VIN0007943,CUST018526,Inspection,99945,Routine
JC00001199,2025-04-07,DLR026,VIN0020541,CUST010804,Accident Repair,107024,Routine
JC00001200,2025-07-07,DLR007,VIN0014147,CUST012269,General Repair,59243,Routine
JC00001201,2025-03-22,DLR023,VIN0002781,CUST004718,Accident Repair,63305,Routine
JC00001202,2025-06-11,DLR021,VIN0005278,CUST002614,Periodic Service,23462,Routine
JC00001203,2025-04-23,DLR025,VIN0014715,CUST001578,Accident Repair,73775,Routine
JC00001204,2025-02-07,DLR012,VIN0011620,CUST011815,General Repair,97660,Routine
JC00001205,2025-08-20,DLR016,VIN0015227,CUST009472,Accident Repair,30277,Routine
JC00001206,2025-08-16,DLR022,VIN0019021,CUST013894,General Repair,28520,Routine
JC00001207,2025-02-14,DLR024,VIN0005382,CUST016599,Inspection,67972,Routine
JC00001208,2025-11-20,DLR007,VIN0001658,CUST014578,Accident Repair,52903,Routine
JC00001209,2025-11-21,DLR030,VIN0009456,CUST002926,General Repair,21253,Routine
JC00001210,2025-11-26,DLR023,VIN0011850,CUST005334,Accident Repair,30415,Routine
JC00001211,2025-12-12,DLR029,VIN0016208,CUST003479,Periodic Service,98735,Routine
JC00001212,2025-01-30,DLR030,VIN0003812,CUST007023,Accident Repair,58307,Routine
JC00001213,2025-03-15,DLR029,VIN0018422,CUST024989,Inspection,86280,Routine
JC00001214,2025-05-16,DLR029,VIN0021203,CUST013110,General Repair,14481,Routine
JC00001215,2025-03-17,DLR022,VIN0012430,CUST007750,Accident Repair,110066,Campaign
JC00001216,2025-02-13,DLR012,VIN0010006,CUST011173,General Repair,109884,Routine
JC00001217,2025-03-04,DLR029,VIN0001209,CUST020101,General Repair,53668,Routine
JC00001218,2025-12-09,DLR013,VIN0005039,CUST011629,Accident Repair,35871,Routine
JC00001219,2025-09-05,DLR006,VIN0008697,CUST006236,Periodic Service,31704,Routine
JC00001220,2025-09-29,DLR007,VIN0005056,CUST021284,Inspection,7868,Routine
JC00001221,2025-08-28,DLR030,VIN0019960,CUST015874,Inspection,66433,Routine
JC00001222,2025-06-03,DLR030,VIN0002560,CUST006914,Accident Repair,27025,Routine
JC00001223,2025-01-20,DLR029,VIN0022701,CUST015394,Periodic Service,45086,Routine
JC00001224,2025-07-16,DLR019,VIN0002440,CUST020064,Accident Repair,96931,Routine
JC00001225,2025-11-15,DLR020,VIN0016892,CUST006263,Accident Repair,98302,Routine
JC00001226,2025-10-20,DLR006,VIN0018699,CUST017080,General Repair,29257,Routine
JC00001227,2025-11-17,DLR006,VIN0005235,CUST003186,Inspection,85101,Routine
JC00001228,2025-06-19,DLR019,VIN0023447,CUST010329,Inspection,32319,Routine
JC00001229,2025-01-09,DLR013,VIN0011731,CUST015377,Periodic Service,6664,Routine
JC00001230,2025-02-20,DLR020,VIN0013004,CUST002218,Accident Repair,59078,Routine
JC00001231,2025-06-05,DLR016,VIN0002134,CUST004068,General Repair,66820,Routine
JC00001232,2025-03-07,DLR021,VIN0019741,CUST021594,General Repair,4770,Routine
JC00001233,2025-08-19,DLR022,VIN0013928,CUST024312,General Repair,59089,Routine
JC00001234,2025-10-21,DLR028,VIN0017740,CUST019073,Periodic Service,81034,Routine
JC00001235,2025-12-07,DLR015,VIN0014929,CUST017544,General Repair,60688,Campaign
JC00001236,2025-12-18,DLR013,VIN0012762,CUST014116,Accident Repair,45652,Routine
JC00001237,2025-08-26,DLR017,VIN0009712,CUST005275,Periodic Service,52878,Routine
JC00001238,2025-12-25,DLR022,VIN0017163,CUST019107,Accident Repair,114566,Routine
JC00001239,2025-03-06,DLR016,VIN0006662,CUST019835,Inspection,36804,Routine
JC00001240,2025-08-05,DLR027,VIN0022768,CUST005002,Inspection,109453,Routine
JC00001241,2025-12-10,DLR007,VIN0011777,CUST022118,Accident Repair,29875,Routine
JC00001242,2025-05-23,DLR013,VIN0006663,CUST023861,Inspection,48561,Routine
JC00001243,2025-10-30,DLR013,VIN0021753,CUST003281,Inspection,7006,Routine
JC00001244,2025-05-05,DLR020,VIN0023591,CUST017575,Periodic Service,104800,Routine
JC00001245,2025-06-04,DLR004,VIN0016194,CUST002272,General Repair,77697,Routine
JC00001246,2025-08-24,DLR027,VIN0018196,CUST019061,Inspection,46737,Routine
JC00001247,2025-05-17,DLR028,VIN0010937,CUST013670,General Repair,87244,Routine
JC00001248,2025-09-23,DLR030,VIN0020174,CUST017645,Periodic Service,5615,Routine
JC00001249,2025-10-12,DLR015,VIN0006336,CUST015517,Inspection,101677,Routine
JC00001250,2025-06-26,DLR019,VIN0008702,CUST005520,General Repair,85476,Routine
JC00001251,2025-03-29,DLR019,VIN0023601,CUST019388,General Repair,80400,Routine
JC00001252,2025-12-23,DLR014,VIN0016955,CUST018735,Periodic Service,119758,Routine
JC00001253,2025-08-09,DLR016,VIN0016744,CUST006195,Periodic Service,106742,Routine
JC00001254,2025-07-25,DLR015,VIN0007992,CUST001462,Inspection,8447,Routine
JC00001255,2025-04-14,DLR023,VIN0003469,CUST016320,Inspection,110875,Routine
JC00001256,2025-02-05,DLR019,VIN0012904,CUST014405,Inspection,63923,Routine
JC00001257,2025-06-27,DLR005,VIN0022805,CUST020597,General Repair,95875,Routine
JC00001258,2025-12-19,DLR027,VIN0007678,CUST021859,Accident Repair,31801,Routine
JC00001259,2025-11-22,DLR025,VIN0016119,CUST015397,Accident Repair,105074,Routine
JC00001260,2025-07-29,DLR009,VIN0020327,CUST002491,General Repair,79981,Routine
JC00001261,2025-07-25,DLR025,VIN0003691,CUST010718,Accident Repair,46325,Routine
JC00001262,2025-08-20,DLR006,VIN0004997,CUST011653,Inspection,4224,Routine
JC00001263,2025-09-01,DLR010,VIN0012008,CUST021932,Accident Repair,26229,Routine
JC00001264,2025-10-01,DLR001,VIN0024998,CUST011070,Periodic Service,102113,Routine
JC00001265,2025-07-28,DLR024,VIN0009335,CUST024747,General Repair,101538,Routine
JC00001266,2025-11-02,DLR001,VIN0024606,CUST018407,Accident Repair,13523,Routine
JC00001267,2025-01-22,DLR016,VIN0014481,CUST014706,Periodic Service,68690,Routine
JC00001268,2025-11-30,DLR003,VIN0022786,CUST014140,Periodic Service,61798,Routine
JC00001269,2025-07-25,DLR027,VIN0022167,CUST020555,Periodic Service,62762,Routine
JC00001270,2025-07-20,DLR030,VIN0022785,CUST012557,Inspection,54664,Routine
JC00001271,2025-11-19,DLR004,VIN0004388,CUST006565,General Repair,50624,Routine
JC00001272,2025-10-19,DLR011,VIN0000689,CUST008769,Accident Repair,77622,Routine
JC00001273,2025-10-06,DLR020,VIN0001240,CUST012326,Accident Repair,16945,Routine
JC00001274,2025-01-29,DLR025,VIN0012944,CUST015953,Inspection,46491,Routine
JC00001275,2025-07-01,DLR019,VIN0002937,CUST006106,Periodic Service,106474,Routine
JC00001276,2025-06-11,DLR011,VIN0014344,CUST022334,Accident Repair,53740,Routine
JC00001277,2025-05-02,DLR003,VIN0018812,CUST011786,General Repair,119892,Routine
JC00001278,2025-12-21,DLR014,VIN0020731,CUST006740,General Repair,73579,Routine
JC00001279,2025-07-01,DLR015,VIN0005229,CUST012375,Periodic Service,78770,Routine
JC00001280,2025-10-19,DLR007,VIN0004130,CUST024717,Periodic Service,65491,Routine
JC00001281,2025-08-18,DLR003,VIN0019477,CUST000820,Accident Repair,6239,Routine
JC00001282,2025-01-21,DLR022,VIN0019025,CUST018875,General Repair,38431,Routine
JC00001283,2025-09-01,DLR012,VIN0006070,CUST006041,General Repair,3862,Routine
JC00001284,2025-09-21,DLR009,VIN0012687,CUST023651,Accident Repair,90074,Routine
JC00001285,2025-12-30,DLR026,VIN0003883,CUST023732,General Repair,86195,Routine
